Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Last update,Downlink Tone,Coverage,AllStar,Sponsor,Notes,Coordination,Grid,Affiliate,Links,Web links,Features,EchoLink,IRLP,Nets,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,On-air,Location Photo,Feed,Denver Regional,Mixed-Mode,Commands,YSF Digital Enabled,DG-ID,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,205.7,ESE,yes,147.33,147.93,118.8,Baca,Off-Air,yes,118.8,,,Baca County Amateur Emergency Management,,CCARC,,,,KZ0DEM Repeaters,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,205.7,ESE,yes,449.2,444.2,118.8,Baca,On-Air,yes,118.8,provides coverage to central Baca County,,Baca County Div of Emerg Mgt Communications,,,,,,,,97142,7142,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,206.1,NNW,yes,146.97,146.37,88.5,Moffat,On-Air,yes,123,,,Northwest Colorado Amateur Radio Association,,CCARC,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,206.1,NNW,yes,145.265,144.665,107.2,Moffat,,yes,,,,NW Colorado ARC,,CCARC,,,,,E-power.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,206.3,SE,yes,147.36,147.96,100,San Miguel,On-Air,yes,,Wide area.,,,,NMFCC,,,Full-time to the  Mega-Link System .,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,206.3,NNE,yes,447.725,442.725,131.8,Larimer,On-Air,yes,,,,W7RF,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,206.4,NNE,yes,446.7375,441.7375,,Larimer,On-Air,yes,,Wide area: North Front Range.,,N0AOL - NoCo C-Bridge Network,Repeater ID: 310803,CCARC,,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,DMR-MARC World Wide Network,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,1,1,1,,1,,,2,,,,,,,,,,,,2,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,206.4,NNE,yes,1283.55,1263.55,100,Larimer,On-Air,yes,,Northern Colorado Front Range,,K1TJ Repeater System,,CCARC,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,206.4,NNE,yes,447.45,442.45,123,Larimer,On-Air,yes,,,,,,CCARC,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,207.2,NNE,yes,224.52,222.92,100,Larimer,Off-Air,yes,100,,,Northern Colorado ARC,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,207.2,NNE,yes,927.95,902.95,100,Larimer,On-Air,yes,100,Northern Front Range,,K1TJ Repeater System,,CCARC,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,207.2,NNE,yes,927.825,902.825,100,Larimer,On-Air,yes,100,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,AB0SF,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,207.2,NNE,yes,447.275,442.275,100,Larimer,On-Air,yes,100,Wide area.,,Northern Colorado ARC,,CCARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,207.2,NNE,yes,145.115,144.515,100,Larimer,On-Air,yes,100,Wide area.,,Northern Colorado ARC,,CCARC,,,,,7,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,207.4,NNE,yes,446.75,441.75,,Larimer,On-Air,yes,,,,Rocky Mountain Ham Radio,See website for complete info on color codes/time slot assignment.,CCARC,,,Full-time to the  Colorado TRBO System .,http://www.rmham.org,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,207.4,NNE,yes,145.265,144.665,,Larimer,On-Air,yes,,Northern Colorado Front Range Wide Area coverage.,,W0DMR - NoCo C-bridge Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",CCARC,,Brandmeister Network,,http://www.w0dmr.org/,,,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,BrandMeister US,,1,,,,1,,2,,,,,,,,,,,,2,1,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,208,NNE,yes,449.725,444.725,127.3,Weld,On-Air,yes,,,,K0OJ,,CCARC,,,,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,208.1,NNE,yes,146.85,146.25,100,Weld,On-Air,yes,100,,,Northern Colorado ARC,,CCARC,,,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,208.2,NNE,yes,927.875,902.875,D114,Larimer,Off-Air,yes,,,,WA6IMI,Down due to lightning strike. Scheduled to return end of June 2012.,CCARC,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,208.2,NNE,yes,449.425,444.425,94.8,Larimer,On-Air,yes,,,,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,209.1,NNE,yes,147,147.6,100,Weld,On-Air,yes,100,,,Weld ARS,,CCARC,,,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,3839,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,209.1,NNE,yes,448.475,443.475,100,Weld,On-Air,yes,,,,Weld Amateur Radio Society (WARS),,CCARC,,,,http://www.warsco.org/,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,209.1,NNE,yes,449.325,444.325,,Weld,On-Air,yes,,,,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Santa Rosa, Moon Ranch",NM,OPEN,,211,SSE,yes,147.04,147.64,141.3,Guadalupe,On-Air,yes,,,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,211.2,NNE,yes,147.36,147.96,100,Larimer,On-Air,yes,100,Map,,CO State Univ ARC,,CCARC,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,211.9,NNE,yes,147.39,147.99,,Larimer,On-Air,yes,,"Fort Collins east side, into Red Feather Lakes area.",,KT0L - NoCo C-Bridge Network,,CCARC,,,,Documentation,,,,Tac 310 Net: Sun at 18:00.,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,1,,1
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,212.3,NW,yes,445.2625,440.2625,,Rio Blanco,On-Air,yes,,,,RMHAM,,,,,,https://www.rmham.org,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,221.3,SE,yes,147.35,147.95,88.5,Cimarron,On-Air,yes,88.5,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,CAPROCK / DUST BOWL INTERTIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,224.4,NE,yes,448.2,443.2,,Morgan,On-Air,yes,,,,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",CCARC,,NEAHR,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,Mixed Mode,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,226.6,SE,yes,224.98,223.38,,Quay,,yes,,,,WA5EMA,,NMFCC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,226.6,SE,yes,443.75,448.75,,Quay,On-Air,yes,,Local coverage in town.,,WA5EMA,EchoLink active during daytime hours.,NMFCC,,,,,,406798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,226.6,SE,yes,146.88,146.28,,Quay,On-Air,yes,,,,WA5EMA,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,227.5,SW,yes,145.43,144.83,162.2,McKinley,On-Air,yes,,Wide are: Southern McKinley County.,,MCARES,,NMFCC,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,228.5,SE,yes,147.34,147.94,131.8,Quay,On-Air,yes,,,,Big Water ARA,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,229.5,SE,yes,147.22,147.82,100,Quay,On-Air,yes,,Wide area.,,Mega-Link Rptr System,,NMFCC,,,Full-time to the  Mega-Link System .,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,231.7,E,yes,146.895,146.295,103.5,Kit Carson,On-Air,yes,,,,Big Sandy ARC,,CCARC,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,233.6,NW,yes,449.9,444.9,136.5,Uintah,,yes,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,Borderline Amateur Radio Club,,,,,,,,,7705,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,238.1,NW,yes,146.92,146.32,136.5,Duchesne,Off-Air,yes,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,UVHFS,,,,,E-power.,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,238.1,NW,yes,449.7,444.7,136.5,Uintah,,yes,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,W7BYU,,UVHFS,,,,,8,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,238.2,NW,yes,147.1,147.7,136.5,Uintah,On-Air,yes,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,""">Borderline ARC",8,UVHFS,,,"Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,"Autopatch, e-power.",458414,3577,,,,,,,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,240.5,NE,yes,448.175,443.175,,Morgan,On-Air,yes,,,,W0FT,,CCARC,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,240.6,NE,yes,145.4,144.8,88.5,Washington,On-Air,yes,123,Northeastern plains of Colorado.,,Colorado Connection,Part of the Colorado Connection system of repeaters,CCARC,,,Full-time to the  Colorado Connection System .,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,254.2,WNW,yes,147.32,147.92,88.5,Carbon,On-Air,yes,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,Sinbad Desert ARC,110,UVHFS,DM49tp,,,http://sdarc.us/repeaters/bruin.html,Remote base.,64264,3270,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,254.2,WNW,yes,449.05,444.05,88.5,Carbon,On-Air,yes,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,Sinbad Desert ARC,,UVHFS,,,,http://sdarc.us/repeaters/bruin.html,Remote base.,64264,3270,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,254.7,WNW,yes,145.175,144.575,,Carbon,On-Air,yes,,Eastern Utah,,SDARC,,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,267.3,NW,yes,145.49,144.89,136.5,Duchesne,On-Air,yes,,"Duchesne, UT area.",,,5,UVHFS,,Sinbad Desert ARC (SDARC),,http://sdarc.us/repeaters/flat-top.html,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,280.7,NW,yes,147.28,147.88,107.2,Duchesne,On-Air,yes,107.2,,,AD7ZW,,UVHFS,,,,http://ad7zwrepeater.xyz,Autopatch,458414,3205,,,,,,,,,,,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,280.8,NW,yes,146.74,146.14,100,Duchesne,Off-Air,yes,,,,,,UVHFS,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.68,-0.6,,KA7ARZ,Holbrook,AZ,OPEN,,285.8,SW,yes,146.68,146.08,,Navajo,On-Air,yes,,30,,Kachina Amateur Radio Club,,ARCA,DM44wv,,,Kachina Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
