Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Downlink Tone,Grid,Affiliate,Links,AllStar,Features,Web links,Coverage,On-air,IRLP,Nets,DMR Enabled,Color Code,Wide Network,EchoLink,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Commands,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,207.8,NNE,yes,927.875,902.875,D114,Larimer,Off-Air,WA6IMI,Down due to lightning strike. Scheduled to return end of June 2012.,CCARC,yes,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,207.9,NNE,yes,447.725,442.725,131.8,Larimer,On-Air,W7RF,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,208.1,NNE,yes,446.75,441.75,,Larimer,On-Air,Rocky Mountain Ham Radio,See website for complete info on color codes/time slot assignment.,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,,,http://www.rmham.org,,,,,yes,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,208.1,NNE,yes,145.265,144.665,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",CCARC,yes,,,Brandmeister Network,,,,http://www.w0dmr.org/,Northern Colorado Front Range Wide Area coverage.,,,,yes,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,BrandMeister US,,1,,,,1,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,2,,,,,,,,,,,2,1,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,209.2,NNE,yes,447.7,442.7,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,,yes,100,,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,http://ncarc.net/,Wide Area Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,209.5,NNE,yes,146.625,146.025,100,Larimer,On-Air,Northern Colorado ARC,,CCARC,yes,100,,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,E-power.,,Wide area: Northern front range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,209.5,NNE,yes,224.84,223.24,100,Larimer,On-Air,Northern Colorado ARC,,,yes,100,,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,"E-power, 25 watts.",,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,209.8,E,yes,446.7375,441.7375,,Lincoln,On-Air,K0RTS KC0VJD,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",CCARC,yes,,,RMHam,,,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,,yes,8,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,210.1,NW,yes,146.92,146.32,136.5,Duchesne,Off-Air,,,UVHFS,yes,,,,,,E-power.,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,210.1,E,yes,147.06,147.66,103.5,Lincoln,On-Air,BSARC,,CCARC,yes,,,,,42740,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",http://www.bigsandyradio.com/,"I-70, US-71, US-287, US-40, US-24",,3794,Big Sandy Net: Wed 19:00,,,,791116,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,210.2,NW,yes,449.7,444.7,136.5,Uintah,,W7BYU,,UVHFS,yes,,,,,,8,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,210.2,NW,yes,147.1,147.7,136.5,Uintah,On-Air,""">Borderline ARC",8,UVHFS,yes,,,,"Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,"Autopatch, e-power.",,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,3577,,,,,458414,,,,,,,,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,211.3,W,yes,147.08,147.68,136.5,Wayne,On-Air,Sinbad Desert ARC,11,UVHFS,yes,,,,Full-time to the  Sinbad Desert (SDARC) System .,,"Closed autopatch, remote base.",http://sdarc.us/repeaters/mt-ellen.html,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",,3270,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,212.5,NNE,yes,147.36,147.96,100,Larimer,On-Air,CO State Univ ARC,,CCARC,yes,100,,,,,Closed autopatch.,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,212.5,NNE,yes,446.8125,441.8125,,Larimer,On-Air,W0QEY CSU,Free Star,CCARC,yes,,,,,,D-Star Gateway,,Fort Collins Local Area,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,212.9,NNE,yes,449.725,444.725,127.3,Weld,On-Air,K0OJ,,CCARC,yes,,,,,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,213,NNE,yes,146.85,146.25,100,Weld,On-Air,Northern Colorado ARC,,CCARC,yes,100,,,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,213.2,NNE,yes,449.85,444.85,100,Larimer,On-Air,CO State Univ ARC,,CCARC,yes,100,,,,,Closed autopatch.,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,213.9,NNE,yes,147,147.6,100,Weld,On-Air,Weld ARS,,CCARC,yes,100,,,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,213.9,NNE,yes,448.475,443.475,100,Weld,On-Air,Weld Amateur Radio Society (WARS),,CCARC,yes,,,,,,,http://www.warsco.org/,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,213.9,NNE,yes,449.325,444.325,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,214.3,NNE,yes,147.39,147.99,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,CCARC,yes,,,,,,,Documentation,"Fort Collins east side, into Red Feather Lakes area.",,,Tac 310 Net: Sun at 18:00.,yes,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,,1,,1
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,217.5,NNE,yes,447.2,442.2,82.5,Weld,On-Air,N6RFI,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,217.8,NNE,yes,446.775,441.775,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",CCARC,yes,,,Brandmeister Network,,,,W0DMR,"Fort Collins east side, into Red Feather Lakes area.",,,,yes,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,BrandMeister US,,1,,,,1,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,2,,,,,,,,,,,2,1,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,219.2,WNW,yes,448.075,443.075,,Carbon,Off-Air,Sinbad Desert Amateur Radio Club,,,yes,,,,,,,,,,,,,,,,,,,yes,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,219.5,WNW,yes,448.55,443.55,88.5,Emery,On-Air,N7QLO,Stand alone.,UVHFS,yes,,,,,,Remote base.,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,219.5,WNW,yes,447.125,442.125,100,Emery,,San Rafael Cactus Assoc,,UVHFS,yes,,,Cactus-Intertie,,,7,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,219.6,WSW,yes,448.6,443.6,100,San Juan,On-Air,Utah VHF Society,,UVHFS,yes,,,Intermountain Intertie,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",,,http://utahvhfs.org/snowlink.html,Wide Area.,,,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,219.6,WNW,yes,147.14,147.74,88.5,Emery,On-Air,Sinbad Desert ARC,7,UVHFS,yes,,,,Full-time to the  Sinbad Desert (SDARC) System .,,"Closed autopatch, remote base.",http://sdarc.us/repeaters/cedar.html,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,3270,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,219.7,SSW,yes,145.43,144.83,162.2,McKinley,On-Air,MCARES,,NMFCC,yes,,,,,,Closed autopatch.,,Wide are: Southern McKinley County.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,221.7,NW,yes,449.05,444.05,88.5,Carbon,On-Air,Sinbad Desert ARC,,UVHFS,yes,,,,,,Remote base.,http://sdarc.us/repeaters/bruin.html,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,3270,,,,,64264,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,221.7,NW,yes,147.32,147.92,88.5,Carbon,On-Air,Sinbad Desert ARC,110,UVHFS,yes,,DM49tp,,,,Remote base.,http://sdarc.us/repeaters/bruin.html,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,3270,,,,,64264,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,222.2,NW,yes,145.175,144.575,,Carbon,On-Air,SDARC,,,yes,,,Sinbad Desert A.R.C.,,,,,Eastern Utah,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,222.3,NNE,yes,448.325,443.325,110.9,Larimer,On-Air,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,223.5,WSW,yes,448.75,443.75,100,San Juan,On-Air,,,UVHFS,yes,,,,,,10,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,223.5,WSW,yes,146.96,146.36,100,San Juan,On-Air,KE7OZE,10,UVHFS,yes,,,Intermountain Intertie,,,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,223.5,WSW,yes,449.925,444.925,100,San Juan,On-Air,Lake Powell ARG,,UVHFS,yes,,,,,,10,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,234.9,SE,yes,147.36,147.96,100,San Miguel,On-Air,,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,5,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,235.9,NE,yes,448.2,443.2,,Morgan,On-Air,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",CCARC,yes,,,NEAHR,Full-time to the  Colorado TRBO System .,,Mixed Mode,Rocky Mountain Ham Radio,,,,,yes,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,236.5,NW,yes,145.49,144.89,136.5,Duchesne,On-Air,,5,UVHFS,yes,,,Sinbad Desert ARC (SDARC),,,E-power.,http://sdarc.us/repeaters/flat-top.html,"Duchesne, UT area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,242,NNW,yes,147.04,147.64,136.5,Uintah,On-Air,Borderline ARC,8,UVHFS,yes,,,,Full-time to the  Sinbad Desert (SDARC) System .,,E-power.,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,242.2,WNW,yes,448.3,443.3,,Carbon,,,,UVHFS,yes,,,,,,,,,Unknown,3270,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,242.2,WNW,yes,448.3,443.3,88.5,Carbon,,College of Eastern Utah ARC,,UVHFS,yes,,,,,,,,Price.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,242.2,WNW,yes,145.43,144.83,88.5,Carbon,,,,UVHFS,yes,,,,,,5,,Price.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,242.2,WNW,yes,147.2,147.8,88.5,Carbon,On-Air,,,UVHFS,yes,,,,,,,,,,3270,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,242.2,WNW,yes,224.5,222.9,88.5,Carbon,,College of Eastern Utah ARC,,UVHFS,yes,,,,,,5,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,244.9,NW,yes,147.26,147.86,,Duchesne,On-Air,Borderline ARC,,UVHFS,yes,,,,,,5,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,250,NW,yes,147.28,147.88,107.2,Duchesne,On-Air,AD7ZW,,UVHFS,yes,107.2,,,,,Autopatch,http://ad7zwrepeater.xyz,,,3205,,,,,458414,,,,,,,,,,,,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,250,NW,yes,146.74,146.14,100,Duchesne,Off-Air,,,UVHFS,yes,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,255.4,NE,yes,448.175,443.175,,Morgan,On-Air,W0FT,,CCARC,yes,,,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,255.4,NE,yes,145.4,144.8,88.5,Washington,On-Air,Colorado Connection,Part of the Colorado Connection system of repeaters,CCARC,yes,123,,,Full-time to the  Colorado Connection System .,,,,Northeastern plains of Colorado.,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,256.6,SE,yes,146.88,146.28,,Quay,On-Air,WA5EMA,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,256.6,SE,yes,443.75,448.75,,Quay,On-Air,WA5EMA,EchoLink active during daytime hours.,NMFCC,yes,,,,,,,,Local coverage in town.,,,,,,,406798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,256.6,SE,yes,224.98,223.38,,Quay,,WA5EMA,,NMFCC,yes,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,259.4,SE,yes,147.22,147.82,100,Quay,On-Air,Mega-Link Rptr System,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,4,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,259.7,SE,yes,147.34,147.94,131.8,Quay,On-Air,Big Water ARA,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,270.3,NW,yes,147.34,147.94,136.5,Uintah,On-Air,Borderline Amateur Radio Club,9,UVHFS,yes,,,Roosevelt Junior High School Amateur Radio Club,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,276.4,NE,yes,145.295,144.695,,Logan,On-Air,NECARA,,CCARC,yes,,,,,,"Autopatch, e-power.",,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,,N7RDZ,Winslow,AZ,OPEN,,286.4,SW,yes,146.84,146.24,,Navajo,On-Air,N7RDZ,,ARCA,yes,,DM45pa,Arizona Traffic And Emergency Net,,,,N7RDZ,I-40 15 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,91.5,N7RDZ,Winslow,AZ,OPEN,,286.4,SW,yes,147.38,147.98,91.5,Navajo,On-Air,N7RDZ,,ARCA,yes,,DM45pa,Arizona Traffic And Emergency Net,,,,N7RDZ,I-40 15 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,289.3,NW,yes,147.38,147.98,100,Duchesne,On-Air,,,UVHFS,yes,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
