Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Mixed-Mode,IRLP,AllStar,Coordination,Last update,Coverage,Sponsor,Features,Talkgroups,Colorado,Southern Colorado,Affiliate,Links,Web links,Notes,Nets,Feed,EchoLink,Grid,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Location Photo,On-air,WIRES-X,Talkgroup Network,Denver Regional,Northern Colorado,Commands,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Europe,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,224.2,WSW,yes,53.01,52.01,131.8,,,,,San Juan,On-Air,,,,NMFCC,yes,,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,224.2,WSW,yes,449,444,100,,,,,San Juan,,,,,NMFCC,yes,,K5WY,E-power.,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,224.2,WSW,yes,146.85,146.25,100,100,,,,San Juan,On-Air,,,,NMFCC,yes,,Totah ARC,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,225.2,WSW,yes,1291.7,1271.7,,,,,,San Juan,On-Air,,,,NMFCC,yes,,San Juan County,DV only,,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,225.9,WSW,yes,146.79,146.19,127.3,127.3,,,,Montezuma,On-Air,,,29317,CCARC,yes,,KD5LWU,,,,,,,,,4,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,225.9,WSW,yes,449.175,444.175,127.3,,,,,Montezuma,Off-Air,,,,CCARC,yes,,KD5LWU,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,,WK0DX,Plains,KS,OPEN,,226.7,SE,yes,147.18,147.78,,,,,,Meade,On-Air,,,,Kansas Repeater Council,yes,Local,WK0DX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,229.2,SW,yes,443,448,100,,,,,Sandoval,On-Air,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,88.5,KC5WBK,Spearman,TX,OPEN,,235.6,SE,yes,443.2,448.2,88.5,,,,,Hansford,On-Air,,,,,yes,,KY5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,88.5,N5DFQ,Spearman,TX,OPEN,,235.6,SE,yes,442,447,88.5,,,,,Hansford,,,,,TVHFS,yes,,Dustbowl Amateur Radio Club,"E-power, linked, WX.",,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,88.5,N5DFQ,Spearman,TX,OPEN,,235.6,SE,yes,147.04,147.64,88.5,,,,,Hansford,,,,,TVHFS,yes,,Dustbowl Amateur Radio Club,"E-power, linked, WX.",,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,,W5WDR,Stinnett,TX,OPEN,W,242.1,SE,yes,444.8,449.8,,,,,,Hutchinson,On-Air,,,,,yes,"Covers 55 mile radius of Borger, Texas (approximately).",Hutchinson County ARC,,,,,Panhandle Emergency Radio Service,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,Linked,Golden Spread Amateur Information Net. Tuesdays 6:30 pm Central,,,,yes,Open ↑ / Open ↓,,,,,,,,,21379,,,,,,,,,,,,,,,,,,,,,,,,,
443.4375,5,CC14,KE5CJ,Stinnett,TX,OPEN,,242.1,SE,yes,443.4375,448.4375,,,yes,14,,Hutchinson,On-Air,,,,,yes,Wide Area,,,,,,,,DMR MARC,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,88.5,K5IS,Perryton,TX,OPEN,,245.2,SE,yes,146.64,146.04,88.5,,,,,Ochiltree,,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,W5WX,Amarillo,TX,OPEN,,249.6,SE,yes,146.94,146.34,88.5,,,,,Potter,On-Air,Yes; analog capable.,,,TVHFS,yes,Amarillo and points north.,Panhandle Amateur Radio Club,,,,,ARRL,,,,Panhandle Amateur Information Net (PAIN): Sun at 20:00.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,251,NE,yes,146.76,146.16,123,,,,,Keith,On-Air,,7349,,,yes,,Charlie Allen,,,,,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,"Sun at 19:30. 
Wed at 20:00.",,751985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,WA5CSF,Borger,TX,OPEN,E,251.8,SE,yes,147.06,147.66,,,,,,Hutchinson,Off-Air,,,,TVHFS,yes,,Northwest Texas Amateur Radio Club,,,,,,,,,,,387265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,251.9,E,yes,444.5,449.5,151.4,,,,,Frontier,On-Air,,,,,yes,20,dirt,link comm rlc 1,,,,Dirt Truckin,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,251.9,E,yes,444.8,449.8,162.2,,,,,Red Willow,On-Air,,,,,yes,50,N7UVW,Link Com RLC-1 Controller,,,,Dirt Truckin,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,252.2,E,yes,147.27,147.87,,,,,,Red Willow,On-Air,,,,,yes,50,McCook ARA,Fusion Repeater,,,,,,,,Monday Nights at 7PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,88.5,W5WDR,Borger,TX,OPEN,W,253.1,SE,yes,147,147.6,88.5,88.5,,,,Hutchinson,On-Air,Yes; analog capable.,,,,yes,,Hutchinson County ARC,"E-Power, Linked",,,,Panhandle Emergency Radio Service,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,,Golden Spread Amateur Information Net. TUE at 18:30 Central,,,,yes,Open ↑ / Open ↓,,,,,,,,,21339,,,,,,,,,,,,,,,,,,,,,,,,,
146.13125,-0.6,CC14,KD5ROK,"Borger, NW Well Field",TX,OPEN,,263.7,SE,yes,,"a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,,yes,14,,Hutchinson,On-Air,,,,,yes,45,,TS1 AMA-WIRES-X,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Amarillo WIRES-X  1  31485  Full-Time    Local/Cluster  2  2  Full-Time    Texas  2  3148  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Brandmister,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
146.9,-0.6,,W5TSV,Pampa,TX,OPEN,,274.2,SE,yes,146.9,146.3,,,,,,Gray,On-Air,,,,TVHFS,yes,Wide area. 35 mi radius.,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,88.5,N5LTZ,Pampa,TX,OPEN,,275.5,SE,yes,444.4,449.4,88.5,,,,,Gray,On-Air,,,,TVHFS,yes,,,Linked.,,,,Caprock Intertie,,Caprock Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,88.5,N5LTZ,Miami,TX,OPEN,,281.8,SE,yes,444.85,449.85,88.5,,,,,Roberts,On-Air,,,,TVHFS,yes,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,284.7,NE,yes,146.835,146.235,CSQ,,,,,Lincoln,On-Air,,,,,yes,,K0KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,284.7,NE,yes,146.7,146.1,,123,,,,Lincoln,Off-Air,,,,,yes,,North Platte Progressive Amateur Radio Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,285.7,NE,yes,146.94,146.34,123,,,,,Lincoln,On-Air,,7349,,WB0CMC,yes,,Charlie Allen,Linked to 146.760 in Ogallala and 442.250 south of North Platte,,,,,,,,"Sunday Night net: Sun at 20:30 
Wednesday Night net: Wed at 21:00.",,751985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,285.7,NE,yes,147.33,147.93,123,,,,,Lincoln,On-Air,,7627,,,yes,,Randy Allen,,,,,,,,,,,857936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,285.7,NE,yes,442.25,447.25,123,,,,,Lincoln,Off-Air,,7349,,,yes,,Charlie Allen,,,,,,,,Linked to 146.940 in North Platte and 146.760 in Ogallala.,"Sunt at 20:30 
Wed at 21:00",,751985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,285.7,NE,yes,444.4,449.4,123,,,,,Lincoln,On-Air,,7627,,,yes,Maxwell to Sutherland across I-80.,Randy Allen,,,,,,,,,,,857936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
