Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Sponsor,Affiliate,Web links,Coverage,Features,Links,Notes,Nets,Grid,IRLP,Commands,EchoLink,AllStar,Feed,D-STAR Enabled,Node,Sources,On-air,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Local Network,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,Local/Cluster,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,189,E,yes,145.295,144.695,,,Logan,On-Air,CCARC,yes,,,,,,,,,,NECARA,,,Wide area,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,189.1,NE,yes,147.165,147.765,114.8,,Laramie,On-Air,WRCG,yes,,,,,,,,,,Shy-Wy Amateur Radio Club,,,,E-power.,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,191,SSE,yes,147.28,147.88,100,,Colfax,On-Air,NMFCC,yes,,,,,,,,,,,,,Wide area.,8,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,191.6,SSW,yes,447.45,442.45,107.2,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,KB5ITS,,,,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,191.6,SSW,yes,442.25,447.25,,,San Juan,On-Air,NMFCC,yes,yes,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,2,,,2,,,,2,2
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,191.6,SSW,yes,146.74,146.14,100,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,Totah ARC,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,191.6,SSW,yes,146.88,146.28,100,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,,,http://www.sjcham.com,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,191.8,SSE,yes,444.35,449.35,100,,Colfax,On-Air,NMFCC,yes,,,,,,,,,,,,,,,Full-time to the  Mega-Link System .,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,192.2,SSE,yes,444.975,449.975,123,,Taos,On-Air,NMFCC,yes,,,,,,,,,,N5TSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,193.9,SSW,yes,1291.1,1271.1,,,Bernalillo,On-Air,NMFCC,yes,,,,,,,,,,San Juan County,,,,DV only,,,,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,194,SSW,yes,145.115,144.515,,,San Juan,On-Air,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,194.1,SSE,yes,147.04,147.64,141.3,,Colfax,On-Air,NMFCC,yes,,,,,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,197.1,WSW,yes,223.94,222.34,,,San Juan,,UVHFS,yes,,,,,,,,,,Grand Mesa Rptr Assoc,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,197.1,WSW,yes,447.1,442.1,107.2,107.2,San Juan,On-Air,UVHFS,yes,,,,,,,,,,Grand Mesa Repeater Association (GMRA),,http://gmra.org,Wide area.,E-power.,Full-time to the  GMRA Open System .,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,197.1,WSW,yes,146.61,146.01,88.5,,San Juan,On-Air,UVHFS,yes,,,,,,,,,,Sinbad Desert ARC,,http://www.sdarc.us/repeaters/abajo.html,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Remote base.,,11.36,,,3270,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,197.1,WSW,yes,447.4,442.4,,,San Juan,,UVHFS,yes,,,,,,,,,,,Cactus-Intertie,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,197.2,ESE,yes,146.895,146.295,103.5,,Kit Carson,On-Air,CCARC,yes,,,,,,,,,,Big Sandy ARC,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,197.4,SSW,yes,1292.3,1272.3,,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,San Juan County,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,197.8,WNW,yes,147.04,147.64,136.5,,Uintah,On-Air,UVHFS,yes,,,,,,,,,,Borderline ARC,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,Full-time to the  Sinbad Desert (SDARC) System .,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,198.2,SSW,yes,448.65,443.65,127.3,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,198.2,SSW,yes,146.92,146.32,100,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,San Juan County OEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,198.3,WNW,yes,145.49,144.89,136.5,,Uintah,On-Air,UVHFS,yes,,,,,,,,,,"W7BYU,  Borderline ARC",,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Autopatch, 8,506', linked to (147.320).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,200.3,SSW,yes,147.1,147.7,100,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,San Juan connection,,http://www.sjcham.com,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,200.4,SSW,yes,147.28,147.88,67,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,,,,Wide area.,6,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,203.4,SSW,yes,444.15,449.15,,,San Juan,On-Air,,yes,,,,,,,,,,San Juan County,,,,DV only,,,,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,203.4,SSW,yes,146.85,146.25,100,100,San Juan,On-Air,NMFCC,yes,,,,,,,,,,Totah ARC,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,203.4,SSW,yes,442.325,447.325,,,San Juan,On-Air,NMFCC,yes,yes,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,AZ-TRBONET,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,2,,,2,,,,2,2
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,203.4,SSW,yes,53.01,52.01,131.8,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,203.4,SSW,yes,147,147.6,100,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,203.4,SSW,yes,146.76,146.16,100,100,San Juan,On-Air,NMFCC,yes,,,,,,,,,,,,http://www.sjcham.com,,"Closed autopatch, e-power.",Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,203.4,SSW,yes,449,444,100,,San Juan,,NMFCC,yes,,,,,,,,,,K5WY,,,,E-power.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,203.8,SSE,yes,145.21,144.61,110.9,110.9,Colfax,On-Air,NMFCC,yes,,,,,,,,,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,204.4,NE,yes,147,146.4,103.5,,Banner,On-Air,,yes,,,,,,,,,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,204.8,SSW,yes,1291.7,1271.7,,,San Juan,On-Air,NMFCC,yes,,,,,,,,,,San Juan County,,,,DV only,,,,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,206,NNE,yes,449.625,444.625,151.4,,Platte,On-Air,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,206,NNE,yes,224.68,223.08,,,Platte,On-Air,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,206.1,NNE,yes,146.88,146.28,100,100,Platte,On-Air,WRCG,yes,,,,,,,,,,GPARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,208.3,SSE,yes,147.34,147.94,100,,Colfax,On-Air,NMFCC,yes,,,,,,,,,,Taos ARC,,Taos Amateur Radio Club,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,211.8,NW,yes,146.94,146.34,100,,Sweetwater,On-Air,WRCG,yes,,,,,,,,,,Sweetwater ARC,,,Wide area.,,Full-time to the  HERC System .,,,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,211.8,NW,yes,146.61,146.01,100,,Sweetwater,On-Air,WRCG,yes,,,,,,,,,,Sweetwater RACES,,http://wy7u.angelfire.com,Wide area: SW Wyoming,Autopatch.,,,Sun at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,213.3,WNW,yes,145.49,144.89,136.5,,Duchesne,On-Air,UVHFS,yes,,,,,,,,,,,Sinbad Desert ARC (SDARC),http://sdarc.us/repeaters/flat-top.html,"Duchesne, UT area.",E-power.,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,213.7,SE,yes,146.61,146.01,123,123,Prowers,On-Air,CCARC,yes,,,,,,,,,,Lamar Amateur Radio Club,,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,,3774,,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,213.8,SE,yes,449.5,444.5,123,,Prowers,On-Air,CCARC,yes,,,,,,,,,,Lamar ARC,,,45,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,,3774,,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,217.9,NE,yes,444.125,449.125,114.8,,Scotts Bluff,On-Air,,yes,,,,,,,,,,SBCEMA,,,Wide area,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,217.9,SE,yes,444.8,449.8,77,,Union,Off-Air,NMFCC,yes,,,,,,,,,,Sierra Grande Repeater Club,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,217.9,SE,yes,146.85,146.25,100,,Union,Off-Air,NMFCC,yes,,,,,,,,,,Sierra Grande RC,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,217.9,SE,yes,147.175,147.775,141.3,,Union,On-Air,NMFCC,yes,,,,,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,222.5,NW,yes,146.655,146.055,107.2,107.2,Sweetwater,On-Air,,yes,,,,,,,,,,Sweetwater Amateur Radio Club,,http://wy7u.angelfire.com,Wide area. 100 mi radius.,,,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use on both analog and d-star at different times.,,,,,865361,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC1 123.0,KF7OBL,Rock Springs,WY,OPEN,,222.5,NW,yes,448.875,443.875,123,,Sweetwater,On-Air,,yes,yes,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      Local/Cluster  2  2      Mountain Reg USA  2  3177    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,DMRPlus,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,1,1,2,,1,,,,,2,,,,
147.3,0.6,,KA7PJK,Rock Springs,WY,OPEN,,222.5,NW,yes,147.3,147.9,,,Sweetwater,Testing,WRCG,yes,,,,,,,,,,ka7PJk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,223.2,NW,yes,444.5,449.5,123,,Sweetwater,On-Air,,yes,,,,,,,,,,Sweetwater ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,225.3,WNW,yes,147.28,147.88,107.2,107.2,Duchesne,On-Air,UVHFS,yes,,,,,,,,,,AD7ZW,,http://ad7zwrepeater.xyz,,Autopatch,,,,,3205,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,225.4,WNW,yes,146.74,146.14,100,,Duchesne,Off-Air,UVHFS,yes,,,,,,,,,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,227,SE,yes,146.64,146.04,100,100,Las Animas,Off-Air,CCARC,yes,,,,,,,,,,,,KZ0DEM Repeaters,Wide area: West BACA and East Las Animas counties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,227.8,NE,yes,445.1,445.1,100,100,Scotts Bluff,On-Air,,yes,,,,,,,,,,,,,,,,This is a simplex IRLP node.,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,228.1,NW,yes,444.775,449.775,123,123,Sweetwater,Testing,WRCG,yes,yes,12,,,,,,,,,,,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,228.5,NE,yes,145.475,144.875,,,Scotts Bluff,On-Air,,yes,,,,,,,,,,RWMC,,,20,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,228.5,NE,yes,444.825,449.825,,,Scotts Bluff,On-Air,,yes,,,,,,,,,,W0KAV/KW0R,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,230.6,E,yes,146.955,146.355,,,Phillips,,CCARC,yes,,,,,,,,,,PCARC,,,,E-power.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,231.6,NE,yes,147.075,147.675,,,Scotts Bluff,On-Air,,yes,,,,,,,,,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,232.8,NE,yes,146.445,146.445,88.5,88.5,Scotts Bluff,On-Air,,yes,,,,,,,,,,,,http://garymcduffie.com,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,3055,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,236.5,SE,yes,449.2,444.2,118.8,118.8,Baca,On-Air,,yes,,,,,,,,,,Baca County Div of Emerg Mgt Communications,,,provides coverage to central Baca County,,,,,,7142,55,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,236.5,SE,yes,147.33,147.93,118.8,118.8,Baca,Off-Air,CCARC,yes,,,,,,,,,,Baca County Amateur Emergency Management,,KZ0DEM Repeaters,,,,,,,7142,,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,236.5,SE,yes,147.09,147.69,118.8,118.8,Baca,,CCARC,yes,,,,,,,,,,BCDEARC,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,241.4,WSW,yes,449.9,444.9,123,,San Juan,On-Air,UVHFS,yes,,,,,,,,,,,,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",6,,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,WY7BV,"Mountain View, Hickey Mtn",WY,OPEN,,243.5,WNW,yes,144.635,145.235,100,,Uinta,Off-Air,,yes,,,,,,,,,,Bridger Valley Amateur Radio Club,,,I-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,246,SW,yes,145.25,144.65,100,,Apache,On-Air,ARCA,yes,,,,,,,,,,San Juan Connection,,,,"E-power, linked.",Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,246,SW,yes,146.82,146.22,100,,Apache,On-Air,ARCA,yes,,,,,,,,,,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,265.9,NE,yes,147.015,147.615,,,Box Butte,On-Air,,yes,,,,,,,,,,N2VHZ,,,Local.,,,,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,267.1,NE,yes,146.715,146.115,103.5,103.5,Box Butte,On-Air,,yes,,,,,,,,,,TriCity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,269.6,SE,yes,147.35,147.95,88.5,88.5,Cimarron,On-Air,,yes,,,,,,,,,,CAPROCK / DUST BOWL INTERTIE,,,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
