Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Downlink Tone,Op Status,Affiliate,Links,Grid,Coverage,EchoLink,Web links,Notes,Nets,DMR Enabled,Color Code,Wide Network,IRLP,AllStar,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Wyoming,WyLOCAL,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Feed,Location Photo,Local Network,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,TAC 310,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Europe,Local
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,205.1,NNE,,146.64,146.04,173.8,Natrona,,CDK Net,E-power.,WRCG,,,Off-Air,,"Full-time to  
        449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",,Regional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,205.1,NNE,,146.94,146.34,123,Natrona,,Casper ARC,E-power.,WRCG,,123,On-Air,,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",,Wide area.,,http://casperarc.net/wiki/index.php/146.940,,RACES/ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,,NT3ST,"American Fork, KD7BBC QTH",UT,OPEN,,205.6,W,,447.975,442.975,,Utah,,,,UVHFS,,,On-Air,,,,20,,https://nt3st.zzt.net,,,,,,,,,,NT3ST (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,205.7,SW,,147.08,147.68,136.5,Wayne,,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,,,On-Air,,Full-time to the  Sinbad Desert (SDARC) System .,,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",64264,http://sdarc.us/repeaters/mt-ellen.html,11,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,167.9,KX7VC,"Highland, KX7VC QTH",UT,OPEN,,206.3,W,,447.725,442.725,167.9,Utah,,,,,,167.9,On-Air,,,DN40ck,,,,Normally connected via Allstar to Alaska Morning Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,206.4,NNE,,449.5,444.5,100,Natrona,,Versatel,Solar Powered,,,,On-Air,,,,"Wide area, linked to 147.390 Rawlins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,131.8,KA7EGC,"American Fork, Utah Lake",UT,OPEN,,206.5,W,,449.175,444.175,131.8,Utah,,,,UVHFS,,,On-Air,,,,Utah Valley.,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,100,N6QWU,"Payson, West Mountain",UT,OPEN,E,206.7,W,,448.25,443.25,100,Utah,,,,UVHFS,,,Off-Air,,,DN40cc,Wide area: Utah County from Alpine to Payson.,355674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,WA7UAH,"Goshen, West Mountain",UT,OPEN,,206.7,W,,147.02,147.62,100,Utah,,ERC,Autopatch.,UVHFS,,,On-Air,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,WA7FFM,"Goshen,  West Mountain",UT,OPEN,,206.7,W,,448.95,443.95,,Utah,Unknown,,6,UVHFS,,,,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,K7UCS,"Goshen, West Mountain",UT,OPEN,,206.8,W,,147.34,147.94,100,Utah,,Utah Co ARES,E-power.,UVHFS,,,On-Air,,,DN40cc,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar Valley and its surrounding communities.,,http://www.ucares.org,,UCARES: Tues at 21:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,207.9,NE,,224.68,223.08,,Platte,,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,207.9,NE,,449.625,444.625,151.4,Platte,,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,207.9,NE,,146.88,146.28,100,Platte,,GPARA,,WRCG,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,100,KC7BJY,Marbleton,WY,OPEN,,207.9,NNW,,145.145,144.545,100,Sublette,,Sublette Co ARC,,WRCG,,,On-Air,,,,"Marbleton, Big Piney, Pinedale and Boulder areas.",,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,208.2,SE,,448.975,443.975,100,Pueblo,,,,CCARC,,100,On-Air,,Full-time to the  The Fun Machine System .,,,363976,http://www.k0jsc.com,Off air.  Will return to service,,,,,7301,28368,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WSU,Lehi,UT,OPEN,,209.2,W,,447.05,442.05,,Utah,,,,,,,Off-Air,,,,,,,,,,1,,,,,,,,DMR-UTAH,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,,
147.1,0.6,123,KB7ZCL,"Morgan, TV Site.",UT,OPEN,,209.2,WNW,,147.1,147.7,123,Morgan,,,,UVHFS,,,On-Air,,,,City of Morgan and surrounding communities.,,,5,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,,KG7QWU,Lehi,UT,OPEN,,209.2,W,,448.875,443.875,,Utah,,Rick Whittaker,"linked, e-power",,,,On-Air,"Lehi Amateur Radio Club, Lehi CERT, LDS Church ERC",,,I-15 from Lehi to Nephi. 30 mi radius.,,,,"CERT, Lehi Cedar Hollow Stake, Saratoga Springs CERT",,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KB7BSK,Sterling,UT,OPEN,,209.4,WSW,,447.95,442.95,,Utah,Unknown,,,,,,,,,,,,http://skylineradioclub.com,,,,,,,,,,KB7BSK (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,131.8,WB7REL,"Starling, Sterling",UT,OPEN,,209.4,WSW,,145.29,144.69,131.8,Sanpete,,,Autopatch,UVHFS,,,On-Air,,,,Sanpete and Sevier Valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KB7BSK,Sterling,UT,OPEN,,209.4,WSW,,145.15,144.55,,Utah,Unknown,,,,,,,,,,,,http://skylineradioclub.com,,,,,,,,,,KB7BSK (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,131.8,WB7REL,Sterling,UT,OPEN,,209.4,WSW,,447.85,442.85,131.8,Sanpete,,wb7rel,,UVHFS,,,On-Air,,,,Fairview North to Richfield to the South.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.68,-0.6,123,N7JSQ,"Huntsville, Herd Mountain",UT,OPEN,,209.8,WNW,,146.68,146.08,123,Morgan,,"Amateur Radio, Inc","Autopatch, linked to (145.490).",UVHFS,,CSQ,On-Air,,,,"Wide area: City of Morgan and surrounding communities, southern Bear Lake.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K7MRS,Salt Lake City,UT,OPEN,,209.9,WNW,,447.25,442.25,100,Salt Lake,,Salt Lake Co ARES,4,UVHFS,,,On-Air,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,88.5,KE7QGT,Draper,UT,OPEN,,210.9,W,,447,442,88.5,Salt Lake,,,,UVHFS,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,100,KG7EGM,"Draper, Fire Station",UT,OPEN,,210.9,W,,447.1,442.1,100,Salt Lake,,DHRA,,,,,On-Air,,,,Wide area.,,http://draperhamradio.wordpress.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,107.2,KD7YE,"Manti, Barton Peak",UT,OPEN,I,211,WSW,,448.275,443.275,107.2,Sanpete,,Sanpete Co SO,Autopatch.,UVHFS,,,On-Air,,,,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,211,SE,,147.105,147.705,107.2,Elbert,,ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,CCARC,,107.2,On-Air,Colorado Repeater Association,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,"I-70, E. Arapahoe, Elbert, Lincoln Counties",,http://www.w0cra.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.375,-5,100,W7ROY,Sandy,UT,OPEN,,211.1,WNW,,448.375,443.375,100,Salt Lake,,,4,UVHFS,,,On-Air,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,131.8,WB7REL,"Sterling, Salina Canyon",UT,OPEN,,211.1,WSW,,449.25,444.25,131.8,Sevier,Unknown,,,UVHFS,,,,,,,"Wide area: The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,211.2,NNE,,449.575,444.575,173.8,Natrona,,CDK Net,E-power.,WRCG,,173.8,On-Air,,,,Wide area: Casper Metro and large parts of Natrona county.,,Casper ARC,,,,,,7707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,103.5,K7JL,"Levan, Levan Peak",UT,OPEN,,211.3,W,,145.27,144.67,103.5,Juab,,K7JL,E-power.,UVHFS,,,On-Air,Intermountain Intertie,Full-time to the  Intermountain Intertie System .,,Wide area.,,http://www.utahvhfs.org/snowlink.html,8,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,211.3,NNE,,147.28,147.88,D032,Natrona,,Casper Amateur Radio Club,E-power.,WRCG,,D032,On-Air,,,,Local Casper coverage.,,http://casperarc.net/wiki/index.php/Main_Page,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,,KC7OXI,"Draper,  South Mountain",UT,OPEN,,211.9,W,,448.35,443.35,,Salt Lake,,Rocky Mtn RA,5,UVHFS,,,Off-Air,,,,Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9875,-5,CC11,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,212.3,NNE,,449.9875,444.9875,,Natrona,,Laramie County EM,,WRCG,,,On-Air,Wyoming DMR Project,,,Wide Area. 40 mi radius.,,,,,,11,,,,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WST,Saratoga Springs,UT,OPEN,,212.3,W,,447.05,442.05,,Utah,,KC7WSU,,UVHFS,,,On-Air,,,,North Utah County,,http://www.dmr-utah.net,,,,1,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 311  1  311      USA  1  1776      Parrott  1  9998      Audio Test  1  9999      Utah Statewide 2  1  13149      Europe  2  2      TAC 310  2  310      DCI Bridge  2  3100      Utah  2  3149      Mountain Reg USA  2  3177      All TG's Off  2  111111      All TG's On  2  222222      Local  2  314900      Utah  2  314901      Local  2  314902    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,1,1,,2,,,,,,,,,,,,,2,,2,,,,1,1,1,2,,,,1,1,2,2,2,2
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,212.3,NNE,,52.98,51.98,141.3,Natrona,,CARC,,WRCG,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,212.3,NNE,,146.91,146.31,,Natrona,Unknown,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,212.3,NNE,,449.1,444.1,,Natrona,Unknown,NG7T,E-power.,,,,,,,,Wide area:  50 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,212.3,NNE,,147.345,147.945,,Natrona,Unknown,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,KA7SLC,Bountiful,UT,CLOSED,,212.5,W,,448.8,443.8,88.5,Davis,,Rocky Mtn RA,"Remote base, 5,100'.",UVHFS,,,Off-Air,,,,North Salt Lake to South Ogden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,212.6,WNW,,146.74,146.14,114.8,Salt Lake,,Mercury ARA,4,UVHFS,,,On-Air,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,MARA: Wed at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,212.6,WNW,,448.1,443.1,114.8,Salt Lake,,,4,UVHFS,,,On-Air,,,,Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,212.7,SE,,447.95,442.95,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,,,On-Air,,,,Wide area.,,Pueblo Ham Club,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,212.7,SE,,224.26,222.66,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,,CSQ,Off-Air,,,,Wide area.,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.9,-1.6,156.7,N7IMF,"Draper, Point of the Mountain",UT,CLOSED,,212.7,W,,224.9,223.3,156.7,Utah,,UHDARC,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,212.7,SE,,146.79,146.19,88.5,Pueblo,,Pueblo HC,E-power.,CCARC,,CSQ,On-Air,,,,Wide area.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,D125,KE7GHK,"Salt Lake, Carrigan Ridge",UT,OPEN,,213,W,,145.41,144.81,D125,Salt Lake,Unknown,,,UVHFS,,,,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,213.1,SE,,147,147.6,,Pueblo,,Carl Higbee,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,100,NM7P,Murray,UT,OPEN,,213.7,WNW,,145.35,144.75,100,Salt Lake,,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,213.8,WNW,,145.15,144.55,,Salt Lake,,Salt Lake County ARES,"E-power, linked to 1298.180 (DV) High Speed Data.",,,,On-Air,ARRL,"Full-time to  
        447.95000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .",,Salt Lake County,,http://www.slcoares.net/,,146.7,,,,,,,,KO7SLC (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298.75,-20,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,213.8,WNW,,1298.75,1278.75,,Salt Lake,,Salt Lake County ARES,"E-power, linked to 1298.180 (DV) High Speed Data.",,,,On-Air,ARRL,,,Salt Lake County,,http://www.slcoares.net/,,146.7,,,,,,,,KO7SLC (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,213.8,WNW,,447.95,442.95,,Salt Lake,,Salt Lake County ARES,"E-power, linked to 1298.180 (DV) High Speed Data.",,,,On-Air,,"Full-time to  
        145.15000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .",,Salt Lake county.,,http://www.slcoares.net/,"No Internet or gateway functions available, yet.",146.7,,,,,,,,KO7SLC (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,103.5,WA7KMF,Red Spur,UT,OPEN,,213.9,WNW,,145.31,144.71,103.5,Cache,,Bridgerland ARC,"Autopatch, 5,700'.",UVHFS,,,On-Air,,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,Wide area: Logan and immediately surrounding communities.,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,KE7LMG,"Murray, Intermountain Medical Center",UT,OPEN,,213.9,WNW,,447.25,442.25,100,Salt Lake,Unknown,,,UVHFS,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,KF7YXL,"South Salt Lake City, Fire Station 43",UT,OPEN,,214.4,WNW,,447.7,442.7,100,Salt Lake,,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,KD0J,"Salt Lake City, SLCC",UT,OPEN,,214.6,WNW,,146.88,146.28,88.5,Salt Lake,,Utah VHF Society,,UVHFS,,,On-Air,,,,"Salt Lake Valley communities from Salt Lake City to Draper. 
North Salt Lake to South Ogden.",,http://www.slcoares.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,K7DAV,"Bountiful, golf course",UT,OPEN,,214.9,WNW,,449.925,444.925,100,Davis,,Davis Co ARC,"Remote base, e-power.",UVHFS,,100,On-Air,,,,Wide area: North Salt Lake to South Ogden.,,http://www.dcarc.net,5,DARC: Thu at 20:30.,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,,W7SAR,Salt Lake City,UT,OPEN,,215,WNW,,447.175,442.175,,Salt Lake,,,Portable.,UVHFS,,,On-Air,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.5875,-25,D432,W7XDX,Salt Lake City,UT,OPEN,,215.2,WNW,,927.5875,902.5875,D432,Salt Lake,Unknown,,,UVHFS,,,,,,,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,151.4,KA7OEI,Salt Lake City,UT,OPEN,,215.2,WNW,,449.75,444.75,151.4,Salt Lake,Unknown,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,100,WD7SL,"Salt Lake City, LDS HQ",UT,OPEN,I,215.2,WNW,,448.425,443.425,100,Salt Lake,,ERC,,UVHFS,,,On-Air,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,CSQ,AA7JR,"Salt Lake City, Capitol",UT,OPEN,,215.3,WNW,,145.21,144.61,CSQ,Salt Lake,Unknown,Utah VHF Society,Autopatch.,UVHFS,,,,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,W7DES,"Salt Lake City, Capitol",UT,OPEN,,215.3,WNW,,147.06,147.66,,Salt Lake,,Utah VHF Society,4,UVHFS,,,Off-Air,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,100,W7DES,"Salt Lake City,  Capitol",UT,OPEN,,215.3,WNW,,448,443,100,Salt Lake,,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,100,K7XRD,"Salt Lake City, Ensign Peak",UT,OPEN,,215.4,WNW,,448.525,443.525,,Salt Lake,,SL Crossroads ARC,,UVHFS,,,On-Air,,,,Salt Lake Valley,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,215.7,SE,,145.115,144.515,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,215.7,SE,,146.88,146.28,88.5,Pueblo,,Pueblo HC,E-power.,CCARC,,CSQ,On-Air,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
