Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,On-air,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Commands,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Wyoming,WyLOCAL
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,177.1,NE,yes,446.775,441.775,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,CCARC,yes,,,"Fort Collins east side, into Red Feather Lakes area.",,W0DMR,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,BrandMeister US,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,1,2,,,,,,,1,,,,,,,,,2,1,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,177.3,E,yes,449.25,444.25,123,Elbert,On-Air,K0UPS Club c/o N1UPS,Full duplex node.,CCARC,yes,,123,"I-70 Limon, Co area.",,,,3349,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,3349,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,177.9,SSE,yes,147.34,147.94,100,Colfax,On-Air,Taos ARC,E-power.,NMFCC,yes,,,Wide area.,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,178.8,SE,yes,145.21,144.61,110.9,Colfax,On-Air,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,NMFCC,yes,,110.9,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,180.6,NE,yes,448.325,443.325,110.9,Larimer,On-Air,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,183.3,NNE,yes,147.015,147.615,146.2,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,,yes,,,Albany County,,http://www.uwyo.edu/uarc/,,,,,,82070,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,185.7,S,yes,145.41,144.81,100,Santa Fe,Off-Air,W5HO,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,185.9,S,yes,145.19,144.59,,Los Alamos,On-Air,SFARC,,NMFCC,yes,,,Wide Area,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,186,S,yes,146.88,146.28,CSQ,Los Alamos,On-Air,Los Alamos ARC,Autopatch,NMFCC,yes,,CSQ,,,,,,Located on the Barranca Mesa water tower.,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,186.3,S,yes,223.94,222.34,CSQ,Los Alamos,On-Air,,E-power.,NMFCC,yes,,CSQ,,,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,186.7,S,yes,224.04,222.44,100,Los Alamos,On-Air,KA5BIW,,,yes,,100,,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,186.7,S,yes,442,447,100,Los Alamos,On-Air,KA5BIW,Linked with 224.04 KA5BIW,,yes,,,,,http://ka5biw.com/ham_radio/repeater.php,,,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,186.8,SW,yes,145.25,144.65,100,Apache,On-Air,San Juan Connection,"E-power, linked.",ARCA,yes,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,186.8,S,yes,442.425,447.425,,Los Alamos,On-Air,,,,yes,,,30,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,186.8,SW,yes,146.82,146.22,100,Apache,On-Air,Totah ARC,,ARCA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,186.8,S,yes,444.775,449.775,,Los Alamos,On-Air,WD9CMS,E-power.,NMFCC,yes,,,Los Alamos and surrounding areas,,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,187.3,S,yes,144.265,144.265,203.5,Los Alamos,On-Air,,,,yes,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,187.3,S,yes,927.9,902.9,,Los Alamos,On-Air,,,NMFCC,yes,,,Los Alamos and surrounding areas,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,187.3,S,yes,442.925,447.925,,Los Alamos,On-Air,,,,yes,,,,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,187.3,S,yes,442.25,447.225,,Los Alamos,Off-Air,,,NMFCC,yes,,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,187.3,WSW,yes,449.9,444.9,123,San Juan,On-Air,,6,UVHFS,yes,,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,188,ESE,yes,147.36,147.96,,Otero,On-Air,,E-power,,yes,,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,KC0ITF,,Digital Wires-X,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,11360,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,188,ESE,yes,446.75,441.75,,Otero,On-Air,,E-power.,,yes,,,La Junta,,,KC0ITF,,Please use Busy Channel LockOut,,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",yes,0,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,188.8,E,yes,447,442,103.5,Lincoln,On-Air,Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,yes,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,DM89gb,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,30534,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,191,E,yes,446.7375,441.7375,,Lincoln,On-Air,K0RTS KC0VJD,,CCARC,yes,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,RMHam,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,yes,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,191.4,E,yes,147.06,147.66,103.5,Lincoln,On-Air,BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",CCARC,yes,,,"I-70, US-71, US-287, US-40, US-24",,http://www.bigsandyradio.com/,,3794,,Big Sandy Net: Wed 19:00,,791116,42740,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,196.9,S,yes,443.1,448.1,100,Sandoval,On-Air,Sandoval County ARES,"Linked, e-power.",NMFCC,yes,,,Wide area - NW NM.,,http://nmscares.org/,ARRL,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",Sandoval County ARES: Mon at 19:30.,,,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,198.2,WNW,yes,147.32,147.92,88.5,Carbon,On-Air,Sinbad Desert ARC,Remote base.,UVHFS,yes,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,http://sdarc.us/repeaters/bruin.html,,3270,110,,DM49tp,64264,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,198.2,WNW,yes,449.05,444.05,88.5,Carbon,On-Air,Sinbad Desert ARC,Remote base.,UVHFS,yes,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,http://sdarc.us/repeaters/bruin.html,,3270,,,,64264,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,198.6,WNW,yes,145.175,144.575,,Carbon,On-Air,SDARC,,,yes,,,Eastern Utah,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,200.8,SSE,yes,147.02,147.62,141.3,Santa Fe,On-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,200.9,SSE,yes,146.82,146.22,162.2,Santa Fe,On-Air,Santa Fe ARC,"Autopatch, e-power.",NMFCC,yes,,,Wide area.,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,200.9,SSE,yes,442.825,447.825,131.8,Santa Fe,On-Air,Santa Fe ARC,Autopatch.,NMFCC,yes,,,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,201.5,NNE,yes,448.15,443.15,100,Laramie,Off-Air,KB7SWR,,WRCG,yes,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,202.8,WNW,yes,448.075,443.075,,Carbon,Off-Air,Sinbad Desert Amateur Radio Club,,,yes,,,,,,,,,,,,,yes,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,203.4,WNW,yes,447.125,442.125,100,Emery,,San Rafael Cactus Assoc,7,UVHFS,yes,Unknown,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,203.4,WNW,yes,147.14,147.74,88.5,Emery,On-Air,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,yes,,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Full-time to the  Sinbad Desert (SDARC) System .,http://sdarc.us/repeaters/cedar.html,,3270,7,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,203.4,WNW,yes,448.55,443.55,88.5,Emery,On-Air,N7QLO,Remote base.,UVHFS,yes,,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,3280,Stand alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,203.7,NNE,yes,146.82,146.22,114.8,Albany,On-Air,Shy-Wy Amateur Radio Club,,WRCG,yes,,,Wide area.,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,203.7,NW,yes,147.04,147.64,136.5,Uintah,On-Air,Borderline ARC,E-power.,UVHFS,yes,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Full-time to the  Sinbad Desert (SDARC) System .,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,203.9,NNE,yes,447.225,442.225,,Albany,On-Air,Laramie County EM,,WRCG,yes,,,Wide area.,,,Wyoming DMR Project,,,,,,,,,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,204.1,NNE,yes,146.61,146.01,,Albany,On-Air,University ARC,,WRCG,yes,,,Laramie Valley  30 mi radius.,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,204.2,NE,yes,448.2,443.2,,Morgan,On-Air,,Mixed Mode,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,NEAHR,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,204.4,NW,yes,145.49,144.89,136.5,Uintah,On-Air,"W7BYU,  Borderline ARC","Autopatch, 8,506', linked to (147.320).",UVHFS,yes,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,204.8,NNE,yes,449.9375,444.9375,,Laramie,On-Air,,,WRCG,yes,,,,Full-time to the  Rocky Mountain Ham System .,https://www.rmham.org/wordpress/,,,,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,204.9,SSE,yes,145.19,144.59,162.2,Bernalillo,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,204.9,SSE,yes,145.21,144.61,,Santa Fe,On-Air,W5SF,,,yes,,,Local Santa Fe,,,Santa Fe Amateur Radio Club,,Soon to move to a better location.,,,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,204.9,SSE,yes,444.575,449.575,,Santa Fe,On-Air,W5SF,,,yes,,,Local Santa Fe,,,Santa Fe Amateur Radio CLub,,Soon to move to a better location,,,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,205.5,NW,yes,145.49,144.89,136.5,Duchesne,On-Air,,E-power.,UVHFS,yes,,,"Duchesne, UT area.",,http://sdarc.us/repeaters/flat-top.html,Sinbad Desert ARC (SDARC),,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,206.2,NNE,yes,53.03,52.03,,Albany,Off-Air,K7UWR,8,,yes,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,206.3,SSE,yes,147.26,147.86,67,San Miguel,On-Air,,11,NMFCC,yes,,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,206.3,SSE,yes,147.3,147.9,162.2,San Miguel,On-Air,Santa Fe ARC,"E-power, linked.",NMFCC,yes,,,Wide area.,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,206.5,SSE,yes,449.275,444.275,146.2,Santa Fe,On-Air,Fred Homuth,,,yes,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,206.6,SSE,yes,147.2,147.8,162.2,Santa Fe,On-Air,Santa Fe ARC,E-power. Full time link to Tesuque Peak.,NMFCC,yes,,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,206.8,SSE,yes,447.775,442.775,100,Santa Fe,On-Air,,,,yes,,,Santa Fe,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,208.9,SSW,yes,147.22,147.82,67,McKinley,On-Air,New Mexico Mega Link Assoc,"Closed autopatch, e-power.",NMFCC,yes,,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,208.9,SSW,yes,448.2,443.2,100,McKinley,On-Air,,,NMFCC,yes,,,,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,209.1,SSE,yes,145.37,144.77,141.3,Mora,Off-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,209.1,SSE,yes,147.2,147.8,67,Mora,On-Air,,8,,yes,,,,Full-time to the  Mega-Link System .,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,209.3,SE,yes,147.175,147.775,141.3,Union,On-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,209.3,SE,yes,444.8,449.8,77,Union,Off-Air,Sierra Grande Repeater Club,E-power.,NMFCC,yes,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,209.3,SE,yes,146.85,146.25,100,Union,Off-Air,Sierra Grande RC,E-power.,NMFCC,yes,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,210.3,NNE,yes,146.775,146.175,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,"E-power, WX.",WRCG,yes,,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,210.9,NE,yes,449.3,444.3,,Laramie,On-Air,WU7G,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,211.2,NNE,yes,145.235,144.635,114.8,Laramie,On-Air,N7GT,,WRCG,yes,,,Local: Cheyenne.,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,211.2,NNE,yes,449.9,444.9,100,Laramie,On-Air,N7JJY,,,yes,,100,From 5 miles to 25 miles,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,211.2,NNE,yes,147.105,147.705,114.8,Laramie,On-Air,ShyWyArc,,WRCG,yes,,91.5,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,212,NNE,yes,448.95,443.95,151.4,Laramie,On-Air,,,WRCG,yes,,151.4,Local,,,,,Brandmiester and analog.,,,,,,,,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
