Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Downlink Tone,Op Status,Affiliate,Links,Coverage,Nets,Web links,Notes,EchoLink,DMR Enabled,Color Code,Wide Network,Grid,IRLP,AllStar,Commands,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,YSF Digital Enabled,DG-ID,Mixed-Mode,Colorado,Southern Colorado,Denver Regional,Northern Colorado,D-STAR Enabled,Node,Sources,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Local Network,Feed,Worldwide English,DCI Bridge,N. Colorado,TAC 310,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Location Photo
448.65,-5,,WA7GIE,"Coalville,  Lewis Peak",UT,CLOSED,,207.4,W,yes,448.65,443.65,,Summit,,Desert ARS,9,UVHFS,yes,,On-Air,,,"Wide area: Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,WA7GIE,"Coalville,  Lewis Peak",UT,OPEN,,207.4,W,yes,449.55,444.55,100,Summit,,,IRLP,UVHFS,yes,,On-Air,,,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",,,PL 131.8? Node usually connected to  5620 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,136.5,K7HEN,"Coalville, Lewis Peak",UT,OPEN,,207.5,W,yes,147.24,147.84,136.5,Summit,,,"Autopatch, 9,304'.",UVHFS,yes,,On-Air,,"Full-time to  
        147.16000 (K7HEN) at Heber City, Strawberry Peak, UT .
 


Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,,NZ6Z,Park City,UT,OPEN,,208.5,W,yes,447.5,442.5,,Summit,,,7,UVHFS,yes,,On-Air,,"Full-time to  
        145.23000 (NZ6Z) at Park City, UT .","Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,NZ6Z,Park City,UT,OPEN,,208.5,W,yes,145.23,144.63,100,Summit,Unknown,,7,UVHFS,yes,,,,"Full-time to  
        447.50000 (NZ6Z) at Park City, UT .","Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,208.8,E,yes,147,146.4,103.5,Banner,,Tri-City Radio Amateur Club,,,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,210.9,WSW,yes,147.06,147.66,88.5,Emery,,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,yes,,On-Air,,Full-time to the  Sinbad Desert (SDARC) System .,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",,http://sdarc.us/repeaters/horn.html,8,64264,,,,DM49kf,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,210.9,WSW,yes,447.7,442.7,123,Emery,Unknown,,"Closed autopatch, 8,702'.",UVHFS,yes,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,210.9,WSW,yes,447.625,442.625,100,Emery,,San Rafael Cactus Assoc,,UVHFS,yes,,On-Air,Cactus-Intertie,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,,210.9,WSW,yes,223.92,222.32,88.5,Emery,Unknown,,"Remote base, 8,702'.",UVHFS,yes,,,Sinbad Desert ARC,,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,211.4,SSW,yes,223.94,222.34,,San Juan,Unknown,Grand Mesa Rptr Assoc,11,UVHFS,yes,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,211.4,SSW,yes,146.61,146.01,88.5,San Juan,,Sinbad Desert ARC,Remote base.,UVHFS,yes,,On-Air,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,http://www.sdarc.us/repeaters/abajo.html,11.36,64264,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,211.4,SSW,yes,447.4,442.4,,San Juan,Unknown,,11,UVHFS,yes,,,Cactus-Intertie,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,211.4,SSW,yes,447.1,442.1,107.2,San Juan,,Grand Mesa Repeater Association (GMRA),E-power.,UVHFS,yes,107.2,On-Air,,Full-time to the  GMRA Open System .,Wide area.,,http://gmra.org,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,212.5,SE,yes,449.625,444.625,107.2,Custer,,,E-power.,CCARC,yes,,On-Air,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,212.5,SE,yes,447.175,442.175,88.5,Pueblo,,Pueblo HC,11,CCARC,yes,,Off-Air,,,Wide area: Southeast Colorado.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,212.5,SE,yes,224.32,222.72,88.5,Custer,,Pueblo Ham Club,11,CCARC,yes,,Off-Air,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,213.6,SE,yes,449.25,444.25,123,Elbert,,K0UPS Club c/o N1UPS,Full duplex node.,CCARC,yes,123,On-Air,,,"I-70 Limon, Co area.",,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",3349,,,,,3349,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,214.2,SE,yes,448.975,443.975,100,Pueblo,,,,CCARC,yes,100,On-Air,,Full-time to the  The Fun Machine System .,,,http://www.k0jsc.com,Off air.  Will return to service,363976,,,,,7301,28368,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,
147.02,0.6,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,215.3,WNW,yes,147.02,147.62,100,Rich,,K7JL,7,UVHFS,yes,,On-Air,Intermountain Intertie,"Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",Wide area: Bear Lake and surrounding communities.,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,215.3,WNW,yes,449.7,444.7,100,Rich,,,,UVHFS,yes,,On-Air,Intermountain Intertie,,Wide area: Bear Lake and surrounding communities.,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,215.3,WNW,yes,448.975,443.975,,Rich,,Desert ARS,7,UVHFS,yes,,On-Air,Cactus-Intertie,,Wide area: Bear Lake and surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,131.8,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,215.3,WNW,yes,448.45,443.45,131.8,Rich,,Desert ARS,7,UVHFS,yes,,On-Air,,,Wide area: Bear Lake and surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,103.5,WA7KMF,Red Spur,UT,OPEN,,215.9,WNW,yes,145.31,144.71,103.5,Cache,,Bridgerland ARC,"Autopatch, 5,700'.",UVHFS,yes,,On-Air,,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",Wide area: Logan and immediately surrounding communities.,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,216.7,SE,yes,224.26,222.66,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,yes,CSQ,Off-Air,,,Wide area.,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,216.7,SE,yes,447.95,442.95,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,yes,,On-Air,,,Wide area.,,Pueblo Ham Club,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,216.7,SE,yes,146.79,146.19,88.5,Pueblo,,Pueblo HC,E-power.,CCARC,yes,CSQ,On-Air,,,Wide area.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,217.2,E,yes,444.125,449.125,114.8,Scotts Bluff,,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,yes,,On-Air,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,218.3,SE,yes,147,147.6,,Pueblo,,Carl Higbee,,CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,218.5,E,yes,445.1,445.1,100,Scotts Bluff,,,,,yes,100,On-Air,,,,,,This is a simplex IRLP node.,,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,221.4,SE,yes,146.655,146.055,123,Pueblo,,K0ST,,CCARC,yes,CSQ,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,221.4,SE,yes,447.7,442.7,210.7,Pueblo,,,,CCARC,yes,210.7,Off-Air,,,,,,,,yes,0,,,7389,29228,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,221.4,SE,yes,145.115,144.515,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,yes,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,221.4,SE,yes,449.725,444.725,100,El Paso,,N0PWZ,,CCARC,yes,,On-Air,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,221.4,SE,yes,146.88,146.28,88.5,Pueblo,,Pueblo HC,E-power.,CCARC,yes,CSQ,On-Air,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,222.3,WSW,yes,146.72,146.12,100,Sanpete,,W7REL and Sanpete County,,UVHFS,yes,,On-Air,Skyline Radio Club,Full-time to the  Skyline Repeater System .,Northern San Pete County,,,,,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.64,-1.6,,N7IMF,"Ephraim,  Horseshoe",UT,OPEN,,222.3,WSW,yes,224.64,223.04,,Sanpete,Unknown,,E-power.,UVHFS,yes,,,,,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,222.3,WSW,yes,146.66,146.06,100,Sanpete,,Skyline Repeater System,"Autopatch, 10,350'.",UVHFS,yes,,On-Air,,,Wide area: Provo to Salina.,,,,,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,222.5,SE,yes,147.24,147.84,103.5,Pueblo,,TARA,,CCARC,yes,CSQ,Off-Air,,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,222.5,SE,yes,446.9875,441.9875,,Pueblo,,,,CCARC,yes,,Off-Air,RMHAM,Full-time to the  Colorado TRBO System .,,,Rocky Mountain Ham Radio,,,yes,6,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,222.5,SE,yes,447.275,442.275,100,Pueblo,,,,CCARC,yes,100,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,"Moved to Pueblo.  Now called ""Pueblo Metro""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,222.8,NE,yes,147.33,147.93,,Niobrara,,,,,yes,CSQ,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,223,E,yes,145.475,144.875,,Scotts Bluff,,RWMC,e-power.,,yes,,On-Air,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,223,E,yes,444.825,449.825,,Scotts Bluff,,W0KAV/KW0R,"Autopatch, e-power.",,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,224.8,E,yes,147.075,147.675,,Scotts Bluff,,Tri-City Radio Amateur Club,,,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,K7OGM,"Fish Haven, Laketown Radio Site",ID,OPEN,,225.8,WNW,yes,147.02,147.62,100,Bear Lake,,,,UVHFS,yes,,On-Air,Intermountain Intertie,Full-time to the  Intermountain Intertie System .,"Bear Lake County Idaho,  Rich  County, Utah",,http://www.utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,228.4,E,yes,146.445,146.445,88.5,Scotts Bluff,,,,,yes,88.5,On-Air,,,,,http://garymcduffie.com,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,3055,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,123,AG7BL,"Montpelier, M-Hill",ID,OPEN,,230.5,NW,yes,147.12,147.72,123,Bear Lake,,K7OGM,E-power.,UVHFS,yes,,On-Air,Bear-lake Emergency Amateur Radio Service,Full-time to the  Intermountain Intertie System .,"Bear Lake County, Idaho.",B.E.A.R.S: Sat at 20:00.,Bear Lake Emergency Amateur Radio Service,6,,,,,,,,Contact AE7RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,88.5,AC7TJ,Montpelier,ID,OPEN,,231,NW,yes,147.38,147.98,88.5,Bear Lake,,,,UVHFS,yes,,On-Air,,,Almost all of the lake and surrounding area 30 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,,"Afton, Black Mtn",WY,OPEN,,232.1,NW,yes,146.61,146.01,100,Lincoln,,,,WRCG,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,,AFTON,WY,OPEN,,232.1,NW,yes,145.25,144.65,100,,Unknown,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,234.6,SE,yes,449.9,444.9,107.2,Lincoln,,,,CCARC,yes,,On-Air,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,236.9,SE,yes,449.975,444.975,100,Pueblo,,K0JSC,2,CCARC,yes,100,On-Air,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.","I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",K0JSC dot Com,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,363976,,,,DM78SA18,7301,28368,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,
146.97,-0.6,100,KD7LVE,"Afton, The Narrows",WY,OPEN,,239.7,NW,yes,146.97,146.37,100,Lincoln,,Star Valley ARC,E-power.,,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,100,W7UY,Bedford,WY,OPEN,,240.1,NW,yes,447,442,100,Lincoln,Unknown,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,242.2,SW,yes,147.08,147.68,136.5,Wayne,,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,yes,,On-Air,,Full-time to the  Sinbad Desert (SDARC) System .,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",,http://sdarc.us/repeaters/mt-ellen.html,11,64264,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,123,KN6LL,Thayne,WY,OPEN,,243.6,NW,yes,448.2,443.2,123,Lincoln,,John Sherwood,WIRES-X,WRCG,yes,123,On-Air,,,,,,Switches between C4FM and Analog on the link but FM is always active locally. Usually on America Link (21080),,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,,,Star Valley Ranch,WY,OPEN,,244.3,NW,yes,449.65,444.65,,Lincoln,,KK6WLS,,,yes,,On-Air,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,251.7,SE,yes,146.73,146.13,88.5,Huerfano,,Pueblo Ham Club,6,CCARC,yes,,On-Air,,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
