Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Last update,Sponsor,Features,Links,Coordination,Affiliate,EchoLink,IRLP,Web links,Notes,Grid,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Feed,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,On-air,Worldwide,North America,Local/Cluster,Denver Regional,Commands,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Texas,COMM 1,Texas/Oklahoma Regional USA
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,179.7,SSE,yes,147.36,147.96,100,,San Miguel,On-Air,Wide area.,,yes,,5,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,180.7,N,yes,145.3875,144.7875,,,Boulder,On-Air,20,,yes,Boulder County ARES,E-power.,,CCARC,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,180.7,N,yes,1283.8625,1263.8625,,,Boulder,On-Air,20,,yes,Boulder County ARES,E-power.,,CCARC,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,180.8,NW,yes,449.8,444.8,107.2,,Garfield,On-Air,,,yes,,8,,CCARC,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,180.8,SSW,yes,146.98,146.38,141.3,141.3,Cibola,On-Air,,,yes,New Mexico Emergency Management Association Amateur Radio Club,,,,,,,,Located inside the state of NM radio building.,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,180.8,N,yes,446.875,441.875,,,Clear Creek,On-Air,,,yes,,,,,RMHAM,,,http://www.rmham.org,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,180.8,SSW,yes,444.95,449.95,,,Bernalillo,On-Air,Wide area.,,yes,Cibola County Amateur Radio Club,,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",NMFCC,,,,,,,,,,,,,,,,,,,yes,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,180.8,N,yes,146.82,146.22,123,,Grand,,,,yes,GCARA,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,180.9,N,yes,146.91,147.51,123,127.3,Boulder,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,yes,,,,,"Town of Gold Hill, Colorado",,,http://goldhilltown.com/,There is a MOU With BCARES for repeater use.,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,181.1,N,yes,147.075,147.675,88.5,123,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,yes,Colorado Connection,,Full-time to the  Colorado Connection System .,CCARC,,,,,Part of the Colorado Connection system of Repeaters,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,182,N,yes,224.02,222.42,,,Boulder,On-Air,Denver metro area.,,yes,Rocky Mtn VHF Soc,8,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",CCARC,,217336,,RMVHS repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,182,N,yes,447.75,442.75,141.3,141.3,Boulder,On-Air,,,yes,Rocky Mountain Ham Radio,,,CCARC,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,182,N,yes,446.9875,441.9875,,,Boulder,On-Air,,,yes,Rocky Mountain Ham Radio,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,182,N,yes,447.975,442.975,107.2,107.2,Boulder,On-Air,Wide area: Boulder/Longmont area.,,yes,Colorado Repeater Association (CRA),Closed autopatch.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,182,N,yes,145.46,144.86,107.2,107.2,Boulder,On-Air,Boulder/Denver Metro,,yes,Colorado Repeater Association (CRA),"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,CRA VHF Link System,347086,3990,,,,,,,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,182,N,yes,146.73,146.13,91.5,91.5,Boulder,Off-Air,Local,,yes,BARC,12,,CCARC,,115482,,http://www.ked-wireless.com/products1.htm,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,182,SSW,yes,146.94,146.34,100,,Cibola,On-Air,Wide area.,,yes,Upper Rio FM Society,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,182,N,yes,445.05,440.05,,,Boulder,On-Air,Wide area,,yes,Rocky Mountain Ham Radio,BrandMeister Network,,CCARC,,,,,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,182.2,S,yes,447.275,442.275,71.9,71.9,Torrance,On-Air,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,,yes,KB5VPZ,E-power (Solar and Wind). Linkable to other sites.,,,,943044,,,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,,,,,,,,,,,,,,,,,,,,,,# then node number to connect #then 73 disconnect,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,182.4,NW,yes,146.82,146.22,107.2,,Mesa,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,28515,yes,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,182.4,NW,yes,449.775,444.775,173.8,88.5,Mesa,On-Air,,,yes,,,,CCARC,,7572,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,182.4,NW,yes,147.39,147.99,107.2,,Mesa,,,,yes,KE0TY,Linked.,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,182.4,NW,yes,147.105,147.705,,,Mesa,On-Air,,,yes,K0SSI,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,182.4,NW,yes,446.775,441.775,,,Mesa,On-Air,,,yes,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,182.4,NW,yes,447.5,442.5,114.8,,Mesa,,,,yes,KC0ARV,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,182.4,NW,yes,449,444,,107.2,Mesa,On-Air,,,yes,KB0SW,,,CCARC,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,182.4,NW,yes,145.22,144.62,107.2,,Mesa,,,,yes,KE0TY,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,182.5,E,yes,146.61,146.01,123,123,Prowers,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,yes,Lamar Amateur Radio Club,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",CCARC,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,182.5,E,yes,449.5,444.5,123,,Prowers,On-Air,45,,yes,Lamar ARC,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",CCARC,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,182.6,NW,yes,147.355,146.755,88.5,123,Mesa,On-Air,,,yes,Colorado Connection,,Full-time to the  Colorado Connection System .,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,100,AB1Q,Isleta Pueblo,NM,OPEN,,182.8,SSW,yes,147.04,147.64,100,,Bernalillo,Off-Air,,,yes,AB1Q,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.15,5,100,AB1Q,"Albuquerque, Isleta Pueblo",NM,OPEN,,182.8,SSW,yes,442.15,447.15,100,,Bernalillo,Off-Air,,,yes,AB1Q,Autopatch.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,182.8,NNE,yes,146.76,146.16,100,,Boulder,On-Air,Wide area.,,yes,Rocky Mtn VHF Soc,5,,CCARC,Boulder County ARES,,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,183.4,NW,yes,145.175,144.575,107.2,,Mesa,On-Air,Greater grand Junction area.,,yes,,"E-power,",,CCARC,,,3161,,,,,,,,,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,184.7,SSW,yes,146.64,146.04,67,67,Bernalillo,On-Air,Wide Area,,yes,URFMSI,,,NMFCC,,,,http://www.urfmsi.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,186,NNE,yes,447.625,442.625,100,,Adams,On-Air,Local/North Metro,,yes,Intermountain Repeater Group,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,186.1,NNE,yes,447.3,442.3,107.2,,Weld,On-Air,,,yes,,,,CCARC,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Santa Rosa, Moon Ranch",NM,OPEN,,187,SSE,yes,147.04,147.64,141.3,,Guadalupe,On-Air,,,yes,NMEMA ARC,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,187.7,SSW,yes,223.82,222.22,,,Bernalillo,Off-Air,,,yes,NM 220 S,E-power.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,188,N,yes,147.03,147.63,100,,Boulder,On-Air,,,yes,KI0HG,,,CCARC,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,188.2,NNE,yes,449.925,444.925,114.8,114.8,Weld,On-Air,,,yes,KD0RG,,,CCARC,K0UPS Club,448035,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,189.4,NNE,yes,224.96,223.36,CSQ,,Weld,On-Air,,,yes,AC0KC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,100,WA5TSV,Los Lunas,NM,OPEN,,190.2,SSW,yes,444.125,449.125,100,,Valencia,On-Air,,,yes,Los Lunas ARA,"Closed autopatch, e-power.",,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5.1,,N5CUL,Los Lunas,NM,OPEN,,190.2,SSW,yes,442.225,447.275,,,Valencia,Off-Air,Los Lunas.,,yes,N5CUL,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,190.9,NNE,yes,448.8,443.8,88.5,88.5,Boulder,On-Air,,,yes,Longmont ARC,30,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",CCARC,,,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,190.9,NNE,yes,448.525,443.525,151.4,,Boulder,On-Air,,,yes,N0EPA,,,CCARC,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,190.9,NNE,yes,147.27,147.87,100,100,Boulder,On-Air,Wide area: Northern Colorado.,,yes,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.","Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",CCARC,,,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,191.1,NW,yes,449.575,444.575,131.8,131.8,Mesa,On-Air,Grand Junction,,yes,,e-power. Linked to GMRA Open System,,CCARC,Grand Mesa Repeater Assoc,,3710,GMRA Repeaters,Closed IRLP out,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,191.1,NW,yes,146.94,146.34,107.2,107.2,Mesa,On-Air,Grand Junction 30-50 mi,,yes,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,,CCARC,,,,http://w0rrz.org,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,191.2,WSW,yes,145.25,144.65,100,,Apache,On-Air,,,yes,San Juan Connection,"E-power, linked.",Full-time to the  San Juan Connection System .,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,191.2,WSW,yes,146.82,146.22,100,,Apache,On-Air,,,yes,Totah ARC,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,191.9,SE,yes,147.35,147.95,88.5,88.5,Cimarron,On-Air,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,yes,CAPROCK / DUST BOWL INTERTIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,,K5URD,"Belen, Capilla Peak",NM,OPEN,,193.5,S,yes,444.525,449.525,,,Torrance,On-Air,Wide area.,,yes,Upper Rio FM Soc,E-power.,,NMFCC,,,,URFMS Repeaters,9,,,,,,,,,yes,K5URD (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K5URR,"Belen, Capilla Peak",NM,OPEN,,193.5,S,yes,146.96,146.36,100,88.5,Torrance,On-Air,Wide area.,,yes,Upper Rio FM Society,9,,NMFCC,,,,http://www.urfmsi.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,193.8,WSW,yes,147.22,147.82,67,,McKinley,On-Air,Wide area.,,yes,New Mexico Mega Link Assoc,"Closed autopatch, e-power.",Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,193.8,WSW,yes,448.2,443.2,100,,McKinley,On-Air,,,yes,,,,NMFCC,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,194.7,SW,yes,146.66,146.06,100,,Cibola,On-Air,Wide area.,,yes,Mega-Link Rptr System,9,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,,194.7,SW,yes,444.975,449.975,67,67,Cibola,On-Air,Local,,yes,Cibola County Emergency Manager,Linked to 147.980 NM5EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,194.7,SW,yes,444.65,449.65,,,Bernalillo,On-Air,Local,,yes,Cibola County Amateur Radio Club,,,NMFCC,,,,,,,,yes,1,,,,,yes,KE5FYL (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,194.7,SW,yes,444.8,449.8,67,,Cibola,On-Air,Wide area,,yes,Mega Link Repeater System,Full time to the New Mexico MegaLink system,Full-time to the  Mega-Link System .,NMFCC,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,194.7,SW,yes,147.18,147.78,100,100,Cibola,On-Air,,,yes,Cibola County Amateur Radio Club,,"Full-time to  
        444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",NMFCC,,,,,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,198.1,W,yes,447.4,442.4,,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,yes,,11,,UVHFS,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,198.1,W,yes,146.61,146.01,88.5,,San Juan,On-Air,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,yes,Sinbad Desert ARC,Remote base.,,UVHFS,,64264,3270,http://www.sdarc.us/repeaters/abajo.html,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,198.1,W,yes,447.1,442.1,107.2,107.2,San Juan,On-Air,Wide area.,,yes,Grand Mesa Repeater Association (GMRA),E-power.,Full-time to the  GMRA Open System .,UVHFS,,,,http://gmra.org,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,198.1,W,yes,223.94,222.34,,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,yes,Grand Mesa Rptr Assoc,11,,UVHFS,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,198.7,SE,yes,224.98,223.38,,,Quay,,,,yes,WA5EMA,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,198.7,SE,yes,443.75,448.75,,,Quay,On-Air,Local coverage in town.,,yes,WA5EMA,,,NMFCC,,406798,,,EchoLink active during daytime hours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,198.7,SE,yes,146.88,146.28,,,Quay,On-Air,,,yes,WA5EMA,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,199.6,SE,yes,147.34,147.94,131.8,,Quay,On-Air,,,yes,Big Water ARA,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC5OUR,Belen,NM,OPEN,,200.4,SSW,yes,146.7,146.1,100,,Valencia,On-Air,,,yes,Valencia Co Amateur Radio Association,E-power.,,,,,,,,,VCARA: Wed at 20:00,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,201,N,yes,146.685,146.085,123,,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,yes,Estes Valley ARC,E-power.,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",CCARC,,625757,7268,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,201.6,SE,yes,147.22,147.82,100,,Quay,On-Air,Wide area.,,yes,Mega-Link Rptr System,4,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,201.7,WNW,yes,146.76,146.16,88.5,,Grand,On-Air,Moab and immediate surroundings.,,yes,Sinbad Desert ARC,,,UVHFS,,,,http://www.sdarc.us/repeaters/bald.html,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,201.8,WNW,yes,449.1,444.1,107.2,107.2,Grand,On-Air,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,yes,Grand Mesa Repeater Association (GMRA),8,,UVHFS,,,,GMRA Repeaters,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,202.5,SW,yes,147.26,147.86,100,,McKinley,On-Air,,,yes,KC5WDV,VHF/UHF Remote Bases,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,208.4,SW,yes,449.75,444.75,100,,McKinley,On-Air,,,yes,KC5WDV,,,NMFCC,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,214.3,WNW,yes,146.9,146.3,88.5,,Grand,On-Air,Moab and immediate surroundings.,,yes,Sinbad Desert ARC,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,UVHFS,,,,http://sdarc.us/repeaters/moab.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,215.5,SW,yes,145.29,144.69,123,,McKinley,Off-Air,,,yes,NARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
