Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,Web links,Coverage,Affiliate,Links,Notes,Location Photo,EchoLink,IRLP,AllStar,Nets,Feed,Grid,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Mixed-Mode,YSF Digital Enabled,DG-ID,Worldwide,North America,Local/Cluster,On-air,Commands,Denver Regional,Talkgroup Network,Northern Colorado,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,Europe,DCI Bridge,Southwest USA,Worldwide English,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,238.8,SW,yes,448.2,443.2,100,,McKinley,On-Air,,,NMFCC,yes,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,239.2,NE,yes,146.955,146.355,,,Phillips,,PCARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,240.5,SE,yes,147.15,147.75,88.5,,Texas,On-Air,DBARC,"Linked, WX.",ORSI,yes,http://caprockintertie.org/,,,Full-time to the  Caprock Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,88.5,N5LTZ,Dumas,TX,OPEN,,248.4,SE,yes,444.35,449.35,88.5,,Moore,On-Air,,350,TVHFS,yes,,40,Caprock Intertie,Full-time to the  Caprock Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.0125,5,CC14,KD5ROK,Dumas,TX,OPEN,,248.4,SE,yes,443.0125,448.0125,,,Moore,On-Air,,,,yes,http://www.dmr-marc.net/,,,,Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,yes,14,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  Full-Time    North America  1  3      English  1  13  PTT    TAC 310  1  310  PTT    DCI Bridge  1  3100  Full-Time    Texas  1  3148      COMM 1  1  3777215      Local/Cluster  2  2  Full-Time    Texas  2  3148  PTT    Texas/Oklahoma Regional USA  2  3175  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,1,1,2,,,,Lonestar,,,,,,,,,,,,1,1,,,1,,,,2,1,2
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,249.4,SW,yes,147.26,147.86,100,,McKinley,On-Air,KC5WDV,VHF/UHF Remote Bases,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,249.6,NW,yes,449.7,444.7,136.5,,Uintah,,W7BYU,8,UVHFS,yes,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,249.7,NW,yes,146.92,146.32,136.5,,Duchesne,Off-Air,,E-power.,UVHFS,yes,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,249.7,NW,yes,147.1,147.7,136.5,,Uintah,On-Air,""">Borderline ARC","Autopatch, e-power.",UVHFS,yes,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,"Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",8,,458414,3577,,,,,,,,,,,,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,250,NW,yes,449.9,444.9,136.5,,Uintah,,Borderline Amateur Radio Club,,,yes,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,7705,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,255.4,SW,yes,449.75,444.75,100,,McKinley,On-Air,KC5WDV,,NMFCC,yes,,,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,260.8,SW,yes,145.29,144.69,123,,McKinley,Off-Air,NARC,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,W5WX,Amarillo,TX,OPEN,,275.1,SE,yes,146.94,146.34,88.5,,Potter,On-Air,Panhandle Amateur Radio Club,,TVHFS,yes,,Amarillo and points north.,ARRL,,,,,,,Panhandle Amateur Information Net (PAIN): Sun at 20:00.,,,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.2,5,88.5,N5LTZ,Amarillo,TX,OPEN,,283.2,SE,yes,444.2,449.2,88.5,88.5,Potter,On-Air,,,TVHFS,yes,,,"Randall County ARES-RACES, Caprock Intertie",Full-time to the  Caprock Intertie System .,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.1625,-25,151.4,KA3IDN,Amarillo,TX,OPEN,E,284.4,SE,yes,927.1625,902.1625,151.4,,Potter,On-Air,,,TVHFS,yes,,,,,,,361016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
