Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Affiliate,Features,Notes,Last update,Uplink Tone,Downlink Tone,WIRES-X,Mixed-Mode,Grid,Sponsor,Links,EchoLink,IRLP,AllStar,Nets,Web links,Feed,Coordination,Talkgroups,Colorado,Southern Colorado,Worldwide,North America,Local/Cluster,On-air,Denver Regional,Commands,Location Photo,Talkgroup Network,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,213.2,W,yes,147.27,147.87,,,,,,,,,Ouray,On-Air,,,,,yes,127.3,,,,,,,,,,,http://www.sjcham.com,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,213.7,SW,yes,444.775,449.775,,,,,,,,,Los Alamos,On-Air,Los Alamos and surrounding areas,,E-power.,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",yes,,,,,,WD9CMS,,,,,,,,NMFCC,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,213.8,SW,yes,442.425,447.425,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,Los Alamos,On-Air,30,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,214,SW,yes,927.9,902.9,,,,,,,,,Los Alamos,On-Air,Los Alamos and surrounding areas,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",yes,,,,,,,,,,,,,,NMFCC,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,214,SW,yes,442.925,447.925,,,,yes,1,,,,Los Alamos,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,214,SW,yes,144.265,144.265,,,,,,,,,Los Alamos,On-Air,,,,,yes,203.5,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,214.2,SW,yes,147.2,147.8,,,,,,,,,Santa Fe,On-Air,,,E-power. Full time link to Tesuque Peak.,,yes,162.2,,,,,Santa Fe ARC,,,,,,SFARC Repeaters,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,214.3,SW,yes,442.25,447.225,,,,yes,,,,,Los Alamos,Off-Air,,,,TS1 only. Rocky Mountain Ham Radio,yes,,,,,,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,214.6,W,yes,145.325,144.725,,,,,,,,,San Juan,On-Air,,,Solar powered,,yes,127.3,,,,,,,,,,,http://www.sjcham.com,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,214.6,W,yes,447.525,442.525,,,,,,,,,San Juan,On-Air,Wide area.,,E-power.,,yes,127.3,,,,,KB5ITS,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,214.6,W,yes,444,449,,,,,,,,,San Juan,On-Air,,,,,yes,67,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,216.1,SW,yes,449.275,444.275,,,,,,,,,Santa Fe,On-Air,,,,,yes,146.2,,,,,Fred Homuth,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,216.1,SW,yes,447.775,442.775,,,,,,,,,Santa Fe,On-Air,Santa Fe,,,,yes,100,,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,216.3,NE,yes,444.8,449.8,,,,,,,,,Red Willow,On-Air,50,Dirt Truckin,Link Com RLC-1 Controller,180,yes,162.2,,,,,N7UVW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,216.3,NE,yes,444.5,449.5,,,,,,,,,Frontier,On-Air,20,Dirt Truckin,link comm rlc 1,16,yes,151.4,,,,,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,216.6,NE,yes,147.27,147.87,,,,,,,,,Red Willow,On-Air,50,,Fusion Repeater,,yes,,,,,,McCook ARA,,,,,Monday Nights at 7PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,216.7,SW,yes,223.94,222.34,,,,,,,,,Los Alamos,On-Air,,,E-power.,,yes,CSQ,CSQ,,,,,,,,,,,,NMFCC,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,217.2,SW,yes,145.19,144.59,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Los Alamos,On-Air,Wide Area,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,yes,,,,,,SFARC,,,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,218.7,NW,yes,145.16,144.56,,,,,,,,,Jackson,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,8,Part of the Colorado Connection system of repeaters.,yes,88.5,123,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,WA5CSF,Borger,TX,OPEN,E,219.2,SE,yes,147.06,147.66,,,,,,,,,Hutchinson,Off-Air,,,,,yes,,,,,,Northwest Texas Amateur Radio Club,,387265,,,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,88.5,W5WDR,Borger,TX,OPEN,W,220.6,SE,yes,147,147.6,,,,,,,yes,Open ↑ / Open ↓,Hutchinson,On-Air,,Panhandle Emergency Radio Service,"E-Power, Linked",,yes,88.5,88.5,21339,Yes; analog capable.,,Hutchinson County ARC,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,,,Golden Spread Amateur Information Net. TUE at 18:30 Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,W5WX,Amarillo,TX,OPEN,,222.1,SSE,yes,146.94,146.34,,,,,,,yes,Open ↑ / Open ↓,Potter,On-Air,Amarillo and points north.,ARRL,,,yes,88.5,,,Yes; analog capable.,,Panhandle Amateur Radio Club,,,,,Panhandle Amateur Information Net (PAIN): Sun at 20:00.,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,I,223.3,E,yes,146.88,146.28,,,,,,,,,Norton,On-Air,Click for coverage map.  50 mi radius.,,"e-power, K-Link. 
IRLP node 7426.","IRLP prefix = A 
Disconnect = 73 
Dial 9335 when finished.",yes,162.2,162.2,,,,N0KOM,Full-time to the  K-Link System .,,7426,,ARES: Sat @ 21:00 local,K-Link Repeater Network,Listen Live,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,223.4,E,yes,443.7,448.7,,,,,,,,,Graham,On-Air,Click for coverage map.  45 mi radius.,Western Kansas Inter-Tie K-Link Repeater Network,E-power.,"Use PL 131.8 for WesKan Intertie 
Use PL 162.2 for K-Link",yes,162.2,,,,,"N0NM, N0KOM",Linkable to the  K-Link System . Linkable to the  Western Kansas Intertie System .,,,46425,,K-Link Repeater Network,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,225.3,WSW,yes,147.15,147.75,,,,,,,,,La Plata,On-Air,Bayfield,,E-power.,,yes,100,,,,,,,,,,,http://www.sjcham.com,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,227,NW,yes,449.625,444.625,,,,,,,,,Routt,On-Air,Local Steamboat Area,,Statewide Linked System,,yes,123,123,,,,"Colorado Connection Repeaters, Inc.",,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",http://colcon.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,227,NW,yes,147.165,147.765,,,,,,,,,Routt,On-Air,,,,,yes,88.5,123,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,227,NW,yes,147.21,147.81,,,,,,,,,Routt,On-Air,,,"Linked, WX.",,yes,107.2,107.2,,,,SSARC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,227.2,SW,yes,145.41,144.81,,,,,,,,,Santa Fe,Off-Air,,,,,yes,100,,,,,W5HO,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,228.3,SW,yes,147.24,147.84,,,,,,,,,Sandoval,On-Air,Wide area.,,9,,yes,67,,,,,,Full-time to the  Mega-Link System .,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,231.3,NNW,yes,147.015,147.615,,,,,,,yes,Open ↑ / Open ↓,Albany,On-Air,Albany County,,,,yes,146.2,,,Yes; analog capable.,,"Albany County ARES/RACES, University Amateur Radio",,82070,,,,http://www.uwyo.edu/uarc/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.13125,-0.6,CC14,KD5ROK,"Borger, NW Well Field",TX,OPEN,,232,SE,yes,,"a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,,,yes,14,,,,Hutchinson,On-Air,45,Brandmister,TS1 AMA-WIRES-X,,yes,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Amarillo WIRES-X  1  31485  Full-Time    Local/Cluster  2  2  Full-Time    Texas  2  3148  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,1
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,232.6,SW,yes,145.175,144.575,,,,,,,,,Sandoval,Off-Air,,,,,yes,141.3,,,,,NMEMA ARC,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,233.3,WSW,yes,147.36,147.96,,,,,,,,,San Juan,On-Air,,,,,yes,100,,,,,,Full-time to the  San Juan Connection System .,,,,,http://www.sjcham.com,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,,W5TSV,Pampa,TX,OPEN,,240.4,SE,yes,146.9,146.3,,,,,,,,,Gray,On-Air,Wide area. 35 mi radius.,,400,,yes,,,,,,,,,,,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,88.5,N5LTZ,Pampa,TX,OPEN,,241.3,SE,yes,444.4,449.4,,,,,,,,,Gray,On-Air,,Caprock Intertie,Linked.,,yes,88.5,,,,,,,,,,,Caprock Intertie,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,244.3,SW,yes,443.1,448.1,,,,,,,,,Sandoval,On-Air,Wide area - NW NM.,ARRL,"Linked, e-power.","KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",yes,100,,,,,Sandoval County ARES,,,,27748,Sandoval County ARES: Mon at 19:30.,http://nmscares.org/,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,N5LTZ,Canadian,TX,CLOSED,,244.9,SE,yes,443.75,448.75,,,,,,,,,Hemphill,,,,,,yes,,,,,,,,,,,,,,TVHFS,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,88.5,N5LTZ,Miami,TX,OPEN,,245.2,SE,yes,444.85,449.85,,,,,,,,,Roberts,On-Air,,,Linked.,,yes,88.5,,,,,,,,,,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,248.8,SW,yes,443.4,448.4,,,,,,,,,Sandoval,On-Air,,,,,yes,100,,,,,Sandia Vista ARC,,,,,,http://sandiavista.net,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,250.3,WSW,yes,145.49,144.89,,,,,,,,,Rio Arriba,On-Air,,,Closed autopatch.,,yes,100,,,,,Totah ARC,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.11,-0.6,88.5,KA5KQH,Miami,TX,OPEN,,251.8,SE,yes,145.11,144.51,,,,,,,,,Roberts,,,,400,,yes,88.5,,,,,,,,,,,,,TVHFS,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,,KD0AN,Edison,NE,OPEN,E,256,NE,yes,146.745,146.145,,,,,,,,,Furnas,On-Air,,,,,yes,,,,,,,,882742,,,,,,WB0CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,257.2,NW,yes,146.97,146.37,,,,,,,,,Moffat,On-Air,,Colorado Connection,,,yes,88.5,123,,,,Northwest Colorado Amateur Radio Association,Full-time to the  Colorado Connection System .,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,257.2,NW,yes,145.265,144.665,,,,,,,,,Moffat,,,,E-power.,,yes,107.2,,,,,NW Colorado ARC,,,,,,,,CCARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,258.4,SW,yes,443,448,,,,,,,,,Sandoval,On-Air,,,,,yes,100,,,,,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,,W0SOK,Cozad,NE,OPEN,,268.3,NE,yes,147.135,147.735,,,,,,,,,Dawson,Off-Air,,,E-power.,,yes,,,,,,Heartland Amateur Radio Association,,,,,Wed 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
