Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Sponsor,Coverage,Features,Downlink Tone,Grid,Affiliate,Links,AllStar,Notes,Nets,DMR Enabled,Color Code,Wide Network,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Colorado,Southern Colorado,IRLP,On-air,EchoLink,Commands,P25 Digital Enabled,NAC,Default Reflector,Location Photo,Feed,Denver Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,Northern Colorado,Local/Cluster,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,206.8,NE,,448.275,443.275,156.7,Arapahoe,On-Air,,CCARC,,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,206.8,NE,,448.5,443.5,100,Denver,On-Air,,CCARC,,Castle Rock Repeater Group,Greater Denver area.,E-power.,,,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,206.9,NNE,,449.3,444.3,100,Adams,On-Air,,CCARC,,N1UPS,,,,,,,,,,,,,,,,,,,,,,,,,,,3699,,43699,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Santa Rosa, Moon Ranch",NM,OPEN,,206.9,SE,,147.04,147.64,141.3,Guadalupe,On-Air,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,208.3,NE,,147.105,147.705,107.2,Elbert,On-Air,http://www.w0cra.org/,CCARC,,ARES of Douglas and Elbert Counties,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Linked to CRA 447.150 - Conifer,107.2,,Colorado Repeater Association,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,209,W,,448.6,443.6,100,San Juan,On-Air,http://utahvhfs.org/snowlink.html,UVHFS,,Utah VHF Society,Wide Area.,,,,Intermountain Intertie,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",,,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,209.1,NNE,,146.7,146.1,100,Boulder,On-Air,BARC Repeaters,CCARC,,Boulder Co ARC,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,209.3,NNE,,146.61,146.01,100,Boulder,Off-Air,,CCARC,,Boulder Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,209.3,NNE,,448.9,443.9,100,Boulder,On-Air,,CCARC,,Boulder ARC,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,209.5,SE,,147.36,147.96,100,San Miguel,On-Air,,NMFCC,,,Wide area.,5,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,210.6,NNE,,449.825,444.825,103.5,Boulder,On-Air,Repeater,CCARC,,Rocky Mountain Radio League,Along the foothills and into Boulder where the 94 repeater is shadowed.,6,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,210.6,E,,449.9,444.9,107.2,Lincoln,On-Air,,CCARC,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,210.6,NNE,,448.925,443.925,131.8,Boulder,On-Air,,CCARC,,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,211.2,NNE,,147.045,147.645,123,Adams,On-Air,,CCARC,,Northglenn RA,,E-power.,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,211.4,NNE,,146.91,147.51,123,Boulder,On-Air,http://goldhilltown.com/,,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,127.3,,"Town of Gold Hill, Colorado",,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,211.6,NNE,,449.4,444.4,91.5,Boulder,Off-Air,http://www.ked-wireless.com/products1.htm,CCARC,,BARC,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,211.6,NNE,,446.8625,441.8625,,Boulder,On-Air,,CCARC,,Boulder County ARES,,,,,,,,,,,,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,211.6,NNE,,449.55,444.55,100,Boulder,On-Air,,CCARC,,Rocky Mtn VHF Soc,Denver metro area.,8,,,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,211.6,NNE,,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,,Rocky Mountain Ham Radio,Wide area.,,,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,211.6,NNE,,1299.5,1279.5,,Boulder,On-Air,,CCARC,,Boulder County ARES,,E-power.,,,,,,,,,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,213.1,NE,,448.15,443.15,141.3,Denver,On-Air,k0jsc.com,CCARC,,K0GUR,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",E-power (batt).  2 meter and 70cm channel steerable remote bases.,141.3,DM79pt,,Full-time to the  The Fun Machine System .,29436,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,,,,24340,,,,,,Listen Live,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,213.1,W,,448.75,443.75,100,San Juan,On-Air,,UVHFS,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,213.1,W,,449.925,444.925,100,San Juan,On-Air,,UVHFS,,Lake Powell ARG,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,213.1,W,,146.96,146.36,100,San Juan,On-Air,,UVHFS,,KE7OZE,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,Intermountain Intertie,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,213.2,NNE,,447.975,442.975,107.2,Boulder,On-Air,,CCARC,,Colorado Repeater Association (CRA),Wide area: Boulder/Longmont area.,Closed autopatch.,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,213.2,NNE,,145.46,144.86,107.2,Boulder,On-Air,,CCARC,,Colorado Repeater Association (CRA),Boulder/Denver Metro,"Closed autopatch, e-power.",107.2,,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,3990,,347086,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,213.2,NNE,,224.02,222.42,,Boulder,On-Air,RMVHS repeaters,CCARC,,Rocky Mtn VHF Soc,Denver metro area.,8,,,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,213.2,NNE,,446.9875,441.9875,,Boulder,On-Air,,,,Rocky Mountain Ham Radio,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,213.2,NNE,,447.75,442.75,141.3,Boulder,On-Air,,CCARC,,Rocky Mountain Ham Radio,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,213.2,NNE,,445.05,440.05,,Boulder,On-Air,,CCARC,,Rocky Mountain Ham Radio,Wide area,BrandMeister Network,,,,,,,,,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,214,NNE,,145.3875,144.7875,,Boulder,On-Air,http://bouldercountyares.org/technical/d-star,CCARC,,Boulder County ARES,20,E-power.,,,,,,,,,,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,214,NNE,,1283.8625,1263.8625,,Boulder,On-Air,,CCARC,,Boulder County ARES,20,E-power.,,,,,,,,,,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,214.3,WNW,,147.08,147.68,136.5,Wayne,On-Air,http://sdarc.us/repeaters/mt-ellen.html,UVHFS,,Sinbad Desert ARC,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.","Closed autopatch, remote base.",,,,Full-time to the  Sinbad Desert (SDARC) System .,,11,,,,,,,,,,,,,,,,,,,3270,,64264,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,214.9,NNE,,146.73,146.13,91.5,Boulder,Off-Air,http://www.ked-wireless.com/products1.htm,CCARC,,BARC,Local,12,91.5,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,115482,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,216.9,NNE,,146.76,146.16,100,Boulder,On-Air,,CCARC,,Rocky Mtn VHF Soc,Wide area.,5,,,Boulder County ARES,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,217.4,NNW,,445.2625,440.2625,,Rio Blanco,On-Air,https://www.rmham.org,,,RMHAM,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,225.1,NNE,,447.3,442.3,107.2,Weld,On-Air,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3887,,405804,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,225.1,NNE,,448.525,443.525,151.4,Boulder,On-Air,,CCARC,,N0EPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,225.1,NNE,,147.27,147.87,100,Boulder,On-Air,http://w0eno.org/?q=node/11,CCARC,,Longmont ARC (LARC),Wide area: Northern Colorado.,"Closed autopatch, e-power, EchoLink.",100,,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,225.1,NNE,,448.8,443.8,88.5,Boulder,On-Air,,CCARC,,Longmont ARC,,30,88.5,,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,226,NNE,,447.625,442.625,100,Adams,On-Air,Intermountain Repeater Group,,,Intermountain Repeater Group,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,226.5,NE,,449.25,444.25,123,Elbert,On-Air,,CCARC,,K0UPS Club c/o N1UPS,"I-70 Limon, Co area.",Full duplex node.,123,,,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,,,,,,,,3349,,3349,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,227.7,NNE,,224.96,223.36,CSQ,Weld,On-Air,,CCARC,,AC0KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,228,NE,,447,442,103.5,Lincoln,On-Air,,,,Delbert Noakes (KC0VJD),"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",APRS repeater &amp; I-Gate / Weather station,,DM89gb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,30534,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,229,NNE,,449.925,444.925,114.8,Weld,On-Air,,CCARC,,KD0RG,,,114.8,DN70,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,448035,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,233.5,SE,,146.88,146.28,,Quay,On-Air,,NMFCC,,WA5EMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,233.5,SE,,224.98,223.38,,Quay,,,NMFCC,,WA5EMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,233.5,SE,,443.75,448.75,,Quay,On-Air,,NMFCC,,WA5EMA,Local coverage in town.,,,,,,,EchoLink active during daytime hours.,,,,,,,,,,,,,,,,,,,,,406798,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,234,NNW,,449.9,444.9,136.5,Uintah,,,,,Borderline Amateur Radio Club,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,7705,Unknown,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,235.6,NE,,446.7375,441.7375,,Lincoln,On-Air,,CCARC,,K0RTS KC0VJD,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,,RMHam,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,8,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,235.7,NE,,147.06,147.66,103.5,Lincoln,On-Air,http://www.bigsandyradio.com/,CCARC,,BSARC,"I-70, US-71, US-287, US-40, US-24","APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,,,,42740,,Big Sandy Net: Wed 19:00,,,,,,,,,,,,,,,,,,3794,,791116,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,235.8,NW,,448.075,443.075,,Carbon,Off-Air,,,,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,235.9,NW,,448.55,443.55,88.5,Emery,On-Air,,UVHFS,,N7QLO,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Remote base.,,,,,,Stand alone.,,,,,,,,,,,,,,,,,,,3280,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,235.9,NW,,147.14,147.74,88.5,Emery,On-Air,http://sdarc.us/repeaters/cedar.html,UVHFS,,Sinbad Desert ARC,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.","Closed autopatch, remote base.",,,,Full-time to the  Sinbad Desert (SDARC) System .,,7,,,,,,,,,,,,,,,,,,,3270,,64264,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,235.9,NW,,447.125,442.125,100,Emery,,,UVHFS,,San Rafael Cactus Assoc,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",7,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,236.3,SE,,147.22,147.82,100,Quay,On-Air,,NMFCC,,Mega-Link Rptr System,Wide area.,4,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,239.7,SE,,147.34,147.94,131.8,Quay,On-Air,,NMFCC,,Big Water ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.68,-0.6,,KA7ARZ,Holbrook,AZ,OPEN,,240.1,SW,,146.68,146.08,,Navajo,On-Air,Kachina Amateur Radio Club,ARCA,,Kachina Amateur Radio Club,30,,,DM44wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,243.5,NW,,147.32,147.92,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,UVHFS,,Sinbad Desert ARC,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Remote base.,,DM49tp,,,,110,,,,,,,,,,,,,,,,,,,3270,,64264,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,243.5,NW,,449.05,444.05,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,UVHFS,,Sinbad Desert ARC,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Remote base.,,,,,,,,,,,,,,,,,,,,,,,,,3270,,64264,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,244,NW,,145.175,144.575,,Carbon,On-Air,,,,SDARC,Eastern Utah,,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,
449.625,-5,CC1 114.8,NX7R,"Concho, Volcano Hill",AZ,OPEN,,245.8,SW,,449.625,444.625,114.8,Apache,On-Air,http://www.ttgcommunications.com,ARCA,,AF7JQ,"Wide Area: Concho, to St Johns, Show Low and Beyond.",MMDVM,D754,,BrandMeister,,,BrandMeister,Hytera US DMR Net on TG-31089: Thu at 19:30.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,100,KB5ZFA,Fort Sumner,NM,OPEN,,247.6,SE,,147.14,147.74,100,Debaca,On-Air,,NMFCC,,,Wide area.,4,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,136.5,K7FQ,Snowflake,AZ,OPEN,,256.4,SW,,447.375,442.375,136.5,Navajo,Off-Air,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,91.5,N7RDZ,Winslow,AZ,OPEN,,257.6,SW,,147.38,147.98,91.5,Navajo,On-Air,N7RDZ,ARCA,,N7RDZ,I-40 15 mi radius.,,,DM45pa,Arizona Traffic And Emergency Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,,N7RDZ,Winslow,AZ,OPEN,,257.6,SW,,146.84,146.24,,Navajo,On-Air,N7RDZ,ARCA,,N7RDZ,I-40 15 mi radius.,,,DM45pa,Arizona Traffic And Emergency Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,261.7,NW,,448.3,443.3,,Carbon,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3270,Unknown,64264,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,261.7,NW,,448.3,443.3,88.5,Carbon,,,UVHFS,,College of Eastern Utah ARC,Price.,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,261.7,NW,,224.5,222.9,88.5,Carbon,,,UVHFS,,College of Eastern Utah ARC,,5,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,261.7,NW,,145.43,144.83,88.5,Carbon,,,UVHFS,,,Price.,5,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,261.7,NW,,147.2,147.8,88.5,Carbon,On-Air,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3270,,64264,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,270.1,NW,,147.26,147.86,,Duchesne,On-Air,,UVHFS,,Borderline ARC,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,Melrose,NM,OPEN,,272.5,SE,,147.28,147.88,67,Curry,On-Air,,NMFCC,,Mega-Link,Wide area.,4,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,275.3,NW,,145.31,144.71,88.5,Carbon,On-Air,http://sdarc.us/repeaters/ford.html,UVHFS,,Sinbad Desert ARC,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,"Closed autopatch, remote base.",,,,,,9,,,,,,,,,,,,,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,
446.6,-5,100,N7QVU,Overgaard,AZ,OPEN,IW,279.9,SW,,446.6,441.6,100,Navajo,On-Air,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,7648,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,11613,,,,,,
146.8,-0.6,162.2,W7RIM,Overgaard,AZ,OPEN,E,280.9,SW,,146.8,146.2,162.2,Navajo,On-Air,,ARCA,,Rim Country ARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,525081,,,,,,,,,,,,,,,,,,,
