Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,EchoLink,IRLP,AllStar,Web links,Coordination,Last update,Features,Coverage,Notes,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Mixed-Mode,Grid,Nets,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Commands,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,On-air,WIRES-X,Denver Regional,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Texas,COMM 1,Texas/Oklahoma Regional USA,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Hytera USA,Parrott,Audio Test
443.0125,5,CC14,KD5ROK,Dumas,TX,OPEN,,212.6,SE,,443.0125,448.0125,,,Moore,On-Air,,,,,,,http://www.dmr-marc.net/,,,,,Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,,,,14,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  Full-Time    North America  1  3      English  1  13  PTT    TAC 310  1  310  PTT    DCI Bridge  1  3100  Full-Time    Texas  1  3148      COMM 1  1  3777215      Local/Cluster  2  2  Full-Time    Texas  2  3148  PTT    Texas/Oklahoma Regional USA  2  3175  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,1,2,,,,Lonestar,,1,,1,1,,,,,,,,2,1,2,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,213.1,NW,,146.82,146.22,107.2,,Mesa,On-Air,,,,,,28515,,CCARC,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,213.1,NW,,147.39,147.99,107.2,,Mesa,,KE0TY,,,,,,,CCARC,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,213.2,NW,,446.775,441.775,,,Mesa,On-Air,,,,,,,,,,,,,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,213.2,NW,,145.22,144.62,107.2,,Mesa,,KE0TY,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,213.2,NW,,147.105,147.705,,,Mesa,On-Air,K0SSI,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,213.2,NW,,447.5,442.5,114.8,,Mesa,,KC0ARV,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,213.2,NW,,449,444,,107.2,Mesa,On-Air,KB0SW,Grand Mesa Repeater Assoc,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,213.2,NW,,449.775,444.775,173.8,88.5,Mesa,On-Air,,,,7572,7573,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,213.3,NW,,147.355,146.755,88.5,123,Mesa,On-Air,Colorado Connection,,Full-time to the  Colorado Connection System .,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,214.1,NW,,145.175,144.575,107.2,,Mesa,On-Air,,,,,3161,,,CCARC,,"E-power,",Greater grand Junction area.,,,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,Melrose,NM,OPEN,,216.1,SSE,,147.28,147.88,67,,Curry,On-Air,Mega-Link,,Full-time to the  Mega-Link System .,,,,,NMFCC,,4,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,217.1,ESE,,444.975,449.975,88.5,,Texas,On-Air,DBARC,,,,,,http://caprockintertie.org/,ORSI,,Linked.,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,217.8,WSW,,449.75,444.75,100,,McKinley,On-Air,KC5WDV,,,6810,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,218.6,E,,442.175,447.175,156.7,,Greeley,On-Air,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,220.6,ESE,,147.15,147.75,88.5,,Texas,On-Air,DBARC,,Full-time to the  Caprock Intertie System .,,,,http://caprockintertie.org/,ORSI,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,221.9,NW,,146.94,146.34,107.2,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,,,,,,http://w0rrz.org,CCARC,,E-power and autopatch for WCARC members,Grand Junction 30-50 mi,,,,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,221.9,NW,,449.575,444.575,131.8,131.8,Mesa,On-Air,,Grand Mesa Repeater Assoc,,,3710,,GMRA Repeaters,CCARC,,e-power. Linked to GMRA Open System,Grand Junction,Closed IRLP out,,,,,,,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,227.4,WSW,,145.29,144.69,123,,McKinley,Off-Air,NARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,71.9,WS5D,Clovis,NM,OPEN,,229.7,SSE,,147.32,147.92,71.9,71.9,Curry,On-Air,WS5D,ENMARC,,,,,,NMFCC,,,Clovis,,,,,,,,dm84jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.45,5,131.8,KA5B,Clovis,NM,OPEN,,229.7,SSE,,443.45,448.45,131.8,,Curry,On-Air,Eastern New Mexico ARC,,,,,,http://ka5b.org/,NMFCC,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,KA5B,Clovis,NM,OPEN,,229.7,SSE,,147.24,147.84,67,,Curry,On-Air,Eestern New Mexico ARC,,,,,,,NMFCC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Clovis, Claud",NM,OPEN,,229.7,SSE,,145.37,144.77,141.3,,Curry,On-Air,NMEMA ARC,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.45,5,88.5,WS5D,Clovis,NM,OPEN,EI,229.7,SE,,444.45,449.45,88.5,88.5,Curry,On-Air,WS5D,,,401134,3713,,,,,,"Clovis, NM",,,,,,,,,,,,,,,,,,"#+node for echolink, node for irlp, 73 to disc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5,CC1,N7EOJ,Clovis,NM,OPEN,,229.7,SSE,,442.225,447.225,,,Curry,On-Air,N7EOJ,,,,,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,AZ-TRBONET,,DMR ONLY,,,,,,,,,,,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,1,,,,,AZ-TrboNet,,1,2,2,2,2,,,,,,,,,,,,,,,,,,
442.525,5,67,NM5ML,Clovis,NM,OPEN,,229.7,SSE,,442.525,447.525,67,,Curry,On-Air,,,Full-time to the  Mega-Link System .,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,231.5,WNW,,146.76,146.16,88.5,,Grand,On-Air,Sinbad Desert ARC,,,,,,http://www.sdarc.us/repeaters/bald.html,UVHFS,,,Moab and immediate surroundings.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,231.7,WNW,,449.1,444.1,107.2,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),,,,,,GMRA Repeaters,UVHFS,,8,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,,,,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,W5WX,Amarillo,TX,OPEN,,234.1,SE,,146.94,146.34,88.5,,Potter,On-Air,Panhandle Amateur Radio Club,ARRL,,,,,,TVHFS,,,Amarillo and points north.,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,Panhandle Amateur Information Net (PAIN): Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.425,5,,N5LTZ,Black,TX,CLOSED,,234.6,SE,,444.425,449.425,,,Parmer,,,,,,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,88.5,W5WX,Amarillo,TX,OPEN,,238.8,SE,,147.34,147.94,,,Randall,On-Air,Panhandle Amateur Radio Club,ARRL,,,,,,TVHFS,,,,,,,,,Open ↑ / Open ↓,,,PARC Before Dark Net: Weekdays 17:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,88.5,W5WX,Amarillo,TX,OPEN,,238.8,SE,,444.475,449.475,,,Randall,On-Air,Panhandle Amateur Radio Club,,,,,,,TVHFS,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,239.6,E,,444.6,449.6,146.2,,Wallace,On-Air,WA0VJR,,,,3148,,,,,,"US-40 
   Repeater Coverage Map",Dial 9335 to access K-Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,,W5WDR,Stinnett,TX,OPEN,W,240.6,SE,,444.8,449.8,,,Hutchinson,On-Air,Hutchinson County ARC,Panhandle Emergency Radio Service,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,,,,,,,"Covers 55 mile radius of Borger, Texas (approximately).",Linked,,,,,Open ↑ / Open ↓,,,Golden Spread Amateur Information Net. Tuesdays 6:30 pm Central,,,,,,,,,,,,,,,,,21379,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4375,5,CC14,KE5CJ,Stinnett,TX,OPEN,,240.6,SE,,443.4375,448.4375,,,Hutchinson,On-Air,,,,,,,DMR MARC,,,,Wide Area,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.2,5,88.5,N5LTZ,Amarillo,TX,OPEN,,241.1,SE,,444.2,449.2,88.5,88.5,Potter,On-Air,,"Randall County ARES-RACES, Caprock Intertie",Full-time to the  Caprock Intertie System .,,,,,TVHFS,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,241.2,SW,,145.43,144.83,162.2,,McKinley,On-Air,MCARES,,,,,,,NMFCC,,Closed autopatch.,Wide are: Southern McKinley County.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.9625,5,CC14,KA3IDN,Amarillo,TX,OPEN,,242.5,SE,,444.9625,449.9625,,,Potter,On-Air,,DMR-MARC,,,,,DMR MARC,,,,45,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,NorCal/West Texas Net DMR-MARC,,,14,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local/Cluster  1  2  Full-Time    North America  1  3  Full-Time    NORCAL 1  1  621  PTT    NORCAL 5150  1  5150  Full-Time    COMM 1  1  3777215        2    PTT    Worldwide  2  1  PTT    North America  2  3  PTT    Local or Reflector  2  9  Full-Time    English  2  13  PTT    UA English 1  2  113  PTT    UA English 2  2  123  PTT    TAC 310  2  310  PTT    CAL 1  2  2251  PTT    Texas  2  3148      Southwest USA  2  3176  Full-Time    Hytera USA  2  4639  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    COMM 1  2  3777215  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,2,2,1,,,,NorCal,,2,,2,,2,,,,,,,2,2,,1,1,2,2,2,2,2,2,2
444.3,5,,W5JTC,Amarillo,TX,OPEN,W,242.5,SE,,444.3,449.3,,,Potter,On-Air,,,"Full-time to  
        147.00000 (W5WDR) at Borger, TX .
 


Full-time to  
        444.80000 (W5WDR) at Stinnett, TX .",,,,,,,Linked,,Normally linked to Borger (147.000) and Stinnett (444.800) Repeaters.,,,,,Open ↑ / Open ↓,,,Golden Spread Amateur Information Net. Tuesdays @ 6:30 PM Central,,,,,,,,,,,,,,,,,21379,,,,,,,,,,,,,,,,,,,,,,,,,,
927.1625,-25,151.4,KA3IDN,Amarillo,TX,OPEN,E,242.5,SE,,927.1625,902.1625,151.4,,Potter,On-Air,,,,361016,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.65,5,127.3,N5LUL,Amarillo,TX,OPEN,,242.5,SE,,441.65,446.65,127.3,,Potter,On-Air,,,,,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.375,5,88.5,WR9B,Amarillo,TX,OPEN,,242.5,SE,,441.375,446.375,88.5,,Randall,On-Air,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,5,,N5LTZ,Amarillo,TX,CLOSED,,242.6,SE,,443.5,448.5,,,Potter,,,,,,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,88.5,N5ZLU,Amarillo,TX,OPEN,,242.6,SE,,146.74,146.14,88.5,,Randall,On-Air,Southwest Lynx System,,Full-time to the  Southwest Lynx System .,,,,,TVHFS,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,,N5LTZ,Amarillo,TX,OPEN,,242.6,SE,,146.92,146.32,,,Randall,,CRII,,,,,,,TVHFS,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,88.5,N5LTZ,Canyon,TX,OPEN,,246.4,SE,,443.65,448.65,88.5,,Randall,On-Air,,,,,,,,TVHFS,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,252.1,NW,,447,442,107.2,,Garfield,On-Air,,,,,,,,CCARC,,8,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,258.4,NE,,147.03,147.63,88.5,,Sherman,Off-Air,Sherman County Amateur Radio Club (SCARE),,,,3769,,SCARE on Facebook,,,,I-70,This is the highest (above sea level) amateur repeater in Kansas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,103.5,WB7EGF,"Quemado, Fox Mtn",NM,OPEN,,262,SW,,448.05,443.05,103.5,,Catron,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,270.3,NW,,445.2625,440.2625,,,Rio Blanco,On-Air,RMHAM,,,,,,https://www.rmham.org,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,88.5,N5LTZ,Wayside,TX,OPEN,,273.2,SE,,444.575,449.575,88.5,,Armstrong,On-Air,,Caprock Intertie,,,,,Caprock Intertie,TVHFS,,Linked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,88.5,WU5Y,Tulia,TX,OPEN,,275.7,SE,,147.36,147.96,88.5,,Swisher,,,,,,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
