Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,Downlink Tone,Nets,Notes,Links,IRLP,On-air,Affiliate,EchoLink,D-STAR Enabled,Node,Sources,AllStar,Commands,DMR Enabled,Color Code,Wide Network,Location Photo,Grid,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,Local,Denver Regional,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,226.4,SE,yes,147.22,147.82,100,Rio Arriba,On-Air,Wide area.,New Mexico Mega Link Assoc,10,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,226.6,SE,yes,145.175,144.575,141.3,Sandoval,Off-Air,,NMEMA ARC,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,231.1,SE,yes,147.24,147.84,67,Sandoval,On-Air,Wide area.,,9,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,CC1 CSQ,NU7TS,"Pleasant View, Rocky Point",UT,OPEN,,231.3,NNW,yes,447.35,442.35,CSQ,Weber,On-Air,Weber COunty,WA7KMF,DMR,,,yes,CSQ,,"Temporary location until spring. Brandmeister System TS1 TG3100, TS2 TG3149, TG31491",,,,,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,,K7HK,"Tooele, Black Mountain",UT,OPEN,,233.5,NW,yes,145.35,144.75,,Tooele,,West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,100,K7MLA,"Tooele, Black Mountain",UT,OPEN,,233.5,NW,yes,449.225,444.225,100,Tooele,On-Air,,ERC,E-power.,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,,W7EO,"Tooele, Black Mountain",UT,OPEN,,233.5,NW,yes,146.98,146.38,,Tooele,On-Air,West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.  I-80 corridor west of the Wasatch Front to the Nevada border.,"Tooele County ARES, West Desert ARC","Autopatch, 6,295'.",,UVHFS,yes,,,,"Full-time to  
        147.20000 (W7EO) at Wendover, Wendover Peak, UT .
 


Full-time to  
        145.39000 (W7EO) at Vernon, Black Crook Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,W7SU,"Ogden, Little Mountain",UT,OPEN,,233.6,NW,yes,146.82,146.22,123,Weber,On-Air,Wasatch Front from south of Salt Lake City to the Utah/Idaho border and into the West desert toward Nevada.,Ogden ARC,,OARC Repeaters,UVHFS,yes,123,,,,,,Utah VHF Soc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
448.575,-5,100,W7SU,"Ogden, Little Mountain",UT,OPEN,,233.7,NW,yes,448.575,443.575,100,Weber,On-Air,Salt lake to Idaho and west toward Nevada,OARC,,http://www.ogdenarc.org/,UVHFS,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,237,SE,yes,146.76,146.16,67,Taos,On-Air,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,11,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,237,SE,yes,145.175,144.575,141.3,Taos,Off-Air,,NMEMA ARC,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,103.5,AC7O,"Ogden, Promontory Pt",UT,OPEN,,240.5,NW,yes,147.26,147.86,103.5,Salt Lake,On-Air,Wide area: Wasatch Front from Ogden to the Utah/Idaho border. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Bridgerland ARC,Closed autopatch.,BARC Repeaters,UVHFS,yes,,Tuesdays at 9 pm,,"Full-time to  
        147.26000 (AC7O) at Ogden, Promontory Pt, UT .
 


Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,123,K7HEN,"Ogden, Promontory Pt",UT,OPEN,,240.5,NW,yes,145.49,144.89,123,Weber,On-Air,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,"Amateur Radio, Inc",Autopatch.,,UVHFS,yes,,MARA: Wed at 2100.,,Full-time to the  Intermountain Intertie System .,,,Mercury ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,123,N7TOP,"Corinne, Promontory Point",UT,OPEN,,240.6,NW,yes,146.92,146.32,123,Weber,On-Air,Wasatch Front from Ogden to the Utah/Idaho border.,,,,UVHFS,yes,,,6,"Full-time to  
        449.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,241.2,SE,yes,147.04,147.64,141.3,Rio Arriba,Off-Air,,NMEMA ARC,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,246.2,SE,yes,145.41,144.81,100,Santa Fe,Off-Air,,W5HO,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,247.9,SE,yes,443.1,448.1,100,Sandoval,On-Air,Wide area - NW NM.,Sandoval County ARES,"Linked, e-power.",http://nmscares.org/,NMFCC,yes,,Sandoval County ARES: Mon at 19:30.,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",,,,ARRL,,,,,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,253.9,SE,yes,145.19,144.59,,Los Alamos,On-Air,Wide Area,SFARC,,,NMFCC,yes,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,,,,,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,254.7,SE,yes,223.94,222.34,CSQ,Los Alamos,On-Air,,,E-power.,,NMFCC,yes,CSQ,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,257.3,SE,yes,442.425,447.425,,Los Alamos,On-Air,30,,,,,yes,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,257.4,SE,yes,444.775,449.775,,Los Alamos,On-Air,Los Alamos and surrounding areas,WD9CMS,E-power.,,NMFCC,yes,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,257.5,NE,yes,147.015,147.615,146.2,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,http://www.uwyo.edu/uarc/,,yes,,,,,,,,82070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,257.6,SE,yes,442.25,447.225,,Los Alamos,Off-Air,,,,,NMFCC,yes,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,257.6,SE,yes,146.88,146.28,CSQ,Los Alamos,On-Air,,Los Alamos ARC,Autopatch,,NMFCC,yes,CSQ,LAARC: Sun at 2000.,Located on the Barranca Mesa water tower.,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,257.9,SE,yes,144.265,144.265,203.5,Los Alamos,On-Air,,,,,,yes,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,257.9,SE,yes,442.925,447.925,,Los Alamos,On-Air,,,,,,yes,,,,,,,,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,257.9,SE,yes,927.9,902.9,,Los Alamos,On-Air,Los Alamos and surrounding areas,,,,NMFCC,yes,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,258,SE,yes,224.04,222.44,100,Los Alamos,On-Air,,KA5BIW,,,,yes,100,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,258,SE,yes,442,447,100,Los Alamos,On-Air,,KA5BIW,Linked with 224.04 KA5BIW,http://ka5biw.com/ham_radio/repeater.php,,yes,,,,,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,259.4,SE,yes,147.18,147.78,100,Rio Arriba,On-Air,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,NMFCC,yes,100,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,267.4,SE,yes,51.5,51.5,100,Taos,On-Air,,Taos ARC,,Taos Amateur Radio Club,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,267.4,SE,yes,147.12,147.72,67,Taos,On-Air,Wide area.,Taos Amateur Radio Club,E-power.,http://taosarc.org/,NMFCC,yes,,,,,,,ARRL,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,267.4,SE,yes,224.4,222.8,225.7,Taos,On-Air,,Taos ARC,,http://taosarc.org,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,267.5,SE,yes,449.875,444.875,123,Taos,Off-Air,,Taos ARC,"Linked to 147.34, E-Power.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,281.7,SE,yes,145.19,144.59,162.2,Bernalillo,On-Air,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,281.7,SE,yes,145.21,144.61,,Santa Fe,On-Air,Local Santa Fe,W5SF,,,,yes,,,Soon to move to a better location.,,,,Santa Fe Amateur Radio Club,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,281.7,SE,yes,444.575,449.575,,Santa Fe,On-Air,Local Santa Fe,W5SF,,,,yes,,,Soon to move to a better location,,,,Santa Fe Amateur Radio CLub,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,282.4,NE,yes,146.82,146.22,114.8,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,,WRCG,yes,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,282.9,NE,yes,146.61,146.01,,Albany,On-Air,Laramie Valley  30 mi radius.,University ARC,,http://www.uwyo.edu/uarc,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,283,SE,yes,147.02,147.62,141.3,Santa Fe,On-Air,,NMEMA ARC,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,283.1,SE,yes,442.825,447.825,131.8,Santa Fe,On-Air,,Santa Fe ARC,Autopatch.,,NMFCC,yes,,,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,283.1,SE,yes,146.82,146.22,162.2,Santa Fe,On-Air,Wide area.,Santa Fe ARC,"Autopatch, e-power.",SFARC Repeaters,NMFCC,yes,,,,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,293.2,SE,yes,147.26,147.86,67,San Miguel,On-Air,Wide area.,,11,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,293.2,SE,yes,147.3,147.9,162.2,San Miguel,On-Air,Wide area.,Santa Fe ARC,"E-power, linked.",SFARC Repeaters,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
