Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update,Notes,Affiliate,IRLP,Links,EchoLink,AllStar,On-air,D-STAR Enabled,Node,Sources,Commands,DMR Enabled,Color Code,Wide Network,Location Photo,Grid,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 310,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Europe,DCI Bridge,Southwest USA,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Local,WIRES-X,Feed,P25 Digital Enabled,NAC,Default Reflector,Wyoming,WyLOCAL
447.95,-5,,KF7VJO,"Paradise, AC7II QTH",UT,OPEN,,233.2,NW,,447.95,442.95,,,Cache,On-Air,,KF7VJO,,,http://barconline.org/repeaters/,UVHFS,,,,,,,,,,KF7VJO (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7UB,Brigham City,UT,OPEN,,234.4,NW,,145.29,144.69,123,,Box Elder,On-Air,Wasatch Front from Ogden to the Utah/Idaho border.,GSARC,E-power.,"Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00.",http://www.ubetarc.org/clubinfo.html,UVHFS,,,,,"Full-time to  
        147.22000 (K7UB) at Riverside, UT .
 


Full-time to  
        145.43000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        448.30000 (K7UB) at Howell, Blue Springs Hill, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,100,AC7II,"Logan, Mt Pisgah",UT,OPEN,,234.9,NW,,449.65,444.65,100,100,Cache,On-Air,"Communities in the Cache Valley as well as Mantua.  The Intermountain Intertie network covers much of Utah as well as parts of Idaho, Montana, Arizona, Nevada, and occasionally California.",,,,http://barconline.org/,UVHFS,,http://utahvhfs.org/,,,Full-time to the  Intermountain Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,235.6,SE,,147.24,147.84,67,,Sandoval,On-Air,Wide area.,,9,,,NMFCC,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,235.7,SE,,146.76,146.16,67,,Taos,On-Air,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,235.7,SE,,145.175,144.575,141.3,,Taos,Off-Air,,NMEMA ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,236.6,NE,,147.015,147.615,146.2,,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,http://www.uwyo.edu/uarc/,,,,,,,82070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,
146.92,-0.6,123,N7TOP,"Corinne, Promontory Point",UT,OPEN,,237,NW,,146.92,146.32,123,,Weber,On-Air,Wasatch Front from Ogden to the Utah/Idaho border.,,,,,UVHFS,,6,,,"Full-time to  
        449.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,103.5,AC7O,"Ogden, Promontory Pt",UT,OPEN,,237,NW,,147.26,147.86,103.5,,Salt Lake,On-Air,Wide area: Wasatch Front from Ogden to the Utah/Idaho border. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Bridgerland ARC,Closed autopatch.,Tuesdays at 9 pm,BARC Repeaters,UVHFS,,,,,"Full-time to  
        147.26000 (AC7O) at Ogden, Promontory Pt, UT .
 


Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,,WA7MXZ,"Logan, Cache CSO",UT,OPEN,,237.4,NW,,146.64,146.04,,,Cache,Off-Air,Logan and immediately surrounding communities.,Bridgerland ARC,Autopatch.,,BARC Repeaters,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,103.5,WA7KMF,"Mantua,  Murrays Hill",UT,OPEN,,238.7,NW,,449.8,444.8,103.5,,Cache,On-Air,Logan and immediately surrounding communities.,Bridgerland ARS,,,,UVHFS,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,NU7TS,Wellsville,UT,OPEN,,238.7,NW,,449.575,444.575,,,Cache,On-Air,,,,,,,,,,,,,,,,NU7TS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.5125,-25,103.5,AF7FH,Wellsville,UT,OPEN,,239.7,NW,,927.5125,902.5125,103.5,,Cache,,,BARC,,,,UVHFS,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,240,WSW,,447.95,442.95,,,Washington,On-Air,,,,,,UVHFS,,,,,,,,,,KF7YIX (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,100,W7DRC,"Toquerville, Toquerville Hill",UT,OPEN,E,240.4,WSW,,145.45,144.85,100,,Washington,On-Air,"Hurricane Valley including Toquerville, LaVerkin, Hurricane, Leeds, Silver Reef, Pintura, as well as the rest of the lower Black Ridge and parts of Washington City.",Dixie ARC,,Sun at 20:00 hours.,,UVHFS,,5,,,"Full-time to  
        145.49000 (W7DRC) at St George, Utah Hill, UT .
 


Full-time to  
        146.64000 (W7DRC) at St George, Webb Hill, UT .",678741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,240.9,WSW,,145.15,144.55,,,Washington,On-Air,,,,,,UVHFS,,,,,,,,,,KF7YIX (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,243,SE,,147.04,147.64,141.3,,Rio Arriba,Off-Air,,NMEMA ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,243.9,NE,,147.24,147.84,100,,Carbon,On-Air,Wide area.,CCARS,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,,K5JCA,"Hurricane, Hurricane Mesa",UT,OPEN,,244.8,WSW,,449.275,444.275,,,Washington,On-Air,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,245.3,E,,447.7,442.7,100,100,Larimer,On-Air,Wide Area Coverage,Northern Colorado Amateur Radio Club,,,http://ncarc.net/,,,,,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,245.3,E,,146.625,146.025,100,100,Larimer,On-Air,Wide area: Northern front range.,Northern Colorado ARC,E-power.,,,CCARC,,,,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,245.3,E,,224.84,223.24,100,100,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,"E-power, 25 watts.",,,,,,,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,,WB6JAA,"Grand Canyon, Hopi Pt",AZ,OPEN,E,245.4,SW,,147.32,147.92,,,Coconino,On-Air,,,E-power,,,ARCA,,,,,,369463,,,,,,,,,,,DM36wb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,253.4,SE,,145.39,144.79,100,,Taos,On-Air,Wide area.,Taos ARC,"E-power, linked.",,Taos Amateur Radio Club,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,123,K7UB,"Howell, Blue Springs Hill",UT,OPEN,,254.3,NW,,145.43,144.83,123,,Box Elder,On-Air,Wasatch Front from Ogden to the Utah/Idaho border. North Salt Lake to South Ogden.,GSARC,E-power,"Willard/Perry Sun at 19:00 9MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business - Wed at 20:00.",http://www.ubetarc.org/clubinfo.html,UVHFS,,,,,"Full-time to  
        147.22000 (K7UB) at Riverside, UT .
 


Full-time to  
        448.30000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        145.29000 (K7UB) at Brigham City, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,123,K7UB,"Howell, Blue Springs Hill",UT,OPEN,,254.3,NW,,448.3,443.3,123,,Box Elder,On-Air,Wasatch Front from Ogden to the Utah/Idaho border.,GSARC,,"Willard/Perry Sun at 19:00 (MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00.",http://www.ubetarc.org/clubinfo.html,UVHFS,,,,,"Full-time to  
        147.22000 (K7UB) at Riverside, UT .
 


Full-time to  
        145.43000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        145.29000 (K7UB) at Brigham City, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,259.9,SE,,145.25,144.65,123,,Taos,On-Air,,Taos ARC,,,Taos Amateur Radio Club,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,259.9,SE,,147.18,147.78,100,100,Rio Arriba,On-Air,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,NMFCC,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,260.4,SE,,147.14,147.74,67,,Taos,On-Air,,,11,,http://www.taosarc.com/,,,,TaosARC,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,261.4,NE,,146.82,146.22,114.8,,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,Shy-WY ARC: Thu at 19:00.,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,261.9,NE,,146.61,146.01,,,Albany,On-Air,Laramie Valley  30 mi radius.,University ARC,,,http://www.uwyo.edu/uarc,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,263.4,SE,,444.975,449.975,123,,Taos,On-Air,,N5TSV,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,265.8,NE,,447.225,442.225,,,Albany,On-Air,Wide area.,Laramie County EM,,,,WRCG,,,Wyoming DMR Project,,,,,,,,,,,11,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,266.8,NE,,53.03,52.03,,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,8,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,267,SE,,224.4,222.8,225.7,,Taos,On-Air,,Taos ARC,,,http://taosarc.org,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,267,SE,,449.875,444.875,123,,Taos,Off-Air,,Taos ARC,"Linked to 147.34, E-Power.",,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,267,SE,,147.12,147.72,67,,Taos,On-Air,Wide area.,Taos Amateur Radio Club,E-power.,,http://taosarc.org/,NMFCC,,,ARRL,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,267,SE,,51.5,51.5,100,,Taos,On-Air,,Taos ARC,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
