Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,Notes,Last update,Coverage,Sponsor,Features,Coordination,Downlink Tone,Affiliate,Links,Nets,Web links,On-air,IRLP,AllStar,DMR Enabled,Color Code,Wide Network,Grid,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Commands,Feed,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,English,TAC 310,WIRES-X,Location Photo,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,197.6,NE,,147.165,147.765,114.8,Laramie,On-Air,,,,,Shy-Wy Amateur Radio Club,E-power.,WRCG,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,199.2,S,,147.36,147.96,100,San Juan,On-Air,,,,,,,NMFCC,,,Full-time to the  San Juan Connection System .,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,199.2,NNE,,224.68,223.08,,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,199.2,NNE,,449.625,444.625,151.4,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,199.3,NNE,,146.88,146.28,100,Platte,On-Air,,,,,GPARA,,WRCG,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,199.9,W,,147.2,147.8,88.5,Carbon,On-Air,64264,,,,,,UVHFS,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,199.9,W,,145.43,144.83,88.5,Carbon,,,,,Price.,,5,UVHFS,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,199.9,W,,448.3,443.3,88.5,Carbon,,,,,Price.,College of Eastern Utah ARC,,UVHFS,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,199.9,W,,224.5,222.9,88.5,Carbon,,,,,,College of Eastern Utah ARC,5,UVHFS,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,199.9,W,,448.3,443.3,,Carbon,,64264,,,,,,UVHFS,,,,,,Unknown,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,200.8,SSE,,146.76,146.16,67,Rio Arriba,On-Air,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,200.8,SSE,,147.22,147.82,100,Rio Arriba,On-Air,,,,Wide area.,New Mexico Mega Link Assoc,10,NMFCC,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,201.8,SSW,,442.25,447.25,,San Juan,On-Air,,,,,,,NMFCC,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,1,,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,1,1,,,,,,,,,,2,,1,2,,,,,,2,2
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,201.8,SSW,,146.74,146.14,100,San Juan,On-Air,,,,,Totah ARC,"Closed autopatch, e-power.",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,201.8,SSW,,447.45,442.45,107.2,San Juan,On-Air,,,,,KB5ITS,"E-power, remote base.",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,201.8,SSW,,146.88,146.28,100,San Juan,On-Air,,,,,,,NMFCC,,,Full-time to the  San Juan Connection System .,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,204,WNW,,147.34,147.94,136.5,Uintah,On-Air,,9,,Wide area.,Borderline Amateur Radio Club,,UVHFS,,Roosevelt Junior High School Amateur Radio Club,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,204.4,SSW,,1291.1,1271.1,,Bernalillo,On-Air,,,,,San Juan County,DV only,NMFCC,,,,,,,,,,,,,,,,,,,,,,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,204.5,SSW,,145.115,144.515,,San Juan,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,206.7,ESE,,145.4,144.6,88.5,Washington,On-Air,,Part of the Colorado Connection system of repeaters,,Northeastern plains of Colorado.,Colorado Connection,,CCARC,123,,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,206.7,ESE,,448.175,443.175,,Morgan,On-Air,,,,,W0FT,,CCARC,,Rocky Mountain Ham Radio,,,http://www.rmham.org/,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,209.2,W,,145.31,144.71,88.5,Carbon,On-Air,,9,,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,,,,,http://sdarc.us/repeaters/ford.html,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,213.8,NNW,,145.445,144.845,110.9,Fremont,On-Air,,5,,Lander and north to Wind River Canyon and south in the Wind River Mountains.,"KC7CJN, WB7CJT",,WRCG,,FCARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,214.2,E,,145.295,144.695,,Logan,Off-Air,,,,Wide area,NECARA,"Autopatch, e-power.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,214.8,WNW,,147.38,147.98,100,Duchesne,On-Air,,,,Wide area.,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,214.9,NE,,147,146.4,103.5,Banner,On-Air,,,,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,219.1,SE,,446.775,441.775,,Las Animas,On-Air,,,,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,,,,,,,,,,,,,,,,,,,,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,220.2,SE,,449.6,444.6,107.2,Las Animas,Off-Air,,,,Wide area.,Cheyenne Mtn Rptr Grp,E-power.,CCARC,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,220.2,SE,,147.375,147.975,100,Las Animas,Off-Air,,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,220.2,SE,,447.375,442.375,100,Las Animas,On-Air,,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,E-power (batt).,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,221,SSE,,145.25,144.65,123,Taos,On-Air,,,,,Taos ARC,,NMFCC,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,221.4,SE,,446.75,441.75,,Otero,On-Air,,Please use Busy Channel LockOut,,La Junta,,E-power.,,,KC0ITF,,,,,,,,0,,,,,,,,,,,,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,221.4,SE,,147.36,147.96,,Otero,On-Air,,Digital Wires-X,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,E-power,,123,KC0ITF,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,11598,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,226.6,NE,,444.125,449.125,114.8,Scotts Bluff,On-Air,,,,Wide area,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,227.3,SW,,449.9,444.9,123,San Juan,On-Air,,Part time link to  two repeaters,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,6,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,228.7,WSW,,147.08,147.68,136.5,Wayne,On-Air,64264,11,,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,,,Full-time to the  Sinbad Desert (SDARC) System .,,http://sdarc.us/repeaters/mt-ellen.html,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,230.8,SE,,145.43,144.83,107.2,Las Animas,On-Air,,,,,Cheyenne Mountain Repeater Group,,CCARC,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,230.8,SE,,446.775,441.775,,Colfax,On-Air,,,,,Cheyenne Mountain Repeater Group,,NMFCC,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,233,NE,,445.1,445.1,100,Scotts Bluff,On-Air,,This is a simplex IRLP node.,,,,,,100,,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,K7JL,"Evanston, Medicine Butte",WY,OPEN,,233.7,WNW,,146.86,146.26,100,Uinta,On-Air,,8,,Wide area: Southwestern Wyoming including Kemmerer and Evanston.,Utah VHF Society,,WRCG,,Intermountain Intertie,"Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",Utah VHF Society Tuesday: 20:00,http://www.utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,,KA7SHX,"Kemmerer, Quealy Peak",WY,OPEN,,234.8,NW,,449.825,444.825,,Lincoln,On-Air,,,,,ORARC,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,,KF7EHE,Kemmerer,WY,OPEN,,234.9,NW,,449.075,444.075,,Lincoln,Off-Air,,,,,,220,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,235.4,NE,,444.825,449.825,,Scotts Bluff,On-Air,,,,,W0KAV/KW0R,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,235.4,NE,,145.475,144.875,,Scotts Bluff,On-Air,,,,20,RWMC,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,100,KG7VVQ,"Kemmerer, Quealy Peak",WY,OPEN,,235.5,NW,,147.09,147.69,100,Lincoln,On-Air,,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,236.9,SE,,147.28,147.88,100,Colfax,On-Air,,,,Wide area.,,8,NMFCC,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,238.1,NE,,147.075,147.675,,Scotts Bluff,On-Air,,,,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,240.3,NE,,146.445,146.445,88.5,Scotts Bluff,On-Air,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,88.5,,,,http://garymcduffie.com,,3055,,,,,,,,,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KC7BJY,"Big Piney,  The Hogsback",WY,OPEN,,251.5,NW,,146.88,146.28,100,Sublette,On-Air,,9,,,"Sublette Co ARC """,,WRCG,,,,SCARC: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,265.3,SE,,444.8,449.8,77,Union,Off-Air,,,,Wide area.,Sierra Grande Repeater Club,E-power.,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,265.3,SE,,147.175,147.775,141.3,Union,On-Air,,,,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,265.3,SE,,146.85,146.25,100,Union,Off-Air,,,,Wide area.,Sierra Grande RC,E-power.,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,272,SW,,448.6,443.6,100,San Juan,On-Air,,,,Wide Area.,Utah VHF Society,,UVHFS,,Intermountain Intertie,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",UVHFS: Tue at 20:00.,http://utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,274.4,SW,,146.96,146.36,100,San Juan,On-Air,,10,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",KE7OZE,,UVHFS,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,274.4,SW,,448.75,443.75,100,San Juan,On-Air,,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,10,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,274.4,SW,,449.925,444.925,100,San Juan,On-Air,,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",Lake Powell ARG,10,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
