Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Commands,Feed,EchoLink,AllStar,On-air,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Worldwide,North America,Local/Cluster,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Location Photo,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,213.5,SE,,146.61,146.01,123,Prowers,On-Air,Lamar Amateur Radio Club,,3774,CCARC,,,,,,,123,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,,,,,,,,,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,213.5,SE,,449.5,444.5,123,Prowers,On-Air,Lamar ARC,,3774,CCARC,,,,,,,,45,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,,,,,,,,,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,,214.2,NW,,448.025,443.025,123,Sweetwater,On-Air,DRAWZM Communications,,,,,,,,Mountain West Radio Group,,,Wide area.,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC1 123.0,KF7OBL,Rock Springs,WY,OPEN,,214.2,NW,,448.875,443.875,123,Sweetwater,On-Air,,DMRPlus,,,,,1,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      Local/Cluster  2  2      Mountain Reg USA  2  3177    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,Yes; analog capable.,,,,,,1,1,2,,,,,,,,1,,,,,,2,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,214.2,NW,,146.655,146.055,107.2,Sweetwater,On-Air,Sweetwater Amateur Radio Club,,,,,,,,,http://wy7u.angelfire.com,107.2,Wide area. 100 mi radius.,,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use on both analog and d-star at different times.,,,,,,,,,,865361,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
447.1125,-5,CC11,K7DRA,Rock Springs,WY,OPEN,,214.2,NW,,447.1125,442.1125,,Sweetwater,On-Air,,,,WRCG,,,11,,,,,Rock Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,,KA7PJK,Rock Springs,WY,OPEN,,214.2,NW,,147.3,147.9,,Sweetwater,Testing,ka7PJk,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.205,-0.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,W,214.2,NW,,145.205,144.605,123,Sweetwater,On-Air,,,,,,,,,Mountain West Radio Group Wyoming,http://alcomdra.com,,"Rock Springs, Green River and Sweetwater County",,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,21322,,,,,,,,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,215,NW,,444.5,449.5,123,Sweetwater,On-Air,Sweetwater ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,216.2,SSW,,442.25,447.25,,San Juan,On-Air,,,,NMFCC,,,1,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,2,,,2,,,,,2,2
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,216.2,SSW,,447.45,442.45,107.2,San Juan,On-Air,KB5ITS,"E-power, remote base.",,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,216.2,SSW,,146.74,146.14,100,San Juan,On-Air,Totah ARC,"Closed autopatch, e-power.",,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,216.2,SSW,,146.88,146.28,100,San Juan,On-Air,,,,NMFCC,,,,,,http://www.sjcham.com,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,217.4,WSW,,447.4,442.4,,San Juan,,,11,,UVHFS,,,,,Cactus-Intertie,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,217.4,WSW,,146.61,146.01,88.5,San Juan,On-Air,Sinbad Desert ARC,Remote base.,3270,UVHFS,,,,,,http://www.sdarc.us/repeaters/abajo.html,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,11.36,,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,217.4,WSW,,447.1,442.1,107.2,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),E-power.,,UVHFS,,,,,,http://gmra.org,107.2,Wide area.,Full-time to the  GMRA Open System .,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,217.4,WSW,,223.94,222.34,,San Juan,,Grand Mesa Rptr Assoc,11,,UVHFS,,,,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,123,K7DRA,Rock Springs,WY,OPEN,EW,218.1,NW,,444.7,449.7,123,Sweetwater,On-Air,,,,,,,,,Mountain West Radio Group,,CSQ,Rock Springs,,,,,,,,,,,,824055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,218.5,SSW,,1291.1,1271.1,,Bernalillo,On-Air,San Juan County,DV only,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,218.6,SSW,,145.115,144.515,,San Juan,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,,KI7BER,Rock Springs,WY,OPEN,,219.9,NW,,449.475,444.475,,Sweetwater,On-Air,K7DRA,,,,,,,,Mountain West Radio Group Wyoming,http://www.alcomdra.com,,Rock Springs / Green River an Interstate 80 from mile post 110 to 38.,,,,,,,,,,,,,,,,,,,,KI7BER (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,221.3,NW,,444.775,449.775,123,Sweetwater,Testing,,,,WRCG,,,12,,,,123,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,222.8,SSW,,448.65,443.65,127.3,San Juan,On-Air,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,222.8,SSW,,146.92,146.32,100,San Juan,On-Air,San Juan County OEM,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,227.9,SSW,,146.76,146.16,100,San Juan,On-Air,,"Closed autopatch, e-power.",,NMFCC,,,,,,http://www.sjcham.com,100,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,227.9,SSW,,147,147.6,100,San Juan,On-Air,,"Autopatch, e-power.",,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,227.9,SSW,,442.325,447.325,,San Juan,On-Air,,AZ-TRBONET,,NMFCC,,,1,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,2,,,2,,,,,2,2
449,-5,100,K5WY,Farmington,NM,OPEN,,227.9,SSW,,449,444,100,San Juan,,K5WY,E-power.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,227.9,SSW,,444.15,449.15,,San Juan,On-Air,San Juan County,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,227.9,SSW,,53.01,52.01,131.8,San Juan,On-Air,KB5ITS,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,227.9,SSW,,146.85,146.25,100,San Juan,On-Air,Totah ARC,Closed autopatch.,,NMFCC,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,229.3,SSW,,1291.7,1271.7,,San Juan,On-Air,San Juan County,DV only,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,230,SSE,,146.85,146.25,100,Union,Off-Air,Sierra Grande RC,E-power.,,NMFCC,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,230,SSE,,147.175,147.775,141.3,Union,On-Air,NMEMA ARC,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,230,SSE,,444.8,449.8,77,Union,Off-Air,Sierra Grande Repeater Club,E-power.,,NMFCC,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,232.1,SE,,146.64,146.04,100,Las Animas,Off-Air,,,,CCARC,,,,,,KZ0DEM Repeaters,100,Wide area: West BACA and East Las Animas counties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,240.6,SE,,147.33,147.93,118.8,Baca,Off-Air,Baca County Amateur Emergency Management,,7142,CCARC,,,,,,KZ0DEM Repeaters,118.8,,,,,,,,,,,,,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,240.6,SE,,449.2,444.2,118.8,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,7142,,,,,,,,118.8,provides coverage to central Baca County,,,,,,,,,,55,,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,240.6,SE,,147.09,147.69,118.8,Baca,,BCDEARC,,,CCARC,,,,,,,118.8,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,242.3,NE,,147.015,147.615,,Box Butte,On-Air,N2VHZ,,,,,,,,,,,Local.,,,,,,,,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,243.5,NE,,146.715,146.115,103.5,Box Butte,On-Air,TriCity,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,262.7,SW,,449.9,444.9,123,San Juan,On-Air,,6,,UVHFS,,,,,,,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,276.7,SE,,147.35,147.95,88.5,Cimarron,On-Air,CAPROCK / DUST BOWL INTERTIE,,,,,,,,,,88.5,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
