Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Grid,Coverage,Sponsor,EchoLink,Downlink Tone,Links,Notes,Nets,IRLP,Commands,DMR Enabled,Color Code,Wide Network,Affiliate,On-air,AllStar,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Location Photo,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,English,Mountain Reg USA,Wyoming,WyLOCAL,Worldwide English,DCI Bridge,N. Colorado,TAC 310,Europe,Southwest USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local
447.25,-5,100,KE7LMG,"Murray, Intermountain Medical Center",UT,OPEN,,223.8,WNW,,447.25,442.25,100,Salt Lake,,,,UVHFS,,,Wide area.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,223.8,WNW,,146.74,146.14,114.8,Salt Lake,On-Air,4,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,Mercury ARA,,,,,MARA: Wed at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,100,NM7P,Murray,UT,OPEN,,223.8,WNW,,145.35,144.75,100,Salt Lake,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,223.8,WNW,,448.1,443.1,114.8,Salt Lake,On-Air,4,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,224.3,SSE,,146.76,146.16,67,Taos,On-Air,11,,,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,224.3,SSE,,145.175,144.575,141.3,Taos,Off-Air,,,NMFCC,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,123,KB7ZCL,"Morgan, TV Site.",UT,OPEN,,224.4,WNW,,147.1,147.7,123,Morgan,On-Air,,,UVHFS,,,City of Morgan and surrounding communities.,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,KF7YXL,"South Salt Lake City, Fire Station 43",UT,OPEN,,224.6,WNW,,447.7,442.7,100,Salt Lake,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,114.8,N7UEO,Pleasant Grove,UT,OPEN,,224.7,WNW,,449.325,444.325,114.8,Utah,On-Air,4,,UVHFS,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,100,N7HIW,Murray,UT,OPEN,,224.8,WNW,,448.125,443.125,100,Salt Lake,,,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,4,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,114.8,K7LNP,West Jordan,UT,OPEN,,224.9,WNW,,447.575,442.575,114.8,Salt Lake,,,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,100,WD7P,West Jordan,UT,OPEN,,225,WNW,,447.75,442.75,100,Salt Lake,,,,UVHFS,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9375,-5,CC1,N6DVZ,West Jordan,UT,OPEN,,225,WNW,,447.9375,442.9375,,Salt Lake,On-Air,,http://www.dmr-utah.net,UVHFS,,,Greater Salt Lake Valley to Ogden,,,,,,,,,,1,,,,,,,,DMR-UTAH,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,2,,,,,,,,,1,2,,,,,,2,,,1,1,1,2,2,2,2,2,2,2,2,2,2,
146.88,-0.6,88.5,KD0J,"Salt Lake City, SLCC",UT,OPEN,,225.3,WNW,,146.88,146.28,88.5,Salt Lake,On-Air,,http://www.slcoares.net/,UVHFS,,,"Salt Lake Valley communities from Salt Lake City to Draper. 
North Salt Lake to South Ogden.",Utah VHF Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,,W7SAR,Salt Lake City,UT,OPEN,,226,WNW,,447.175,442.175,,Salt Lake,On-Air,Portable.,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,167.9,AC7II,"Salt Lake City, Mt Pisgah",UT,OPEN,,226.2,WNW,,449.65,444.65,167.9,Salt Lake,,,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.5875,-25,D432,W7XDX,Salt Lake City,UT,OPEN,,226.2,WNW,,927.5875,902.5875,D432,Salt Lake,,,,UVHFS,,,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,151.4,KA7OEI,Salt Lake City,UT,OPEN,,226.2,WNW,,449.75,444.75,151.4,Salt Lake,,,,UVHFS,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.68,-0.6,123,N7JSQ,"Huntsville, Herd Mountain",UT,OPEN,,226.4,WNW,,146.68,146.08,123,Morgan,On-Air,"Autopatch, linked to (145.490).",,UVHFS,,,"Wide area: City of Morgan and surrounding communities, southern Bear Lake.","Amateur Radio, Inc",,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,100,WD7SL,"Salt Lake City, LDS HQ",UT,OPEN,I,226.4,WNW,,448.425,443.425,100,Salt Lake,On-Air,,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,ERC,,,,,,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,CSQ,AA7JR,"Salt Lake City, Capitol",UT,OPEN,,226.5,WNW,,145.21,144.61,CSQ,Salt Lake,,Autopatch.,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,Utah VHF Society,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,100,W7DES,"Salt Lake City,  Capitol",UT,OPEN,,226.5,WNW,,448,443,100,Salt Lake,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,W7DES,"Salt Lake City, Capitol",UT,OPEN,,226.5,WNW,,147.06,147.66,,Salt Lake,Off-Air,4,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,Utah VHF Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,100,K7XRD,"Salt Lake City, Ensign Peak",UT,OPEN,,226.9,WNW,,448.525,443.525,,Salt Lake,On-Air,,,UVHFS,,,Salt Lake Valley,SL Crossroads ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,K7DAV,"Bountiful,  golf course",UT,OPEN,,227.1,WNW,,449.925,444.925,,Davis,On-Air,"Remote base, e-power.",http://www.dcarc.net,UVHFS,,,Wide area: North Salt Lake to South Ogden.,Davis Co ARC,,,,5,DARC: Thu at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,KD0J,"Salt Lake City, Ensign Peak",UT,OPEN,,227.4,WNW,,449.9,444.9,100,Salt Lake,,,http://utahvhfs.org,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,227.4,WNW,,146.7,146.1,100,Salt Lake,On-Air,"E-power, 5,911'.",http://www.slcoares.net/,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Salt Lake Co ARES,,,,,Weekly Net: Wed at 20:30 except 4th Wednesday.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,88.5,K7OJU,"Salt Lake City,  Ensign Peak",UT,OPEN,I,227.4,WNW,,449.275,444.275,88.5,Salt Lake,On-Air,Linked.,,UVHFS,,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,227.4,WNW,,448.45,443.45,100,Salt Lake,On-Air,,,UVHFS,,,,Salt Lake Co ARES,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,127.3,WA7SNS,"Salt Lake City, Ensign Peak",UT,OPEN,,227.4,WNW,,147.16,147.76,127.3,Salt Lake,On-Air,"Autopatch, 5,800', linked to (147.240).",,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,"Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.82,-1.6,167.9,WB6CDN,"Salt Lake City, Meridian Peak",UT,OPEN,,227.5,WNW,,224.82,223.22,167.9,Salt Lake,On-Air,"Autopatch, remote base, 6,400'. e-power, link to law enforcement.",,UVHFS,,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Intermountain Repeater Emergency Amateur Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,203.5,KD7IMS,"Salt Lake City,  Ensign Peak",UT,OPEN,,227.6,WNW,,448.175,443.175,203.5,Salt Lake,,5,,UVHFS,,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,N7HIW,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,100,K7JL,"Salt Lake City, Ensign Peak",UT,OPEN,,227.6,WNW,,449.4,444.4,100,Salt Lake,On-Air,2,http://www.utahvhfs.org/snowlink.html,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper. 50 mi radius.,K7JL,,,Full-time to the  Intermountain Intertie System .,5,UVHFS Net: Tue at 20:00.,,,,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.3125,-25,127.3,NU7X,North Salt Lake,UT,OPEN,,229.3,WNW,,927.3125,902.3125,127.3,Davis,Off-Air,4,,UVHFS,,,Wasatch Front from Payson to Tremonton.,Davis Co ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,123,W7CWK,Bountiful,UT,OPEN,,229.4,WNW,,449.35,444.35,123,Davis,On-Air,,,UVHFS,,,North Salt Lake to South Ogden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.425,5,192.8,KD7RTO,"Bountiful,  QTH",UT,OPEN,,229.9,WNW,,447.425,452.425,192.8,Davis,On-Air,4,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,230.7,SW,,448.6,443.6,100,San Juan,On-Air,,http://utahvhfs.org/snowlink.html,UVHFS,,,Wide Area.,Utah VHF Society,,,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",,UVHFS: Tue at 20:00.,,,,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,141.3,K7DAV,"Farmington,  Shepard Peak",UT,OPEN,,231,WNW,,53.01,52.01,141.3,Davis,Off-Air,9,,UVHFS,,,"Davis, Morgan, Weber Counties and North Salt Lake",K7DAV,,141.3,,"New antenna installed 9/17/2016. Replaced broken antenna, replaced duplexer 9/2/2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,D051,K7DAV,"Layton,  Shepard Peak",UT,OPEN,,231,WNW,,449.875,444.875,D051,Davis,On-Air,9,,UVHFS,,,"Wide area: Salt Lake, David, Weber, Morgan Counties",K7UHP,,D051,,,,,,,,,DCARC,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K7MLA,"Layton,  Francis Peak",UT,OPEN,,231,WNW,,146.96,146.36,100,Davis,On-Air,,,UVHFS,,,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,ERC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KC7BJY,"Big Piney,  The Hogsback",WY,OPEN,,231.8,NNW,,146.88,146.28,100,Sublette,On-Air,,,WRCG,,,,"Sublette Co ARC """,,,,9,SCARC: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,136.5,AI7J,"Layton,  Kaysville Peak",UT,OPEN,,232,WNW,,449.6,444.6,136.5,Weber,On-Air,9,,UVHFS,,,Wide area: Wasatch Front from Ogden to the Utah/Idaho border.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,232.8,SW,,449.925,444.925,100,San Juan,On-Air,10,,UVHFS,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",Lake Powell ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,232.8,SW,,146.96,146.36,100,San Juan,On-Air,,,UVHFS,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",KE7OZE,,,,10,,,,,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,232.8,SW,,448.75,443.75,100,San Juan,On-Air,10,,UVHFS,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,234.4,SE,,145.39,144.79,100,Taos,On-Air,"E-power, linked.",Taos Amateur Radio Club,NMFCC,,,Wide area.,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,103.5,WA7KMF,Red Spur,UT,OPEN,,234.8,NW,,145.31,144.71,103.5,Cache,On-Air,"Autopatch, 5,700'.",BARC Repeaters,UVHFS,,,Wide area: Logan and immediately surrounding communities.,Bridgerland ARC,,,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,123,W7DBA,Huntsville,UT,OPEN,I,235.1,WNW,,448.025,443.025,123,Weber,On-Air,,,UVHFS,,,,,,,,,,3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,123,W7DBA,Huntsville,UT,OPEN,,235.1,WNW,,145.21,144.61,123,Weber,,4,http://w7dba.hopto.org/,UVHFS,,,City of Morgan and surrounding communities.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,235.9,NE,,449.625,444.625,151.4,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,235.9,NE,,146.88,146.28,100,Platte,On-Air,,,WRCG,,,,GPARA,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,235.9,NE,,224.68,223.08,,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7DOU,"West Kaysville,  sewer plant",UT,OPEN,,235.9,WNW,,449.7,444.7,,Davis,On-Air,4,,UVHFS,,,Wasatch Front from North Salt Lake to the Utah/Idaho border.,Davis Co ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,237.1,SE,,145.25,144.65,123,Taos,On-Air,,Taos Amateur Radio Club,NMFCC,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,123,W7SU,"Ogden, Mt Ogden",UT,OPEN,,238.5,WNW,,448.6,443.6,123,Weber,On-Air,9,http://www.ogdenarc.org/,UVHFS,,,"Ogden, Salt Lake city, Huntsville, west toward Nevada, north to Idaho",Ogden ARC,,123,,"C4FM Yaesu fusion, digital and analog FM repeater",Weber Co ARES: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,D122,W7SU,"Ogden, Mt Ogden",UT,OPEN,,238.5,WNW,,146.9,146.3,D122,Weber,On-Air,,http://www.ogdenarc.org,UVHFS,,,"Huntsville to West desert, Salt Lake to Idaho border",OARC / VHFS,,D122,,C4FM Yaesu Fusion repeater digital and analog FM,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KJ7YE,Eden,UT,OPEN,,238.8,WNW,,447.6,442.6,,Weber,,,,UVHFS,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,123,N7TOP,"Ogden,  Powder Mountain",UT,OPEN,,239.2,NW,,447.775,442.775,123,Weber,On-Air,Linked.,,UVHFS,,,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,167.9,N7TOP,"Ogden, Powder Mountain",UT,OPEN,,239.2,NW,,224,222.4,167.9,Weber,,Remote base.,,UVHFS,,,Wide area: Cache and Morgan valleys.,Intermountain Repeater Emergency Amateur Network,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,123,KC7SUM,"Ogden, Powder Mountain",UT,OPEN,,239.2,NW,,145.47,144.87,123,Weber,On-Air,,,UVHFS,,,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,131.8,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,239.9,NW,,448.45,443.45,131.8,Rich,On-Air,7,,UVHFS,,,Wide area: Bear Lake and surrounding communities.,Desert ARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,239.9,NW,,147.02,147.62,100,Rich,On-Air,7,,UVHFS,,,Wide area: Bear Lake and surrounding communities.,K7JL,,,"Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",,State RACES: 3rd Thursday of even-numbered months.,,,,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,239.9,NW,,448.975,443.975,,Rich,On-Air,7,,UVHFS,,,Wide area: Bear Lake and surrounding communities.,Desert ARS,,,,,,,,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,239.9,NW,,449.7,444.7,100,Rich,On-Air,,,UVHFS,,,Wide area: Bear Lake and surrounding communities.,,,,,,State RACES: 3rd Thursday of even-numbered months.,,,,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,123,WB7TSQ,"Ogden,  foothills",UT,OPEN,,240.5,WNW,,145.41,144.81,123,Weber,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,123,K7HEN,"Ogden,  Promentory Pt",UT,OPEN,,240.5,WNW,,145.49,144.89,123,Weber,On-Air,Autopatch.,,UVHFS,,,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,"Amateur Radio, Inc",,,,,MARA: Wed at 2100.,,,,,,Mercury ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KD7FDH,"Ogden, Weber State University",UT,OPEN,,240.9,WNW,,145.25,144.65,123,Weber,On-Air,Autopatch.,Weber State University Amateur Radio Club,UVHFS,,,Ogden and surrounding area,Weber State University Amateur Radio Club,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,241.7,NE,,147.165,147.765,114.8,Laramie,On-Air,E-power.,,WRCG,,,,Shy-Wy Amateur Radio Club,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,244.4,SE,,446.775,441.775,,Las Animas,On-Air,,,CCARC,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,246.2,SE,,447.375,442.375,100,Las Animas,On-Air,E-power (batt).,,CCARC,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,246.2,SE,,147.375,147.975,100,Las Animas,Off-Air,,,CCARC,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
