Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Coverage,Features,Links,Nets,Web links,DMR Enabled,Color Code,Wide Network,Affiliate,IRLP,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,AllStar,Commands,Feed,EchoLink,On-air,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Grid,Worldwide,North America,Local/Cluster,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,206.7,SW,,442.25,447.25,,,San Juan,On-Air,,,NMFCC,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,1,,,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,2,,,2,,,,2,2
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,206.7,SW,,146.88,146.28,100,,San Juan,On-Air,,,NMFCC,,,,Full-time to the  San Juan Connection System .,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,208.9,SSW,,1291.1,1271.1,,,Bernalillo,On-Air,San Juan County,,NMFCC,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,209,SW,,145.115,144.515,,,San Juan,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,209.1,SSE,,146.85,146.25,100,,Union,Off-Air,Sierra Grande RC,,NMFCC,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,209.1,SSE,,147.175,147.775,141.3,,Union,On-Air,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,209.1,SSE,,444.8,449.8,77,,Union,Off-Air,Sierra Grande Repeater Club,,NMFCC,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,209.4,E,,146.955,146.355,,,Phillips,,PCARC,,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,211.2,SSW,,1292.3,1272.3,,,San Juan,On-Air,San Juan County,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,212.4,SE,,146.64,146.04,100,100,Las Animas,Off-Air,,,CCARC,,Wide area: West BACA and East Las Animas counties.,,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,212.6,NNE,,145.475,144.875,,,Scotts Bluff,On-Air,RWMC,,,,20,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,212.6,NNE,,445.1,445.1,100,100,Scotts Bluff,On-Air,,This is a simplex IRLP node.,,,,,,,,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,212.6,NNE,,444.825,449.825,,,Scotts Bluff,On-Air,W0KAV/KW0R,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,212.9,SSW,,146.92,146.32,100,,San Juan,On-Air,San Juan County OEM,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,213,SSW,,448.65,443.65,127.3,,San Juan,On-Air,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,213.9,WNW,,147.04,147.64,136.5,,Uintah,On-Air,Borderline ARC,8,UVHFS,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,Full-time to the  Sinbad Desert (SDARC) System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,214.1,SSW,,147.1,147.7,100,,San Juan,On-Air,San Juan connection,,NMFCC,,,,Full-time to the  San Juan Connection System .,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,214.2,SSW,,147.28,147.88,67,,San Juan,On-Air,,,NMFCC,,Wide area.,6,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,214.4,WNW,,145.49,144.89,136.5,,Uintah,On-Air,"W7BYU,  Borderline ARC",,UVHFS,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Autopatch, 8,506', linked to (147.320).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,215.9,NNE,,147.075,147.675,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,216.7,NNE,,146.445,146.445,88.5,88.5,Scotts Bluff,On-Air,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,http://garymcduffie.com,,,,,3055,,,,,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,218.1,WSW,,447.1,442.1,107.2,107.2,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),11,UVHFS,,Wide area.,E-power.,Full-time to the  GMRA Open System .,,http://gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,218.1,WSW,,447.4,442.4,,,San Juan,,,,UVHFS,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,,,,,Cactus-Intertie,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,218.1,WSW,,146.61,146.01,88.5,,San Juan,On-Air,Sinbad Desert ARC,11.36,UVHFS,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Remote base.,,,http://www.sdarc.us/repeaters/abajo.html,,,,,3270,,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,218.1,WSW,,223.94,222.34,,,San Juan,,Grand Mesa Rptr Assoc,,UVHFS,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,219.1,SW,,442.325,447.325,,,San Juan,On-Air,,,NMFCC,,,AZ-TRBONET,,,http://www.aztrbonet.com/MinimalNetwatch,,1,,,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,2,,,2,,,,2,2
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,219.1,SW,,146.76,146.16,100,100,San Juan,On-Air,,,NMFCC,,,"Closed autopatch, e-power.",Full-time to the  San Juan Connection System .,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,219.1,SW,,147,147.6,100,,San Juan,On-Air,,,NMFCC,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,219.1,SW,,53.01,52.01,131.8,,San Juan,On-Air,KB5ITS,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,219.1,SW,,449,444,100,,San Juan,,K5WY,,NMFCC,,,E-power.,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,219.1,SW,,444.15,449.15,,,San Juan,On-Air,San Juan County,,,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,219.1,SW,,146.85,146.25,100,100,San Juan,On-Air,Totah ARC,,NMFCC,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,220.4,SW,,1291.7,1271.7,,,San Juan,On-Air,San Juan County,,NMFCC,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,221.2,SE,,147.09,147.69,118.8,118.8,Baca,,BCDEARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,221.2,SE,,449.2,444.2,118.8,118.8,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,,,provides coverage to central Baca County,,,,,,,,,7142,,,,,,,,55,,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,221.2,SE,,147.33,147.93,118.8,118.8,Baca,Off-Air,Baca County Amateur Emergency Management,,CCARC,,,,,,KZ0DEM Repeaters,,,,,7142,,,,,,,,,,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.4,1.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,E,224,NW,,222.4,224,123,,Sweetwater,On-Air,DRAWZM,,,,Wide Area,,,,,,,,Mountain West Radio Group,,,,,,,,,,,824055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,224,NW,,146.61,146.01,100,,Sweetwater,On-Air,Sweetwater RACES,,WRCG,,Wide area: SW Wyoming,Autopatch.,,Sun at 19:30.,http://wy7u.angelfire.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,224,NW,,146.94,146.34,100,,Sweetwater,On-Air,Sweetwater ARC,,WRCG,,Wide area.,,Full-time to the  HERC System .,,,,,,,,,,,,,,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,,KF7OBL,Rock Springs,WY,OPEN,,234.3,NW,,147.3,147.9,,,Sweetwater,On-Air,KF7OBL,,,,Wide Area Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,234.3,NW,,146.655,146.055,107.2,107.2,Sweetwater,On-Air,Sweetwater Amateur Radio Club,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use on both analog and d-star at different times.,,,Wide area. 100 mi radius.,,,,http://wy7u.angelfire.com,,,,,,,,,,,,,,,865361,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
448.025,-5,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,,234.3,NW,,448.025,443.025,123,,Sweetwater,On-Air,DRAWZM Communications,,,,Wide area.,,,,,,,,Mountain West Radio Group,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
447.1125,-5,CC11,K7DRA,Rock Springs,WY,OPEN,,234.3,NW,,447.1125,442.1125,,,Sweetwater,On-Air,,,WRCG,,Rock Springs,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.205,-0.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,W,234.3,NW,,145.205,144.605,123,,Sweetwater,On-Air,,,,,"Rock Springs, Green River and Sweetwater County",,,,http://alcomdra.com,,,,Mountain West Radio Group Wyoming,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,21322,,,,,,,,,,,,,,,,
448.875,-5,CC1 123.0,KF7OBL,Rock Springs,WY,OPEN,,234.3,NW,,448.875,443.875,123,,Sweetwater,On-Air,DRAWZM Communications,,,,,,,,,,1,,West Mountain Radio Group,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      Local/Cluster  2  2      Mountain Reg USA  2  3177    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,Yes; analog capable.,,,,,,,,,,1,1,2,,,,,,,,1,,,,,2,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,235.1,NW,,444.5,449.5,123,,Sweetwater,On-Air,Sweetwater ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,123,K7DRA,Rock Springs,WY,OPEN,EW,238.2,NW,,444.7,449.7,123,CSQ,Sweetwater,On-Air,,,,,Rock Springs,,,,,,,,Mountain West Radio Group,,,,,,,,,,,824055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,,KI7BER,Rock Springs,WY,OPEN,,240.2,NW,,449.475,444.475,,,Sweetwater,On-Air,K7DRA,,,,Rock Springs / Green River an Interstate 80 from mile post 110 to 38.,,,,http://www.alcomdra.com,,,,Mountain West Radio Group Wyoming,,,,,,,,,,,,,,,,,,KI7BER (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,241,NW,,444.775,449.775,123,123,Sweetwater,Testing,,,WRCG,,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,248.7,NE,,147.015,147.615,,,Box Butte,On-Air,N2VHZ,,,,Local.,,,,,,,,,,,,,,,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,250,NE,,146.715,146.115,103.5,103.5,Box Butte,On-Air,TriCity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,256.4,SE,,147.35,147.95,88.5,88.5,Cimarron,On-Air,CAPROCK / DUST BOWL INTERTIE,,,,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,263.4,SW,,146.82,146.22,100,,Apache,On-Air,Totah ARC,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,263.4,SW,,145.25,144.65,100,,Apache,On-Air,San Juan Connection,,ARCA,,,"E-power, linked.",Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
