Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Last update,Downlink Tone,Features,Links,Coordination,Web links,Affiliate,Notes,Grid,EchoLink,IRLP,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,On-air,Denver Regional,Northern Colorado,Location Photo,Feed,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,Europe,TAC 310,DCI Bridge,Southwest USA,N. Colorado,Worldwide English,Mountain Reg USA,Wyoming,WyLOCAL
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,174.5,S,,927.9,902.9,,Los Alamos,On-Air,Los Alamos and surrounding areas,,,,,,NMFCC,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,175.7,S,,145.41,144.81,100,Santa Fe,Off-Air,,W5HO,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,175.7,NNE,,448.325,443.325,110.9,Larimer,On-Air,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,181.3,SE,,444.8,449.8,77,Union,Off-Air,Wide area.,Sierra Grande Repeater Club,,,E-power.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,181.3,SE,,147.175,147.775,141.3,Union,On-Air,,NMEMA ARC,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,181.3,SE,,146.85,146.25,100,Union,Off-Air,Wide area.,Sierra Grande RC,,,E-power.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,184.3,S,,146.82,146.22,162.2,Santa Fe,On-Air,Wide area.,Santa Fe ARC,,,"Autopatch, e-power.","Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",NMFCC,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,184.3,S,,147.02,147.62,141.3,Santa Fe,On-Air,,NMEMA ARC,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,184.3,S,,442.825,447.825,131.8,Santa Fe,On-Air,,Santa Fe ARC,,,Autopatch.,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,186.8,SSE,,145.37,144.77,141.3,Mora,Off-Air,,NMEMA ARC,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,186.8,SSE,,147.2,147.8,67,Mora,On-Air,,,,,8,Full-time to the  Mega-Link System .,,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,187.5,N,,147.015,147.615,146.2,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,,,,http://www.uwyo.edu/uarc/,,,,82070,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,188.3,SSE,,147.26,147.86,67,San Miguel,On-Air,Wide area.,,,,11,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,188.3,SSE,,147.3,147.9,162.2,San Miguel,On-Air,Wide area.,Santa Fe ARC,,,"E-power, linked.",,NMFCC,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,188.7,S,,443.1,448.1,100,Sandoval,On-Air,Wide area - NW NM.,Sandoval County ARES,,,"Linked, e-power.",,NMFCC,http://nmscares.org/,ARRL,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",,,,27748,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,189.2,NE,,448.2,443.2,,Morgan,On-Air,,,,,Mixed Mode,Full-time to the  Colorado TRBO System .,CCARC,Rocky Mountain Ham Radio,NEAHR,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,189.6,S,,145.21,144.61,,Santa Fe,On-Air,Local Santa Fe,W5SF,,,,,,,Santa Fe Amateur Radio Club,Soon to move to a better location.,,,,,,,,,,,,,,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,189.6,S,,444.575,449.575,,Santa Fe,On-Air,Local Santa Fe,W5SF,,,,,,,Santa Fe Amateur Radio CLub,Soon to move to a better location,,,,,,,,,,,,,,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,190.3,SSE,,444.4,449.4,100,Mora,Off-Air,,Mora ARC,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,N5BGC,"Santa Fe, St Vincent Hospital",NM,OPEN,,191.4,S,,147.2,147.8,162.2,Santa Fe,On-Air,,Santa Fe ARC,,,E-power. Full time link to Tesuque Peak.,,NMFCC,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,191.6,S,,449.275,444.275,146.2,Santa Fe,On-Air,,Fred Homuth,,,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,191.9,S,,447.775,442.775,100,Santa Fe,On-Air,Santa Fe,,,,,,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,197.4,S,,443,448,100,Sandoval,On-Air,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,197.4,NW,,449.9,444.9,136.5,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline Amateur Radio Club,,,,,,,,,,,7705,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,198,S,,442.125,447.125,107.2,Santa Fe,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,198,S,,146.84,146.24,107.2,Santa Fe,,,N9PGQ,,,,,NMFCC,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,198,S,,53.2,52.2,107.2,Santa Fe,Off-Air,,N9PGQ,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,198.6,NW,,449.7,444.7,136.5,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",W7BYU,,,8,,UVHFS,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,198.7,NW,,147.1,147.7,136.5,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",""">Borderline ARC",,,"Autopatch, e-power.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",UVHFS,,,8,,458414,3577,,,,,,,,,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,198.7,NW,,146.92,146.32,136.5,Duchesne,Off-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,E-power.,,UVHFS,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,199.1,SW,,146.82,146.22,100,Apache,On-Air,,Totah ARC,,,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,199.1,SW,,145.25,144.65,100,Apache,On-Air,,San Juan Connection,,,"E-power, linked.",Full-time to the  San Juan Connection System .,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,200.2,NNE,,448.15,443.15,100,Laramie,Off-Air,,KB7SWR,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,200.8,NNE,,449.9375,444.9375,,Laramie,On-Air,,,,,,Full-time to the  Rocky Mountain Ham System .,WRCG,https://www.rmham.org/wordpress/,,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,204.5,NNE,,447.225,442.225,,Albany,On-Air,Wide area.,Laramie County EM,,,,,WRCG,,Wyoming DMR Project,,,,,,,,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,204.6,NNE,,449.3,444.3,131.8,Laramie,On-Air,,WU7G,,,,,,,,,,140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,205,SSE,,145.45,144.85,,San Miguel,Off-Air,Wide area.,KB5WEZ,,,"E-power, linked.",,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,206.1,NNE,,146.775,146.175,114.8,Laramie,On-Air,,Shy-Wy Amateur Radio Club,,,"E-power, WX.","Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",WRCG,,,,,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,206.1,NNE,,447.025,442.025,,Laramie,,,,,,,,WRCG,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,206.6,SE,,146.64,146.04,100,Las Animas,Off-Air,Wide area: West BACA and East Las Animas counties.,,,100,,,CCARC,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,207,ESE,,146.61,146.01,123,Prowers,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,,123,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",CCARC,,,,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,207.1,NNE,,147.105,147.705,114.8,Laramie,On-Air,,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,207.1,NNE,,145.235,144.635,114.8,Laramie,On-Air,Local: Cheyenne.,N7GT,,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",WRCG,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,207.1,ESE,,449.5,444.5,123,Prowers,On-Air,45,Lamar ARC,,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",CCARC,,,,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,207.1,NNE,,449.9,444.9,100,Laramie,On-Air,From 5 miles to 25 miles,N7JJY,,100,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,151.4,KC7DHF,Cheyenne,WY,OPEN,,207.1,NNE,,448.95,443.95,151.4,Laramie,On-Air,Local,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,208.6,WSW,,449.9,444.9,123,San Juan,On-Air,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,6,,UVHFS,,,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,209.8,NE,,145.4,144.6,88.5,Washington,On-Air,Northeastern plains of Colorado.,Colorado Connection,,123,,Full-time to the  Colorado Connection System .,CCARC,,,Part of the Colorado Connection system of repeaters,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,209.8,NE,,448.175,443.175,,Morgan,On-Air,,W0FT,,,,,CCARC,http://www.rmham.org/,Rocky Mountain Ham Radio,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,214.2,E,,146.895,146.295,103.5,Kit Carson,On-Air,,Big Sandy ARC,,,,,CCARC,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,216.1,SW,,448.2,443.2,100,McKinley,On-Air,,,,,,,NMFCC,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,216.1,SW,,147.22,147.82,67,McKinley,On-Air,Wide area.,New Mexico Mega Link Assoc,,,"Closed autopatch, e-power.",Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,218.3,SE,,147.33,147.93,118.8,Baca,Off-Air,,Baca County Amateur Emergency Management,,118.8,,,CCARC,KZ0DEM Repeaters,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,218.3,SE,,147.09,147.69,118.8,Baca,,,BCDEARC,,118.8,,,CCARC,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,218.3,SE,,449.2,444.2,118.8,Baca,On-Air,provides coverage to central Baca County,Baca County Div of Emerg Mgt Communications,,118.8,,,,,,,,97142,7142,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,227.4,WNW,,449.05,444.05,88.5,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Sinbad Desert ARC,,,Remote base.,,UVHFS,http://sdarc.us/repeaters/bruin.html,,,,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,227.4,WNW,,147.32,147.92,88.5,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Sinbad Desert ARC,,,Remote base.,,UVHFS,http://sdarc.us/repeaters/bruin.html,,110,DM49tp,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,227.8,WNW,,145.175,144.575,,Carbon,On-Air,Eastern Utah,SDARC,,,,,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,229.7,NE,,145.295,144.695,,Logan,Off-Air,Wide area,NECARA,,,"Autopatch, e-power.",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,229.7,NW,,147.04,147.64,136.5,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline ARC,,,E-power.,Full-time to the  Sinbad Desert (SDARC) System .,UVHFS,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,230.3,NW,,145.49,144.89,136.5,Uintah,On-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.","W7BYU,  Borderline ARC",,,"Autopatch, 8,506', linked to (147.320).",,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,230.4,SSW,,147.26,147.86,100,McKinley,On-Air,,KC5WDV,,,VHF/UHF Remote Bases,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,233.8,WNW,,145.49,144.89,136.5,Duchesne,On-Air,"Duchesne, UT area.",,,,E-power.,,UVHFS,http://sdarc.us/repeaters/flat-top.html,Sinbad Desert ARC (SDARC),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,236.6,SSW,,449.75,444.75,100,McKinley,On-Air,,KC5WDV,,,,,NMFCC,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,237.8,SW,,145.29,144.69,123,McKinley,On-Air,,NARC,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,243,SE,,147.35,147.95,88.5,Cimarron,On-Air,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",CAPROCK / DUST BOWL INTERTIE,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,244.6,WNW,,147.26,147.86,,Duchesne,On-Air,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",Borderline ARC,,,5,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,246.8,NW,,147.28,147.88,107.2,Duchesne,On-Air,,AD7ZW,,107.2,Autopatch,,UVHFS,http://ad7zwrepeater.xyz,,,,458414,3205,,,,,,,,,,,,,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,246.9,NW,,146.74,146.14,100,Duchesne,Off-Air,,,,,Autopatch.,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,KF7ELU,"Mountain View, Hickey Mtn",WY,OPEN,,287.2,NW,,144.635,145.235,100,Uinta,On-Air,I-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
