Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,D-STAR Enabled,Node,Sources,Affiliate,Web links,Coordination,Grid,Coverage,Downlink Tone,Features,Links,Nets,Notes,EchoLink,IRLP,AllStar,Denver Regional,Location Photo,Feed,Commands,On-air,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Europe,Southwest USA,Wyoming,WyLOCAL
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,110.6,WNW,string,449.65,444.65,151.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Mesa,On-Air,Keri Washburn,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Wide area coverage,151.4,NWS weather alert system.,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",undefined,undefined,undefined,8162,undefined,undefined,undefined,undefined,11,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.35,-5,107.2,string,"Cedaredge, Grand Mesa",CO,OPEN,string,111,WNW,string,447.35,442.35,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Delta,undefined,Grand Mesa Repeater Assoc (GMRA),string,undefined,undefined,undefined,undefined,GMRA Repeaters,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,111.7,NNE,string,145.46,144.86,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Colorado Repeater Association (CRA),string,undefined,undefined,undefined,CRA VHF Link System,undefined,CCARC,undefined,Boulder/Denver Metro,107.2,"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",undefined,undefined,347086,3990,undefined,undefined,undefined,undefined,Member-only IRLP and Echolink node,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,string,111.7,NNE,string,447.975,442.975,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Colorado Repeater Association (CRA),string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Wide area: Boulder/Longmont area.,107.2,Closed autopatch.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,string,111.7,NNE,string,446.9875,441.9875,string,string,7,string,undefined,undefined,undefined,undefined,Boulder,On-Air,Rocky Mountain Ham Radio,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.3875,-0.6,string,KC0DS,Boulder,CO,OPEN,string,111.7,NNE,string,145.3875,144.7875,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Boulder County ARES,string,string,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",undefined,http://bouldercountyares.org/technical/d-star,CCARC,undefined,20,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.02,-1.6,string,W0IA,"Boulder, Lee Hill",CO,OPEN,E,111.7,NNE,string,224.02,222.42,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Rocky Mtn VHF Soc,string,undefined,undefined,undefined,undefined,RMVHS repeaters,CCARC,undefined,Denver metro area.,undefined,8,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",undefined,undefined,217336,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,111.7,NNE,string,447.75,442.75,141.3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Rocky Mountain Ham Radio,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,141.3,undefined,string,undefined,undefined,undefined,3450,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1283.8625,-20,string,KC0DS,Boulder,CO,OPEN,string,111.7,NNE,string,1283.8625,1263.8625,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Boulder County ARES,string,string,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,CCARC,undefined,20,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,string,111.7,NNE,string,445.05,440.05,string,string,1,string,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,undefined,Boulder,On-Air,Rocky Mountain Ham Radio,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Wide area,undefined,The DMR-MARC Worldwide Network,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,112.7,NNE,string,146.73,146.13,91.5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,Off-Air,BARC,string,undefined,undefined,undefined,undefined,http://www.ked-wireless.com/products1.htm,CCARC,DN70jb,Local,91.5,12,undefined,undefined,undefined,115482,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,string,113.3,E,string,147.105,147.705,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Elbert,On-Air,ARES of Douglas and Elbert Counties,string,undefined,undefined,undefined,Colorado Repeater Association,http://www.w0cra.org/,CCARC,undefined,"I-70, E. Arapahoe, Elbert, Lincoln Counties",107.2,Linked to CRA 447.150 - Conifer,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,113.4,WSW,string,449.7,444.7,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Wide Area via links - Western Colorado - Eastern Utah,107.2,E-power.,Full-time to the  GMRA Open System .,RACES: Wed at 19:30.,Closed IRLP out - Ask for a control Op,undefined,3710,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,string,113.9,WSW,string,147.27,147.87,127.3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan,On-Air,KB5ITT,string,undefined,undefined,undefined,Durango ARC,undefined,CCARC,undefined,Wide area.,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,string,114.3,NNE,string,146.76,146.16,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Boulder,On-Air,Rocky Mtn VHF Soc,string,undefined,undefined,undefined,Boulder County ARES,undefined,CCARC,undefined,Wide area.,undefined,5,undefined,undefined,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Tone,single beep,single beep,double beep,double beep,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,115.2,NW,string,146.76,146.16,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",string,undefined,undefined,undefined,undefined,undefined,CCARC,DM69cl,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",undefined,E-power.,undefined,undefined,undefined,243117,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,string,115.7,S,string,147.22,147.82,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Rio Arriba,On-Air,New Mexico Mega Link Assoc,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,Wide area.,undefined,10,Full-time to the  Mega-Link System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,string,115.8,S,string,146.76,146.16,67,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Rio Arriba,On-Air,Taos ARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",undefined,11,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,string,116.2,WNW,string,449.5,444.5,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,string,116.7,SSW,string,147.08,147.68,162.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Rio Arriba,On-Air,SFARC,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
