Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Coordination,Notes,On-air,Affiliate,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,DMR Enabled,Color Code,Wide Network,IRLP,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,Commands,Colorado,Northern Colorado,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,AllStar,Worldwide,English,TAC 310,D-STAR Enabled,Node,Sources,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Southern Colorado,Denver Regional,Feed,Mountain Reg USA,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Location Photo
146.86,-0.6,100,K7JL,"Evanston, Medicine Butte",WY,OPEN,,212.3,WNW,,146.86,146.26,100,,Uinta,On-Air,Utah VHF Society,"Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",,Wide area: Southwestern Wyoming including Kemmerer and Evanston.,,Utah VHF Society Tuesday: 20:00,http://www.utahvhfs.org/snowlink.html,WRCG,8,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,213.6,SE,,449.9,444.9,107.2,,Lincoln,On-Air,,,,,,,,CCARC,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,100,KC7BJY,"Pinedale, Mt Airy",WY,OPEN,,214,NW,,448.1,443.1,100,,Sublette,,Sublette Co ARC,"Full-time to  
        146.77500 (W7YP) at Pinedale, Mt Airy, WY .",,,7,,,WRCG,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,W7YP,"Pinedale, Mt Airy",WY,OPEN,,214,NW,,146.775,146.175,,,Sublette,Off-Air,Sublette Co ARC,"Full-time to  
        448.10000 (KC7BJY) at Pinedale, Mt Airy, WY .",,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,219,WSW,,448.3,443.3,88.5,,Carbon,,College of Eastern Utah ARC,,,Price.,,,,UVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,219,WSW,,145.43,144.83,88.5,,Carbon,,,,,Price.,5,,,UVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,219,WSW,,224.5,222.9,88.5,,Carbon,,College of Eastern Utah ARC,,,,5,,,UVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,219,WSW,,147.2,147.8,88.5,,Carbon,,,,,,,,,UVHFS,,Unknown,,,,,64264,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,219,WSW,,448.3,443.3,,,Carbon,,,,,,,,,UVHFS,,Unknown,,,,,64264,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,221.7,WSW,,448.075,443.075,,,Carbon,Off-Air,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,222.8,WSW,,448.55,443.55,88.5,,Emery,On-Air,N7QLO,,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Remote base.,,,UVHFS,Stand alone.,,,,,,,,,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,222.8,WSW,,147.14,147.74,88.5,,Emery,On-Air,Sinbad Desert ARC,Full-time to the  Sinbad Desert (SDARC) System .,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.","Closed autopatch, remote base.",,http://sdarc.us/repeaters/cedar.html,UVHFS,7,,,,,,64264,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,222.8,WSW,,447.125,442.125,100,,Emery,,San Rafael Cactus Assoc,,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",7,,,UVHFS,,Unknown,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,225.6,SE,,449.975,444.975,100,100,Pueblo,On-Air,K0JSC,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",2,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",K0JSC dot Com,CCARC,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,363976,,,,7301,,,,,,,,,,,,,28368,,,,,,,DM78SA18,,,,,,,,Listen Live,,,,,,
146.82,-0.6,100,KD7BN,Dubois,WY,OPEN,,239.7,NW,,146.82,146.22,100,,Fremont,On-Air,Hams for Emergency Radio Communications,Full-time to the  HERC System .,,Wide area.,,,,WRCG,HERC repeater map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,240.2,SW,,447.4,442.4,,,San Juan,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,UVHFS,,Unknown,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,240.2,SW,,146.61,146.01,88.5,,San Juan,On-Air,Sinbad Desert ARC,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Remote base.,,http://www.sdarc.us/repeaters/abajo.html,UVHFS,11.36,,,,,,64264,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,240.2,SW,,447.1,442.1,107.2,107.2,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),Full-time to the  GMRA Open System .,,Wide area.,E-power.,,http://gmra.org,UVHFS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,240.2,SW,,223.94,222.34,,,San Juan,,Grand Mesa Rptr Assoc,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,UVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,CSQ,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,241,NE,,147.36,147.96,CSQ,CSQ,Dawes,On-Air,,,,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,,WB0CMC,,,Pine Ridge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,249.9,NE,,145.62,145.62,100,100,Dawes,On-Air,Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,,,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",Voice ID,,,,,,,,,,,,,,3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.475,0,146.2,W0FUI,Hot Springs,SD,OPEN,I,257.6,NE,,146.475,146.475,146.2,146.2,Fall River,On-Air,W0FUI,,,More info on the coverage area would be helpful.,IRLP,,,,Turns itself off every night. More control info on the website.,,,,,,,,,,7976,,,,,"IRLP: 
Connect- [node nbr] / Disconnect- 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,146.2,K0HS,"Custer, Battle Mountain",SD,OPEN,,259.5,NE,,146.7,146.1,146.2,146.2,Fall River,On-Air,Hot Springs Amateur Radio Club,,,30,E-power.,,,SouDak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,260.3,SE,,147.36,147.96,,123,Otero,On-Air,,,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,E-power,,,,Digital Wires-X,,KC0ITF,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11598,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,260.3,SE,,446.75,441.75,,,Otero,On-Air,,,,La Junta,E-power.,,,,Please use Busy Channel LockOut,,KC0ITF,,Open ↑ / Open ↓,,,,0,,,,,,,,,,,,,,,,,,,,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,
447.7,-5,123,W7TAR,"Jackson, Snow King Mountain",WY,OPEN,I,274.1,NW,,447.7,442.7,123,118.8,Teton,On-Air,Teton Amateur Radio Repeater Assoc (TARRA),,,Wide Area,Closed IRLP,JHAARC: Mon at 20:00. Also on IRLP Reflector 9454,TARRA,WRCG,,,Jackson Hole Area ARC,,,,,,,,3464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,,W7TAR,"Jackson, Snow King Mountain",WY,OPEN,I,274.1,NW,,146.91,146.31,,,Teton,On-Air,Teton Amateur Radio Repeater Assoc (TARRA),,,Wide Area,,JHAARC: Mon at 20:00. Also on IRLP Reflector 9454,,WRCG,,,Jackson Hole Area ARC,,,,,,,,3464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,123,KN6LL,"Jackson, Downtown",WY,OPEN,,274.8,NW,,448.2,443.2,123,123,Teton,On-Air,John Sherwood,,,Central Jackson Hole,WIRES-X,,,WRCG,Switches between C4FM and Analog on the link but FM is always active locally. Usually on America Link (21080),,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,275.5,SW,,147.08,147.68,136.5,,Wayne,On-Air,Sinbad Desert ARC,Full-time to the  Sinbad Desert (SDARC) System .,,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.","Closed autopatch, remote base.",,http://sdarc.us/repeaters/mt-ellen.html,UVHFS,11,,,,,,64264,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,123,W7TAR,"Teton Village, Rendezvous Mountain",WY,OPEN,I,283.7,NW,,146.73,146.13,123,118.8,Teton,On-Air,Teton Amateur Radio Repeater Assoc (TARRA),,,Wide area.,,JHAARC: Mon at 20:00. Also on IRLP Reflector 9454,,WRCG,,,Jackson Hole Area ARC,,,,,,,,3464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
