Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,Affiliate,Links,Nets,On-air,Coverage,AllStar,Notes,Web links,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,EchoLink,IRLP,Commands,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Location Photo,Grid,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,213,SW,,442.25,447.25,,,San Juan,On-Air,,,NMFCC,,,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,2,,,2,,,,2,2
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,213,SW,,146.88,146.28,100,,San Juan,On-Air,,,NMFCC,,,Full-time to the  San Juan Connection System .,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,213.9,SW,,1292.3,1272.3,,,San Juan,On-Air,San Juan County,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,214.7,SW,,1291.1,1271.1,,,Bernalillo,On-Air,San Juan County,DV only,NMFCC,,,,,,,,,,,,,,,,,,,,,,,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,214.8,SW,,145.115,144.515,,,San Juan,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,216.3,WSW,,146.79,146.19,127.3,127.3,Montezuma,On-Air,KD5LWU,,CCARC,,,,4,,,29317,,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,216.3,WSW,,449.175,444.175,127.3,,Montezuma,Off-Air,KD5LWU,,CCARC,,,,,,,,,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,216.6,SW,,147.28,147.88,67,,San Juan,On-Air,,6,NMFCC,,,Full-time to the  Mega-Link System .,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,216.7,SW,,147.1,147.7,100,,San Juan,On-Air,San Juan connection,,NMFCC,,,Full-time to the  San Juan Connection System .,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,218.1,SW,,448.65,443.65,127.3,,San Juan,On-Air,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,218.1,SW,,146.92,146.32,100,,San Juan,On-Air,San Juan County OEM,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,221.9,SE,,146.985,146.385,156.7,156.7,Kearney,On-Air,N0OMC,E-power,Kansas Repeater Council,,,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,225.2,NNW,,146.76,146.16,100,,Carbon,On-Air,CCARS,,,,,,Sunday nite net 2030 local time.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,225.2,NNW,,147.39,147.99,100,,Carbon,On-Air,HERC,E-power.,,,N7ZEF (EchoLink).,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,225.3,NNW,,449.8,444.8,146.2,,Carbon,,Wyocomm,,WRCG,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,225.3,NNW,,146.7,146.1,162.2,,Carbon,On-Air,,,WRCG,,,,,,,,,,,,,,,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,225.3,NNW,,445.05,440.05,,,Carbon,On-Air,Laramie County EM,,WRCG,,Wyoming DMR Project,,,,Wide area.,,,,,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,225.3,NNW,,448.3,443.3,100,,Carbon,,,,WRCG,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,226.5,SW,,442.325,447.325,,,San Juan,On-Air,,AZ-TRBONET,NMFCC,,,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,2,,,2,,,,2,2
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,226.5,SW,,147,147.6,100,,San Juan,On-Air,,"Autopatch, e-power.",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,226.5,SW,,444.15,449.15,,,San Juan,On-Air,San Juan County,DV only,,,,,,,,,,,,,,,,,,,,,,,,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,226.5,SW,,53.01,52.01,131.8,,San Juan,On-Air,KB5ITS,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,226.5,SW,,146.85,146.25,100,100,San Juan,On-Air,Totah ARC,Closed autopatch.,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,226.5,SW,,146.76,146.16,100,100,San Juan,On-Air,,"Closed autopatch, e-power.",NMFCC,,,Full-time to the  San Juan Connection System .,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,226.5,SW,,449,444,100,,San Juan,,K5WY,E-power.,NMFCC,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,226.7,SE,,147.06,147.66,,,Grant,On-Air,SKECT,,Kansas Repeater Council,,,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,227.7,SW,,1291.7,1271.7,,,San Juan,On-Air,San Juan County,DV only,NMFCC,,,,,,,,,,,,,,,,,,,,,,,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,228.8,SW,,145.49,144.89,100,,Rio Arriba,On-Air,Totah ARC,Closed autopatch.,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,233.4,SE,,444.525,449.525,141.3,141.3,Grant,On-Air,SKECT,E-power.,Kansas Repeater Council,,,Full-time to the  SKECT System .,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,233.6,WNW,,147.1,147.7,136.5,,Uintah,On-Air,""">Borderline ARC","Autopatch, e-power.",UVHFS,,,"Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,8,,,,,,,,,,,458414,3577,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,233.6,WNW,,146.92,146.32,136.5,,Duchesne,Off-Air,,E-power.,UVHFS,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,233.6,WNW,,449.7,444.7,136.5,,Uintah,,W7BYU,8,UVHFS,,,,,Unknown,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,236.4,NE,,146.76,146.16,123,,Keith,On-Air,Charlie Allen,,,,,,"Sun at 19:30. 
Wed at 20:00.",,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,,,,,,,,,751985,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,251.7,SE,,444.975,449.975,88.5,,Texas,On-Air,DBARC,Linked.,ORSI,,,,,,30,,,http://caprockintertie.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,254.2,SE,,147.15,147.75,88.5,,Texas,On-Air,DBARC,"Linked, WX.",ORSI,,,Full-time to the  Caprock Intertie System .,,,,,,http://caprockintertie.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,270.7,NW,,146.94,146.34,100,,Sweetwater,On-Air,Sweetwater ARC,,WRCG,,,Full-time to the  HERC System .,,,Wide area.,,,,,,,,,,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.4,1.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,E,270.7,NW,,222.4,224,123,,Sweetwater,On-Air,DRAWZM,,,,Mountain West Radio Group,,,,Wide Area,,,,,,,,,,,,,824055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,270.7,NW,,146.61,146.01,100,,Sweetwater,On-Air,Sweetwater RACES,Autopatch.,WRCG,,,,Sun at 19:30.,,Wide area: SW Wyoming,,,http://wy7u.angelfire.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,275.1,SW,,146.82,146.22,100,,Apache,On-Air,Totah ARC,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,275.1,SW,,145.25,144.65,100,,Apache,On-Air,San Juan Connection,"E-power, linked.",ARCA,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,88.5,N5DFQ,Spearman,TX,OPEN,,288.2,SE,,147.04,147.64,88.5,,Hansford,,Dustbowl Amateur Radio Club,"E-power, linked, WX.",TVHFS,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,88.5,N5DFQ,Spearman,TX,OPEN,,288.2,SE,,442,447,88.5,,Hansford,,Dustbowl Amateur Radio Club,"E-power, linked, WX.",TVHFS,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,88.5,KC5WBK,Spearman,TX,OPEN,,288.2,SE,,443.2,448.2,88.5,,Hansford,On-Air,KY5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
