Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Last update,Coordination,Sponsor,EchoLink,Downlink Tone,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Coverage,Features,Notes,Links,On-air,Affiliate,IRLP,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Grid,Commands,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,Denver Regional,Northern Colorado,Location Photo,Feed,YSF Digital Enabled,DG-ID,Local/Cluster,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
449.8,-5,CC1,KC7WST,Woodland Hills,UT,OPEN,,244,NW,,449.8,444.8,,Utah,On-Air,http://www.dmr-utah.net,,UVHFS,KC7WSU,,,,,,1,,DMR-UTAH,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Utah County,,,,,Yeahmon Amateur Radio Club (YARC),,1,1,1,,2,,,,,,,,,,,,,,,,,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,
447.3,-5,77,WB7RPF,Woodland Hills,UT,OPEN,,244.1,NW,,447.3,442.3,77,Utah,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,244.5,NE,,146.91,147.51,123,Boulder,On-Air,http://goldhilltown.com/,,,,,127.3,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,There is a MOU With BCARES for repeater use.,,,"Town of Gold Hill, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,245.2,NE,,146.7,146.1,100,Boulder,On-Air,BARC Repeaters,,CCARC,Boulder Co ARC,,,,,,,,,,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,245.4,NE,,146.61,146.01,100,Boulder,Off-Air,,,CCARC,Boulder Amateur Radio Club,,,,,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,245.4,NE,,448.9,443.9,100,Boulder,On-Air,,,CCARC,Boulder ARC,,,,,,,,,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,246,,,446.85,441.85,,Douglas,On-Air,http://parkerradio.org,,CCARC,Parker Radio Association,,,,,,,,,,,,,D-Star B module,,,,,,,,,,,,,,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,246.1,NE,,447.925,442.925,100,Denver,On-Air,,,CCARC,RADOPS El Jebel Shriners,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,246.1,NE,,449.675,444.675,,Denver,On-Air,,,CCARC,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,7708,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,246.1,NE,,447.9,442.9,CSQ,Denver,Off-Air,,,CCARC,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,246.1,NE,,449.65,444.65,,Denver,On-Air,,,CCARC,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7HEN,"Heber City, Strawberry Peak",UT,OPEN,,246.2,NW,,147.16,147.76,136.5,Wasatch,Off-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,246.2,NE,,448.075,443.075,123,Denver,On-Air,,,CCARC,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,246.2,NE,,146.715,146.115,123,Denver,On-Air,,,CCARC,EARS,,123,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,246.2,NE,,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,,CCARC,Intermountain Repeater Group,,,,,,,,,,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,246.2,NE,,448.55,443.55,82.5,Denver,Off-Air,,,CCARC,HPRA,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,246.8,NE,,447.175,442.175,100,Denver,On-Air,,,CCARC,W0JRL,201712,100,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,131.8,N7FQ,Salem,UT,OPEN,,246.8,NW,,447.075,442.075,131.8,Utah,Off-Air,http://www.n7fq.com/,,UVHFS,,,,,,,,,,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,88.5,WB7REL,"Salina, Beesting Peak",UT,OPEN,,246.8,NW,,449.3,444.3,88.5,Sevier,Off-Air,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,UVHFS,W7DHH,,,,,,,,,,,,Wide area.,"Remote base, 10,020'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,I,246.9,NE,,448.7,443.7,146.2,Douglas,On-Air,,,,,,,,,,,,,,,,Local North Parker only,,,,,,3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,247,NE,,446.9875,441.9875,,Boulder,On-Air,,,,Rocky Mountain Ham Radio,,,,,,7,,,,,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,247,NE,,447.75,442.75,141.3,Boulder,On-Air,,,CCARC,Rocky Mountain Ham Radio,,141.3,,,,,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,247,NE,,224.02,222.42,,Boulder,On-Air,RMVHS repeaters,,CCARC,Rocky Mtn VHF Soc,217336,,,,,,,,,,,Denver metro area.,8,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,247,NE,,447.975,442.975,107.2,Boulder,On-Air,,,CCARC,Colorado Repeater Association (CRA),,107.2,,,,,,,,,,Wide area: Boulder/Longmont area.,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,247,NE,,445.05,440.05,,Boulder,On-Air,,,CCARC,Rocky Mountain Ham Radio,,,,,,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Wide area,The DMR-MARC Worldwide Network,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,247,NE,,145.46,144.86,107.2,Boulder,On-Air,,,CCARC,Colorado Repeater Association (CRA),347086,107.2,,,,,,,,,,Boulder/Denver Metro,"Closed autopatch, e-power.",,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,CRA VHF Link System,3990,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,247.1,NW,,146.8,146.2,100,Utah,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,ERC CERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,247.3,NE,,1299.5,1279.5,,Boulder,On-Air,,,CCARC,Boulder County ARES,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,247.3,NE,,446.8625,441.8625,,Boulder,On-Air,,,CCARC,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,247.3,NE,,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,,CCARC,Rocky Mountain Ham Radio,,,,,,7,,,,,,Wide area.,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,Full-time to the  Colorado TRBO System .,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,247.4,NE,,449.55,444.55,100,Boulder,On-Air,,,CCARC,Rocky Mtn VHF Soc,217336,,,,,,,,,,,Denver metro area.,8,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,247.4,NE,,449.4,444.4,91.5,Boulder,Off-Air,http://www.ked-wireless.com/products1.htm,,CCARC,BARC,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,100,NV7V,Payson,UT,OPEN,,247.7,NW,,447,442,100,Utah,On-Air,http://nv7v.org,,UVHFS,,,100,,Mountain View Stake net: Sun at 20:00.,,,,,,,,Metro Utah County,WX.,"Bulletins from ARRL, Amateur Radio Newsline, Rain Report, Handiham and QSO today are transmitted all day Saturdays.",147.4,,,,,,,,,,,,,,,"ABC time 
AAAA voice test records your voice and then replays it.  Start speaking when the repeater says ""ready"". 
Send CC followed by whatever tone you wish to test.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7UCA,"Payson, Mountain View Hospital",UT,OPEN,,247.8,NW,,447.125,442.125,100,Utah,Off-Air,http://ucares.org,,UVHFS,Utah Co ARES,,,,,,,,,,,,Wasatch Front from Payson to Tremonton.,4,,,,UCARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,247.9,NE,,147.03,147.63,100,Boulder,On-Air,,,CCARC,KI0HG,,,,,,,,,,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,248.3,NE,,449.3,444.3,100,Adams,On-Air,,,CCARC,N1UPS,43699,,,,,,,,,,,,,,,,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,KB7M,Payson,UT,OPEN,I,248.6,NW,,448.025,443.025,100,Utah,On-Air,,,UVHFS,,,,,,,,,,,,,Utah County from Alpine to Payson.,Remote base.,,,,,4482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.325,-5,114.8,N7KYY,Springville,UT,OPEN,,248.7,NW,,447.325,442.325,114.8,Utah,On-Air,,,UVHFS,,,,,,,,,,,,,Utah County from Alpine to Payson.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,186.2,WD7N,Springville,UT,OPEN,,249.6,NW,,447.475,442.475,186.2,Utah,On-Air,,,UVHFS,,,,,,,,,,,,,Utah County from Alpine to Payson.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,250,NE,,1283.8625,1263.8625,,Boulder,On-Air,,,CCARC,Boulder County ARES,,,,,,,,,,,,20,E-power.,,,,,,,,,,,,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,250,NE,,145.3875,144.7875,,Boulder,On-Air,http://bouldercountyares.org/technical/d-star,,CCARC,Boulder County ARES,,,,,,,,,,,,20,E-power.,,,,,,,,,,,,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,250.1,NE,,448.925,443.925,131.8,Boulder,On-Air,,,CCARC,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,250.1,NE,,449.825,444.825,103.5,Boulder,On-Air,Repeater,,CCARC,Rocky Mountain Radio League,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,Along the foothills and into Boulder where the 94 repeater is shadowed.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,250.4,NE,,146.73,146.13,91.5,Boulder,Off-Air,http://www.ked-wireless.com/products1.htm,,CCARC,BARC,115482,91.5,,,,,,,,,,Local,12,,,,,,,,,,,,,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,251.1,NE,,145.4,144.6,100,Arapahoe,On-Air,,,CCARC,Castle Rock Repeater Group,,,,,,,,,,,,Greater Denver area.,"Autopatch, e-power.",,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,251.2,NE,,145.19,144.59,151.4,Arapahoe,On-Air,,,,N0OBA,10079,131.8,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",Autopatch (please contact trustee).,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,251.8,NE,,449.15,444.15,,Arapahoe,On-Air,,,CCARC,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,252.1,NE,,449.425,444.425,D023,Arapahoe,Off-Air,,,,K0PWO,,D023,29791,,,,,,,,,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,252.2,NE,,448.275,443.275,156.7,Arapahoe,On-Air,,,CCARC,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,252.2,NE,,448.4,443.4,94.8,Arapahoe,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,252.2,NE,,448.825,443.825,,Arapahoe,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,30584,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,252.2,NE,,448.5,443.5,100,Denver,On-Air,,,CCARC,Castle Rock Repeater Group,,,,,,,,,,,,Greater Denver area.,E-power.,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,252.5,NE,,147.045,147.645,123,Adams,On-Air,,,CCARC,Northglenn RA,,CSQ,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,253.6,NE,,146.76,146.16,100,Boulder,On-Air,,,CCARC,Rocky Mtn VHF Soc,,,,,,,,,,,,Wide area.,5,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep
147.02,0.6,100,WA7UAH,"Goshen, West Mountain",UT,OPEN,,254.1,NW,,147.02,147.62,100,Utah,On-Air,,,UVHFS,ERC,,,,,,,,,,,,Utah County from Alpine to Payson.,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,100,N6QWU,"Payson, West Mountain",UT,OPEN,E,254.1,NW,,448.25,443.25,100,Utah,Off-Air,,,UVHFS,,355674,,,,,,,,,,,Wide area: Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,DN40cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,K7UCS,"Goshen, West Mountain",UT,OPEN,,254.1,NW,,147.34,147.94,100,Utah,On-Air,http://www.ucares.org,,UVHFS,Utah Co ARES,,,,UCARES: Tues at 21:00.,,,,,,,,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar Valley and its surrounding communities.,E-power.,,,,,,,,,,,,,,,,DN40cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,WA7FFM,"Goshen,  West Mountain",UT,OPEN,,254.1,NW,,448.95,443.95,,Utah,,,,UVHFS,,,,,,,,,,,,,Utah County from Alpine to Payson.,6,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,167.9,KB7YOT,Provo,UT,OPEN,,254.3,NW,,449.825,444.825,167.9,Utah,Off-Air,,,UVHFS,,,,,,,,,,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.425,-5,,N7EVC,Provo,UT,OPEN,,255.2,NW,,447.425,442.425,,Utah,Off-Air,,,UVHFS,,,,,,,,,,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,N7BYU,"Provo, BYU",UT,OPEN,E,255.6,NW,,145.33,144.73,100,Utah,On-Air,BYU Repeaters,,UVHFS,"KI7TD,  BYU ARC",96806,,,BYU ARC: Thu at 21:00.,,,,,,,,Utah County from Alpine to Payson.,"Closed autopatch, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,167.9,N7BYU,"Provo, BYU",UT,OPEN,E,255.6,NW,,449.075,444.075,167.9,Utah,On-Air,BYU Repeaters,,UVHFS,"KI7TD,  BYU ARC",96806,,,,,,,,,,,Utah County from Alpine to Payson.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,146.2,WA7FFM,"Provo, UVRMC",UT,OPEN,,256.2,NW,,449.85,444.85,146.2,Utah,On-Air,,,UVHFS,Utah Valley Regional Medical Center,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,256.2,NE,,927.8375,902.025,,Douglas,On-Air,,,CCARC,,,,,,,,,,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,,WA7YZR,"Provo, Edgemont SC",UT,OPEN,,258,NW,,147.22,147.82,,Utah,Off-Air,,,UVHFS,"KR7D, ARC of Utah Valley",,,,,,,,,,,,Utah County from Alpine to Payson.,4,,"Full-time to  
        145.25000 (K7UVA) at Provo, Sundance, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,258.3,NE,,146.685,146.085,123,Larimer,On-Air,,,CCARC,Estes Valley ARC,625757,,,ARES D-10: Thu at 19:00.,,,,,,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),E-power.,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.","Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,,7268,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,258.5,NE,,448.15,443.15,141.3,Denver,On-Air,k0jsc.com,,CCARC,K0GUR,24340,141.3,29436,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,,,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",E-power (batt).  2 meter and 70cm channel steerable remote bases.,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,DM79pt,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,,KC7KRY,"Eureka,  Eureka Peak",UT,OPEN,,258.8,NW,,447.875,442.875,,Juab,,,,UVHFS,,,,,,,,,,,,,Wide area.,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,146.2,KC7MVI,"Eureka,  Eureka Peak",UT,OPEN,,258.8,NW,,448.225,443.225,146.2,Juab,Off-Air,,,UVHFS,Utah Valley Comm College,,,,,,,,,,,,Wide area: Utah County from Alpine to Payson.,"Autopatch, 4,300'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,259,SW,,145.115,144.515,,Coconino,On-Air,,,ARCA,Bill Williams Mountain Radio Club,,,,,,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,K7NAZ (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
