Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update,Affiliate,Web links,Notes,EchoLink,Downlink Tone,Mixed-Mode,D-STAR Enabled,Node,Sources,Nets,AllStar,IRLP,Grid,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Commands,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,On-air,Worldwide,North America,Local/Cluster,Denver Regional,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,193.9,NW,yes,449.775,444.775,173.8,Mesa,On-Air,,,,,CCARC,yes,,,,7572,88.5,,,,,,,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,194.7,WSW,yes,145.29,144.69,123,McKinley,Off-Air,,NARC,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,195.3,NW,yes,145.175,144.575,107.2,Mesa,On-Air,Greater grand Junction area.,,"E-power,",,CCARC,yes,,,,,,,,,,,,3161,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,201.7,NW,yes,146.94,146.34,107.2,Mesa,On-Air,Grand Junction 30-50 mi,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,,CCARC,yes,,http://w0rrz.org,,,107.2,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,195.8,WNW,yes,223.94,222.34,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Grand Mesa Rptr Assoc,11,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,195.8,WNW,yes,447.1,442.1,107.2,San Juan,On-Air,Wide area.,Grand Mesa Repeater Association (GMRA),E-power.,Full-time to the  GMRA Open System .,UVHFS,yes,,http://gmra.org,11,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,195.8,WNW,yes,447.4,442.4,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,11,,UVHFS,yes,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,205.9,WNW,yes,146.76,146.16,88.5,Grand,On-Air,Moab and immediate surroundings.,Sinbad Desert ARC,,,UVHFS,yes,,http://www.sdarc.us/repeaters/bald.html,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,206,WNW,yes,449.1,444.1,107.2,Grand,On-Air,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",Grand Mesa Repeater Association (GMRA),8,,UVHFS,yes,,GMRA Repeaters,,,107.2,,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,218.2,WNW,yes,146.9,146.3,88.5,Grand,On-Air,Moab and immediate surroundings.,Sinbad Desert ARC,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,UVHFS,yes,,http://sdarc.us/repeaters/moab.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,195.8,WNW,yes,146.61,146.01,88.5,San Juan,On-Air,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Sinbad Desert ARC,Remote base.,,UVHFS,yes,,http://www.sdarc.us/repeaters/abajo.html,11.36,64264,,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,197.2,NNE,yes,449.3,444.3,100,Adams,On-Air,,N1UPS,,,CCARC,yes,,,,43699,,,,,,,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,197.5,N,yes,224.6,223,100,Gilpin,,,W0RM,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,197.9,N,yes,447.45,442.45,103.5,Grand,On-Air,,W0IG,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,198.4,NE,yes,449.25,444.25,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,Full duplex node.,,CCARC,yes,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",3349,123,,,,,,,3349,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,198.5,E,yes,146.61,146.01,123,Prowers,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",CCARC,yes,,,,37784,123,,,,,,,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,198.5,E,yes,449.5,444.5,123,Prowers,On-Air,45,Lamar ARC,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",CCARC,yes,,,,37784,,,,,,,,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,199.4,NNE,yes,448.15,443.15,141.3,Denver,On-Air,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,Full-time to the  The Fun Machine System .,CCARC,yes,,k0jsc.com,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,24340,141.3,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",29436,,DM79pt,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,201.2,NNE,yes,147.045,147.645,123,Adams,On-Air,,Northglenn RA,E-power.,,CCARC,yes,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,202.1,NNE,yes,448.925,443.925,131.8,Boulder,On-Air,,W0LMA,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,203.6,N,yes,146.7,146.1,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,6,,CCARC,yes,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,203.7,N,yes,146.61,146.01,100,Boulder,Off-Air,,Boulder Amateur Radio Club,,,CCARC,yes,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,203.7,N,yes,448.9,443.9,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,6,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,204,NE,yes,147.06,147.66,103.5,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,CCARC,yes,,http://www.bigsandyradio.com/,,791116,,Yes; analog capable.,,,,Big Sandy Net: Wed 19:00,42740,3794,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,240.4,NE,yes,146.895,146.295,103.5,Kit Carson,On-Air,,Big Sandy ARC,,,CCARC,yes,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,204,NE,yes,446.7375,441.7375,,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,,,CCARC,yes,RMHam,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,,,,,yes,8,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,2,,,,,,,,
147.14,0.6,100,KB5ZFA,Fort Sumner,NM,OPEN,,206.3,SSE,yes,147.14,147.74,100,Debaca,On-Air,Wide area.,,4,Full-time to the  Mega-Link System .,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,210.7,SW,yes,145.43,144.83,162.2,McKinley,On-Air,Wide are: Southern McKinley County.,MCARES,Closed autopatch.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,217.1,W,yes,449.9,444.9,123,San Juan,On-Air,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,6,,UVHFS,yes,,,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,103.5,WB7EGF,"Quemado, Fox Mtn",NM,OPEN,,235.1,SW,yes,448.05,443.05,103.5,Catron,On-Air,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,KA5B,Clovis,NM,OPEN,,243.5,SE,yes,147.24,147.84,67,Curry,On-Air,,Eestern New Mexico ARC,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.45,5,131.8,KA5B,Clovis,NM,OPEN,,243.5,SE,yes,443.45,448.45,131.8,Curry,On-Air,,Eastern New Mexico ARC,"Closed autopatch, e-power.",,NMFCC,yes,,http://ka5b.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,71.9,WS5D,Clovis,NM,OPEN,,243.5,SE,yes,147.32,147.92,71.9,Curry,On-Air,Clovis,WS5D,,,NMFCC,yes,ENMARC,,,,71.9,,,,,,,,dm84jj,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.45,5,88.5,WS5D,Clovis,NM,OPEN,EI,243.7,SE,yes,444.45,449.45,88.5,Curry,On-Air,"Clovis, NM",WS5D,,,,yes,,,,401134,88.5,,,,,,,3713,,,,,,,,,,"#+node for echolink, node for irlp, 73 to disc.",,,,,,,,,,,,,,,,,,
442.225,5,CC1,N7EOJ,Clovis,NM,OPEN,,243.5,SE,yes,442.225,447.225,,Curry,On-Air,,N7EOJ,AZ-TRBONET,,NMFCC,yes,,http://www.aztrbonet.com/MinimalNetwatch,DMR ONLY,,,,,,,,,,,,yes,1,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,AZ-TrboNet,,1,2,2,2,2,
147,0.6,67,KE5RUE,Midway (Portales),NM,OPEN,,250.9,SE,yes,147,147.6,67,Roosevelt,,,Jeff Burmeister,"batteries, genset",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
444.425,5,,N5LTZ,Black,TX,CLOSED,,253.1,SE,yes,444.425,449.425,,Parmer,,,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
449.625,-5,CC1 114.8,NX7R,"Concho, Volcano Hill",AZ,OPEN,,273.6,SW,yes,449.625,444.625,114.8,Apache,On-Air,"Wide Area: Concho, to St Johns, Show Low and Beyond.",AF7JQ,MMDVM,,ARCA,yes,BrandMeister,http://www.ttgcommunications.com,BrandMeister,,D754,,,,,Hytera US DMR Net on TG-31089: Thu at 19:30.,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,162.2,AD7W,"Pinetop-Lakeside, Porter Mountain",AZ,OPEN,,296.9,SW,yes,146.76,146.16,,Navajo,On-Air,,AD7W,"E-power, linked.",,ARCA,yes,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
449.05,-5,CC1,AD7W,"Pinetop-Lakeside, Porter Mountain",AZ,OPEN,,296.9,SW,yes,449.05,444.05,,Navajo,On-Air,"Pinetop-Lakeside, Show Low, Hondah, Snowflake, Linden, Pinedale, Vernon",AD7W,E-power,,ARCA,yes,Brandmeister,,,,,,,,,,,,DM54ae,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,,,
