Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,IRLP,Commands,Notes,Nets,Web links,Affiliate,EchoLink,Grid,D-STAR Enabled,Node,Sources,Feed,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,Mixed-Mode,Local Network,YSF Digital Enabled,DG-ID,English,Europe,TAC 310,DCI Bridge,Southwest USA,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,216,WNW,yes,147.26,147.86,,Duchesne,,Borderline ARC,UVHFS,yes,On-Air,5,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,218.6,NW,yes,147.28,147.88,107.2,Duchesne,,AD7ZW,UVHFS,yes,On-Air,Autopatch,107.2,,,3205,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,http://ad7zwrepeater.xyz,,458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,218.7,NW,yes,146.74,146.14,100,Duchesne,,,UVHFS,yes,Off-Air,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,221.1,WNW,yes,145.43,144.83,88.5,Carbon,Unknown,,UVHFS,yes,,5,,Price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,221.1,WNW,yes,224.5,222.9,88.5,Carbon,Unknown,College of Eastern Utah ARC,UVHFS,yes,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,221.1,WNW,yes,448.3,443.3,88.5,Carbon,Unknown,College of Eastern Utah ARC,UVHFS,yes,,,,Price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,221.1,WNW,yes,147.2,147.8,88.5,Carbon,,,UVHFS,yes,On-Air,,,,,3270,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,221.1,WNW,yes,448.3,443.3,,Carbon,Unknown,,UVHFS,yes,,,,,,3270,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,230.1,SSW,yes,145.29,144.69,123,McKinley,,NARC,,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,230.8,NNW,yes,146.61,146.01,100,Sweetwater,,Sweetwater RACES,WRCG,yes,On-Air,Autopatch.,,Wide area: SW Wyoming,,,,,Sun at 19:30.,http://wy7u.angelfire.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,230.8,NNW,yes,146.94,146.34,100,Sweetwater,,Sweetwater ARC,WRCG,yes,On-Air,,,Wide area.,Full-time to the  HERC System .,,,,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,235.9,WSW,yes,448.6,443.6,100,San Juan,,Utah VHF Society,UVHFS,yes,On-Air,,,Wide Area.,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",,,,UVHFS: Tue at 20:00.,http://utahvhfs.org/snowlink.html,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,239.3,WSW,yes,448.75,443.75,100,San Juan,,,UVHFS,yes,On-Air,10,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,239.3,WSW,yes,449.925,444.925,100,San Juan,,Lake Powell ARG,UVHFS,yes,On-Air,10,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,239.3,WSW,yes,146.96,146.36,100,San Juan,,KE7OZE,UVHFS,yes,On-Air,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,10,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,241.5,WNW,yes,147.34,147.94,136.5,Uintah,,Borderline Amateur Radio Club,UVHFS,yes,On-Air,,,Wide area.,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",,,9,,,Roosevelt Junior High School Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,244.6,NE,yes,145.295,144.695,,Logan,,NECARA,CCARC,yes,On-Air,"Autopatch, e-power.",,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,WY7BV,"Mountain View, Hickey Mtn",WY,OPEN,,248,NW,yes,144.635,145.235,100,Uinta,,Bridger Valley Amateur Radio Club,,yes,Off-Air,,,I-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,258.1,NW,yes,147.38,147.98,100,Duchesne,,,UVHFS,yes,On-Air,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,K7JL,"Evanston, Medicine Butte",WY,OPEN,,286.1,NW,yes,146.86,146.26,100,Uinta,,Utah VHF Society,WRCG,yes,On-Air,,,Wide area: Southwestern Wyoming including Kemmerer and Evanston.,"Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",,,8,Utah VHF Society Tuesday: 20:00,http://www.utahvhfs.org/snowlink.html,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
