Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,Coverage,Features,Notes,Nets,Web links,Feed,On-air,Grid,EchoLink,IRLP,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Local Network,Mixed-Mode,Worldwide,North America,Local/Cluster,AllStar,Commands,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Wyoming,WyLOCAL,English,Mountain Reg USA,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,TAC 310,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Europe,Local
448.875,-5,,KG7QWU,Lehi,UT,OPEN,,209.2,W,yes,448.875,443.875,,,Utah,On-Air,Rick Whittaker,"Lehi Amateur Radio Club, Lehi CERT, LDS Church ERC",,,yes,I-15 from Lehi to Nephi. 30 mi radius.,"linked, e-power",,"CERT, Lehi Cedar Hollow Stake, Saratoga Springs CERT",,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KB7BSK,Sterling,UT,OPEN,,209.4,WSW,yes,145.15,144.55,,,Utah,,,,,,yes,,,,,http://skylineradioclub.com,,Unknown,,,,,,,,,,,,,,,,,,,,,,yes,KB7BSK (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KB7BSK,Sterling,UT,OPEN,,209.4,WSW,yes,447.95,442.95,,,Utah,,,,,,yes,,,,,http://skylineradioclub.com,,Unknown,,,,,,,,,,,,,,,,,,,,,,yes,KB7BSK (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.68,-0.6,123,N7JSQ,"Huntsville, Herd Mountain",UT,OPEN,,209.8,WNW,yes,146.68,146.08,123,CSQ,Morgan,On-Air,"Amateur Radio, Inc",,,UVHFS,yes,"Wide area: City of Morgan and surrounding communities, southern Bear Lake.","Autopatch, linked to (145.490).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K7MRS,Salt Lake City,UT,OPEN,,209.9,WNW,yes,447.25,442.25,100,,Salt Lake,On-Air,Salt Lake Co ARES,,,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,88.5,KE7QGT,Draper,UT,OPEN,,210.9,W,yes,447,442,88.5,,Salt Lake,Off-Air,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,100,KG7EGM,"Draper, Fire Station",UT,OPEN,,210.9,W,yes,447.1,442.1,100,,Salt Lake,On-Air,DHRA,,,,yes,Wide area.,,,,http://draperhamradio.wordpress.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,107.2,KD7YE,"Manti, Barton Peak",UT,OPEN,I,211,WSW,yes,448.275,443.275,107.2,,Sanpete,On-Air,Sanpete Co SO,,,UVHFS,yes,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",Autopatch.,,,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,211,SE,yes,147.105,147.705,107.2,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,Colorado Repeater Association,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,yes,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Linked to CRA 447.150 - Conifer,,,http://www.w0cra.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.375,-5,100,W7ROY,Sandy,UT,OPEN,,211.1,WNW,yes,448.375,443.375,100,,Salt Lake,On-Air,,,,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,,KC7OXI,"Draper,  South Mountain",UT,OPEN,,211.9,W,yes,448.35,443.35,,,Salt Lake,Off-Air,Rocky Mtn RA,,,UVHFS,yes,Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,212.3,NNE,yes,147.345,147.945,,,Natrona,,,,,WRCG,yes,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,212.3,NNE,yes,146.91,146.31,,,Natrona,,,,,WRCG,yes,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,212.3,NNE,yes,449.1,444.1,,,Natrona,,NG7T,,,,yes,Wide area:  50 mi radius.,E-power.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,KA7SLC,Bountiful,UT,CLOSED,,212.5,W,yes,448.8,443.8,88.5,,Davis,Off-Air,Rocky Mtn RA,,,UVHFS,yes,North Salt Lake to South Ogden.,"Remote base, 5,100'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,212.6,WNW,yes,146.74,146.14,114.8,,Salt Lake,On-Air,Mercury ARA,,,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper.,4,,MARA: Wed at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,212.6,WNW,yes,448.1,443.1,114.8,,Salt Lake,On-Air,,,,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,D125,KE7GHK,"Salt Lake, Carrigan Ridge",UT,OPEN,,213,W,yes,145.41,144.81,D125,,Salt Lake,,,,,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,213.1,SE,yes,147,147.6,,,Pueblo,On-Air,Carl Higbee,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,100,NM7P,Murray,UT,OPEN,,213.7,WNW,yes,145.35,144.75,100,,Salt Lake,On-Air,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298.75,-20,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,213.8,WNW,yes,1298.75,1278.75,,,Salt Lake,On-Air,Salt Lake County ARES,ARRL,,,yes,Salt Lake County,"E-power, linked to 1298.180 (DV) High Speed Data.",,146.7,http://www.slcoares.net/,,,,,,,,,,,,,,,,,,,,,,,,yes,KO7SLC (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,213.8,WNW,yes,145.15,144.55,,,Salt Lake,On-Air,Salt Lake County ARES,ARRL,"Full-time to  
        447.95000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .",,yes,Salt Lake County,"E-power, linked to 1298.180 (DV) High Speed Data.",,146.7,http://www.slcoares.net/,,,,,,,,,,,,,,,,,,,,,,,,yes,KO7SLC (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,213.8,WNW,yes,447.95,442.95,,,Salt Lake,On-Air,Salt Lake County ARES,,"Full-time to  
        145.15000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .",,yes,Salt Lake county.,"E-power, linked to 1298.180 (DV) High Speed Data.","No Internet or gateway functions available, yet.",146.7,http://www.slcoares.net/,,,,,,,,,,,,,,,,,,,,,,,,yes,KO7SLC (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,103.5,WA7KMF,Red Spur,UT,OPEN,,213.9,WNW,yes,145.31,144.71,103.5,,Cache,On-Air,Bridgerland ARC,,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",UVHFS,yes,Wide area: Logan and immediately surrounding communities.,"Autopatch, 5,700'.",,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,103.5,WA7KMF,"Logan, Mt Logan",UT,OPEN,,230,WNW,yes,146.72,146.12,103.5,,Cache,On-Air,BARC,Utah VHF Soc,"Full-time to  
        145.31000 (WA7KMF) at Red Spur, UT .
 


Full-time to  
        147.20000 (AC7O) at Logan, WA7KMF QTH, UT .
 


Full-time to  
        147.26000 (AC7O) at Ogden, Promontory Pt, UT .
 


Full-time to  
        449.62500 (AC7O) at Logan, Mt Logan, UT .",UVHFS,yes,"Wide area: Cache County, including Logan, from Richmond to Avon.","Closed autopatch, 9,713'.",,BARC: Tue at 21:00.,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,KE7LMG,"Murray, Intermountain Medical Center",UT,OPEN,,213.9,WNW,yes,447.25,442.25,100,,Salt Lake,,,,,UVHFS,yes,Wide area.,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,KF7YXL,"South Salt Lake City, Fire Station 43",UT,OPEN,,214.4,WNW,yes,447.7,442.7,100,,Salt Lake,On-Air,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,KD0J,"Salt Lake City, SLCC",UT,OPEN,,214.6,WNW,yes,146.88,146.28,88.5,,Salt Lake,On-Air,Utah VHF Society,,,UVHFS,yes,"Salt Lake Valley communities from Salt Lake City to Draper. 
North Salt Lake to South Ogden.",,,,http://www.slcoares.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,KD0J,"Salt Lake City, Ensign Peak",UT,OPEN,,215.8,WNW,yes,449.9,444.9,100,,Salt Lake,,Salt Lake Co ARES,,,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper.,,,,http://utahvhfs.org,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,K7DAV,"Bountiful, golf course",UT,OPEN,,214.9,WNW,yes,449.925,444.925,100,100,Davis,On-Air,Davis Co ARC,,,UVHFS,yes,Wide area: North Salt Lake to South Ogden.,"Remote base, e-power.",5,DARC: Thu at 20:30.,http://www.dcarc.net,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,141.3,K7DAV,"Farmington,  Shepard Peak",UT,OPEN,,217.1,WNW,yes,53.01,52.01,141.3,141.3,Davis,Off-Air,K7DAV,,,UVHFS,yes,"Davis, Morgan, Weber Counties and North Salt Lake",9,"New antenna installed 9/17/2016. Replaced broken antenna, replaced duplexer 9/2/2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,D051,K7DAV,"Layton,  Shepard Peak",UT,OPEN,,217.1,WNW,yes,449.875,444.875,D051,D051,Davis,On-Air,K7UHP,DCARC,,UVHFS,yes,"Wide area: Salt Lake, David, Weber, Morgan Counties",9,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,,W7SAR,Salt Lake City,UT,OPEN,,215,WNW,yes,447.175,442.175,,,Salt Lake,On-Air,,,,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper.,Portable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,151.4,KA7OEI,Salt Lake City,UT,OPEN,,215.2,WNW,yes,449.75,444.75,151.4,,Salt Lake,,,,,UVHFS,yes,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.5875,-25,D432,W7XDX,Salt Lake City,UT,OPEN,,215.2,WNW,yes,927.5875,902.5875,D432,,Salt Lake,,,,,UVHFS,yes,Wasatch Front from Payson to Tremonton.,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,100,WD7SL,"Salt Lake City, LDS HQ",UT,OPEN,I,215.2,WNW,yes,448.425,443.425,100,,Salt Lake,On-Air,ERC,,,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,W7DES,"Salt Lake City, Capitol",UT,OPEN,,215.3,WNW,yes,147.06,147.66,,,Salt Lake,Off-Air,Utah VHF Society,,,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,100,W7DES,"Salt Lake City,  Capitol",UT,OPEN,,215.3,WNW,yes,448,443,100,,Salt Lake,On-Air,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,CSQ,AA7JR,"Salt Lake City, Capitol",UT,OPEN,,215.3,WNW,yes,145.21,144.61,CSQ,,Salt Lake,,Utah VHF Society,,,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper.,Autopatch.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,100,K7XRD,"Salt Lake City, Ensign Peak",UT,OPEN,,215.4,WNW,yes,448.525,443.525,,,Salt Lake,On-Air,SL Crossroads ARC,,,UVHFS,yes,Salt Lake Valley,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,215.7,SE,yes,146.655,146.055,123,CSQ,Pueblo,On-Air,K0ST,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,215.7,SE,yes,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,,CCARC,yes,,,,,,,,,,7389,yes,0,,,,,,,,,Yes; analog capable.,,,,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,215.7,SE,yes,449.725,444.725,100,,El Paso,On-Air,N0PWZ,,,CCARC,yes,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,215.8,WNW,yes,146.7,146.1,100,,Salt Lake,On-Air,Salt Lake Co ARES,,,UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,"E-power, 5,911'.",,Weekly Net: Wed at 20:30 except 4th Wednesday.,http://www.slcoares.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,215.8,WNW,yes,448.45,443.45,100,,Salt Lake,On-Air,Salt Lake Co ARES,,,UVHFS,yes,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,127.3,WA7SNS,"Salt Lake City, Ensign Peak",UT,OPEN,,215.8,WNW,yes,147.16,147.76,127.3,,Salt Lake,On-Air,,,"Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",UVHFS,yes,Salt Lake Valley communities from Salt Lake City to Draper.,"Autopatch, 5,800', linked to (147.240).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,88.5,WA7VHF,"Salt Lake City, Ensign Peak",UT,OPEN,I,215.8,WNW,yes,449.275,444.275,88.5,,Salt Lake,On-Air,,,,UVHFS,yes,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Linked.,,,,,,,,3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.82,-1.6,167.9,WB6CDN,"Salt Lake City, Meridian Peak",UT,OPEN,,216,WNW,yes,224.82,223.22,167.9,,Salt Lake,On-Air,Intermountain Repeater Emergency Amateur Network,,,UVHFS,yes,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,"Autopatch, remote base, 6,400'. e-power, link to law enforcement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,203.5,KD7IMS,"Salt Lake City,  Ensign Peak",UT,OPEN,,216.1,WNW,yes,448.175,443.175,203.5,,Salt Lake,,N7HIW,,,UVHFS,yes,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,5,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,216.6,NW,yes,147.02,147.62,100,,Rich,On-Air,K7JL,Intermountain Intertie,"Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",UVHFS,yes,Wide area: Bear Lake and surrounding communities.,7,,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,131.8,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,216.6,NW,yes,448.45,443.45,131.8,,Rich,On-Air,Desert ARS,,,UVHFS,yes,Wide area: Bear Lake and surrounding communities.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,216.6,NW,yes,448.975,443.975,,,Rich,On-Air,Desert ARS,Cactus-Intertie,,UVHFS,yes,Wide area: Bear Lake and surrounding communities.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,216.6,NW,yes,449.7,444.7,100,,Rich,On-Air,,Intermountain Intertie,,UVHFS,yes,Wide area: Bear Lake and surrounding communities.,,,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,K7OGM,"Fish Haven, Laketown Radio Site",ID,OPEN,,228.1,NW,yes,147.02,147.62,100,,Bear Lake,On-Air,,Intermountain Intertie,Full-time to the  Intermountain Intertie System .,UVHFS,yes,"Bear Lake County Idaho,  Rich  County, Utah",,,,http://www.utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,216.6,SE,yes,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,TARA,,,CCARC,yes,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,88.5,N7RVS,"Gunnison, N7RVS QTH",UT,OPEN,,216.6,WSW,yes,447.35,442.35,88.5,,Sanpete,,,,,UVHFS,yes,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,123,W7CWK,Bountiful,UT,OPEN,,216.9,WNW,yes,449.35,444.35,123,,Davis,On-Air,,,,UVHFS,yes,North Salt Lake to South Ogden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K7MLA,"Layton,  Francis Peak",UT,OPEN,,217.1,WNW,yes,146.96,146.36,100,,Davis,On-Air,ERC,,,UVHFS,yes,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.425,5,192.8,KD7RTO,"Bountiful,  QTH",UT,OPEN,,217.4,WNW,yes,447.425,452.425,192.8,,Davis,On-Air,,,,UVHFS,yes,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.3125,-25,127.3,NU7X,North Salt Lake,UT,OPEN,,217.4,WNW,yes,927.3125,902.3125,127.3,,Davis,Off-Air,Davis Co ARC,,,UVHFS,yes,Wasatch Front from Payson to Tremonton.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,136.5,AI7J,"Layton,  Kaysville Peak",UT,OPEN,,217.9,WNW,yes,449.6,444.6,136.5,,Weber,On-Air,,,,UVHFS,yes,Wide area: Wasatch Front from Ogden to the Utah/Idaho border.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,123,W7DBA,Huntsville,UT,OPEN,,218.7,WNW,yes,145.21,144.61,123,,Weber,,,,,UVHFS,yes,City of Morgan and surrounding communities.,4,,,http://w7dba.hopto.org/,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,123,W7DBA,Huntsville,UT,OPEN,I,218.7,WNW,yes,448.025,443.025,123,,Weber,On-Air,,,,UVHFS,yes,,,,,,,,,,3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,W7YP,"Pinedale, Mt Airy",WY,OPEN,,220.1,NNW,yes,146.775,146.175,,,Sublette,Off-Air,Sublette Co ARC,,"Full-time to  
        448.10000 (KC7BJY) at Pinedale, Mt Airy, WY .",,yes,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,220.8,SSW,yes,449.9,444.9,123,,San Juan,On-Air,,,,UVHFS,yes,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",6,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,167.9,N7TOP,"Ogden, Powder Mountain",UT,OPEN,,221.8,WNW,yes,224,222.4,167.9,,Weber,,Intermountain Repeater Emergency Amateur Network,,,UVHFS,yes,Wide area: Cache and Morgan valleys.,Remote base.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,123,N7TOP,"Ogden,  Powder Mountain",UT,OPEN,,221.8,WNW,yes,447.775,442.775,123,,Weber,On-Air,,,,UVHFS,yes,Wide area: Cache and Morgan valleys.,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,123,KC7SUM,"Ogden, Powder Mountain",UT,OPEN,,221.8,WNW,yes,145.47,144.87,123,,Weber,On-Air,,,,UVHFS,yes,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KJ7YE,Eden,UT,OPEN,,222.2,WNW,yes,447.6,442.6,,,Weber,,,,,UVHFS,yes,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,D122,W7SU,"Ogden, Mt Ogden",UT,OPEN,,223.1,WNW,yes,146.9,146.3,D122,D122,Weber,On-Air,OARC / VHFS,,,UVHFS,yes,"Huntsville to West desert, Salt Lake to Idaho border",,C4FM Yaesu Fusion repeater digital and analog FM,,http://www.ogdenarc.org,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
