Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,Denver Regional,Affiliate,Talkgroup Network,Northern Colorado,Web links,Coordination,Links,Worldwide,North America,Local/Cluster,Features,Notes,Downlink Tone,Mixed-Mode,Coverage,Local Network,IRLP,D-STAR Enabled,Node,Sources,Nets,Feed,Grid,EchoLink,AllStar,Location Photo,Commands,On-air,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,Europe,Southwest USA,Mountain Reg USA,Wyoming,WyLOCAL
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,174.2,SW,yes,442.325,447.325,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,San Juan,On-Air,,yes,,,AZ-TrboNet,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,1,1,,AZ-TRBONET,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,2,2,2,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,149.8,NNE,yes,147.39,147.99,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,yes,,,,,Documentation,CCARC,,,,2,,,,,"Fort Collins east side, into Red Feather Lakes area.",,,,,,Tac 310 Net: Sun at 18:00.,,,,,,,,,,,,,,1,1,,,,,,,,1,,,1,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,153.3,NNE,yes,446.775,441.775,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,yes,,Brandmeister Network,BrandMeister US,,W0DMR,CCARC,,,1,2,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,"Fort Collins east side, into Red Feather Lakes area.",,,,,,,,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,1,1,2,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,152.1,SSE,yes,145.21,144.61,110.9,,,,,,,Colfax,On-Air,"Gary Reynolds N5GDR, Dale Finley KB5NFT",yes,,,,,,NMFCC,,,,,,,110.9,,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,152.9,NNE,yes,447.2,442.2,82.5,,,,,,,Weld,On-Air,N6RFI,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,156.4,SSE,yes,147.34,147.94,100,,,,,,,Colfax,On-Air,Taos ARC,yes,,,,,Taos Amateur Radio Club,NMFCC,,,,,E-power.,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,158.9,NNE,yes,448.325,443.325,110.9,,,,,,,Larimer,On-Air,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,159.8,NNW,yes,145.265,144.665,107.2,,,,,,,Moffat,,NW Colorado ARC,yes,,,,,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,161.5,S,yes,147.18,147.78,100,,,,,,,Rio Arriba,On-Air,,yes,,,,,,NMFCC,,,,,,,100,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,162.8,SW,yes,1291.1,1271.1,,,,,,,,Bernalillo,On-Air,San Juan County,yes,,,,,,NMFCC,,,,,DV only,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,162.9,SW,yes,145.115,144.515,,,,,,,,San Juan,On-Air,,yes,,,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,163,WSW,yes,146.79,146.19,127.3,,,,,,,Montezuma,On-Air,KD5LWU,yes,,,,,,CCARC,,,,,,,127.3,,,,,,,,4,,,24336,29317,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,163,WSW,yes,449.175,444.175,127.3,,,,,,,Montezuma,Off-Air,KD5LWU,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,163,SW,yes,1292.3,1272.3,,,,,,,,San Juan,On-Air,San Juan County,yes,,,,,,NMFCC,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,166.4,SW,yes,146.92,146.32,100,,,,,,,San Juan,On-Air,San Juan County OEM,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,174.1,SW,yes,146.85,146.25,100,,,,,,,San Juan,On-Air,Totah ARC,yes,,,,,,NMFCC,,,,,Closed autopatch.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,166.8,NE,yes,448.2,443.2,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Morgan,On-Air,,yes,,NEAHR,,2,Rocky Mountain Ham Radio,CCARC,Full-time to the  Colorado TRBO System .,,,,Mixed Mode,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,186.4,NE,yes,448.175,443.175,,yes,7,,,,,Morgan,On-Air,W0FT,yes,,Rocky Mountain Ham Radio,,,http://www.rmham.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,170.4,SE,yes,146.85,146.25,100,,,,,,,Union,Off-Air,Sierra Grande RC,yes,,,,,,NMFCC,,,,,E-power.,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,170.4,SE,yes,444.8,449.8,77,,,,,,,Union,Off-Air,Sierra Grande Repeater Club,yes,,,,,,NMFCC,,,,,E-power.,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,174.1,SW,yes,449,444,100,,,,,,,San Juan,,K5WY,yes,,,,,,NMFCC,,,,,E-power.,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,174.2,SW,yes,444.15,449.15,,,,,,,,San Juan,On-Air,San Juan County,yes,,,,,,,,,,,DV only,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,175.4,SW,yes,1291.7,1271.7,,,,,,,,San Juan,On-Air,San Juan County,yes,,,,,,NMFCC,,,,,DV only,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,177.1,N,yes,147.015,147.615,146.2,,,,,,,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",yes,,,,,http://www.uwyo.edu/uarc/,,,,,,,,,Yes; analog capable.,Albany County,,,,,,,,,82070,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,193.3,N,yes,146.61,146.01,,,,,,,,Albany,On-Air,University ARC,yes,,,,,http://www.uwyo.edu/uarc,WRCG,,,,,,,,Yes; analog capable.,Laramie Valley  30 mi radius.,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,179.6,W,yes,146.76,146.16,88.5,,,,,,,Grand,On-Air,Sinbad Desert ARC,yes,,,,,http://www.sdarc.us/repeaters/bald.html,UVHFS,,,,,,8,,,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,179.8,W,yes,449.1,444.1,107.2,,,,,,,Grand,On-Air,Grand Mesa Repeater Association (GMRA),yes,,,,,GMRA Repeaters,UVHFS,,,,,8,,107.2,,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,191.8,W,yes,146.9,146.3,88.5,,,,,,,Grand,On-Air,Sinbad Desert ARC,yes,,,,,http://sdarc.us/repeaters/moab.html,UVHFS,,,,,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,194.1,WSW,yes,223.94,222.34,,,,,,,,San Juan,,Grand Mesa Rptr Assoc,yes,,,,,,UVHFS,,,,,11,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,194.1,WSW,yes,447.1,442.1,107.2,,,,,,,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),yes,,,,,http://gmra.org,UVHFS,Full-time to the  GMRA Open System .,,,,E-power.,11,107.2,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,194.1,WSW,yes,447.4,442.4,,,,,,,,San Juan,,,yes,,Cactus-Intertie,,,,UVHFS,,,,,11,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,182.5,S,yes,146.88,146.28,CSQ,,,,,,,Los Alamos,On-Air,Los Alamos ARC,yes,,,,,,NMFCC,,,,,Autopatch,Located on the Barranca Mesa water tower.,CSQ,,,,,,,,LAARC: Sun at 2000.,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,183.3,S,yes,224.04,222.44,100,,,,,,,Los Alamos,On-Air,KA5BIW,yes,,,,,,,,,,,,linked with 442.0 KA5BIW,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,183.3,S,yes,442,447,100,,,,,,,Los Alamos,On-Air,KA5BIW,yes,,,,,http://ka5biw.com/ham_radio/repeater.php,,,,,,Linked with 224.04 KA5BIW,,,,,,,,,,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,183.6,S,yes,444.775,449.775,,,,,,,,Los Alamos,On-Air,WD9CMS,yes,,,,,,NMFCC,,,,,E-power.,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,Los Alamos and surrounding areas,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,184.2,S,yes,927.9,902.9,,,,,,,,Los Alamos,On-Air,,yes,,,,,,NMFCC,,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,Los Alamos and surrounding areas,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,183.6,S,yes,442.425,447.425,,,,,,,,Los Alamos,On-Air,,yes,,,,,,,,,,,,,,,30,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,184.2,S,yes,144.265,144.265,203.5,,,,,,,Los Alamos,On-Air,,yes,,,,,,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,184.2,S,yes,442.925,447.925,,yes,1,,,,,Los Alamos,On-Air,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,184.2,S,yes,442.25,447.225,,yes,,,,,,Los Alamos,Off-Air,,yes,,,,,,NMFCC,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,184.4,S,yes,223.94,222.34,CSQ,,,,,,,Los Alamos,On-Air,,yes,,,,,,NMFCC,,,,,E-power.,,CSQ,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,185.5,NNE,yes,448.15,443.15,100,,,,,,,Laramie,Off-Air,KB7SWR,yes,,,,,,WRCG,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,190.6,NNE,yes,145.235,144.635,114.8,,,,,,,Laramie,On-Air,N7GT,yes,,,,,,WRCG,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,,25,,,Local: Cheyenne.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,185.7,ESE,yes,146.61,146.01,123,,,,,,,Prowers,On-Air,Lamar Amateur Radio Club,yes,,,,,,CCARC,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,,,,123,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,3774,,,,,,,37784,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,185.8,ESE,yes,449.5,444.5,123,,,,,,,Prowers,On-Air,Lamar ARC,yes,,,,,,CCARC,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,,,,,,45,,3774,,,,,,,37784,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,186.7,NNE,yes,449.3,444.3,,,,,,,,Laramie,On-Air,WU7G,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,187.6,S,yes,145.41,144.81,100,,,,,,,Santa Fe,Off-Air,W5HO,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,188.4,SSE,yes,444.4,449.4,100,,,,,,,Mora,Off-Air,Mora ARC,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,189,SE,yes,146.64,146.04,100,,,,,,,Las Animas,Off-Air,,yes,,,,,KZ0DEM Repeaters,CCARC,,,,,,,100,,Wide area: West BACA and East Las Animas counties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,200.1,SE,yes,147.09,147.69,118.8,,,,,,,Baca,,BCDEARC,yes,,,,,,CCARC,,,,,,,118.8,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,200.1,SE,yes,147.33,147.93,118.8,,,,,,,Baca,Off-Air,Baca County Amateur Emergency Management,yes,,,,,KZ0DEM Repeaters,CCARC,,,,,,,118.8,,,,7142,,,,,,,97142,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,200.1,SE,yes,449.2,444.2,118.8,,,,,,,Baca,On-Air,Baca County Div of Emerg Mgt Communications,yes,,,,,,,,,,,,,118.8,,provides coverage to central Baca County,,7142,,,,,,,97142,,,55,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,189.5,NNE,yes,146.775,146.175,114.8,,,,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,yes,,,,,,WRCG,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,"E-power, WX.",,,,,,,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,190.6,NNE,yes,147.105,147.705,114.8,,,,,,,Laramie,On-Air,ShyWyArc,yes,,,,,,WRCG,,,,,,,91.5,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,193.1,N,yes,146.82,146.22,114.8,,,,,,,Albany,On-Air,Shy-Wy Amateur Radio Club,yes,,,,,,WRCG,,,,,,,,,Wide area.,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,223.2,NNE,yes,147.165,147.765,114.8,,,,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,yes,,,,,,WRCG,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,190.4,S,yes,442.825,447.825,131.8,,,,,,,Santa Fe,On-Air,Santa Fe ARC,yes,,,,,,NMFCC,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,190.6,NNE,yes,449.9,444.9,100,,,,,,,Laramie,On-Air,N7JJY,yes,,,,,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,100,,From 5 miles to 25 miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,191.1,N,yes,447.225,442.225,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Albany,On-Air,Laramie County EM,yes,,Wyoming DMR Project,Wyoming DMR Project,,,WRCG,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,191.4,NNE,yes,448.95,443.95,151.4,yes,15,,,,,Laramie,On-Air,,yes,,,,,,WRCG,,,,,,Brandmiester and analog.,151.4,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,193.9,N,yes,53.03,52.03,,,,,,,,Albany,Off-Air,K7UWR,yes,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,8,,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,194.1,WSW,yes,146.61,146.01,88.5,,,,,,,San Juan,On-Air,Sinbad Desert ARC,yes,,,,,http://www.sdarc.us/repeaters/abajo.html,UVHFS,,,,,Remote base.,11.36,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,3270,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,199.2,S,yes,449.275,444.275,146.2,,,,,,,Santa Fe,On-Air,Fred Homuth,yes,,,,,,,,,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,199.5,S,yes,447.775,442.775,100,,,,,,,Santa Fe,On-Air,,yes,,,,,,,,,,,,,,,Santa Fe,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,201.7,SSW,yes,443.1,448.1,100,,,,,,,Sandoval,On-Air,Sandoval County ARES,yes,,ARRL,,,http://nmscares.org/,NMFCC,,,,,"Linked, e-power.","KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",,,Wide area - NW NM.,,,,,,Sandoval County ARES: Mon at 19:30.,,,,27748,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,207.3,NE,yes,145.295,144.695,,,,,,,,Logan,On-Air,NECARA,yes,,,,,,CCARC,,,,,"Autopatch, e-power.",,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,209.8,NW,yes,449.7,444.7,136.5,,,,,,,Uintah,,W7BYU,yes,,,,,,UVHFS,,,,,8,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,209.9,NW,yes,146.92,146.32,136.5,,,,,,,Duchesne,Off-Air,,yes,,,,,,UVHFS,,,,,E-power.,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,209.9,NW,yes,147.1,147.7,136.5,,,,,,,Uintah,On-Air,""">Borderline ARC",yes,,,,,,UVHFS,"Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,,,"Autopatch, e-power.",8,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,3577,,,,,,,458414,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,210.7,WNW,yes,449.9,444.9,136.5,,,,,,,Uintah,,Borderline Amateur Radio Club,yes,,,,,,,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,7705,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,240,NW,yes,147.04,147.64,136.5,,,,,,,Uintah,On-Air,Borderline ARC,yes,,,,,,UVHFS,Full-time to the  Sinbad Desert (SDARC) System .,,,,E-power.,8,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
