Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Features,YSF Digital Enabled,DG-ID,Coverage,Affiliate,On-air,Web links,Downlink Tone,Links,Nets,Commands,Mixed-Mode,Notes,DMR Enabled,Color Code,Wide Network,Talkgroups,Worldwide,North America,Local/Cluster,Talkgroup Network,Colorado,Southern Colorado,Denver Regional,Northern Colorado,IRLP,Local Network,Feed,D-STAR Enabled,Node,Sources,Grid,EchoLink,AllStar,Location Photo,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,206.1,E,yes,444.4,449.4,141.3,Thomas,On-Air,,Kansas Repeater Council,yes,,,,,,,http://skect.org/default.aspx,,Full-time to the  SKECT System .,,,,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,207.1,SE,yes,147.06,147.66,,Grant,On-Air,SKECT,Kansas Repeater Council,yes,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,210,ESE,yes,444.3,449.3,141.3,Logan,On-Air,SKECT,Kansas Repeater Council,yes,E-power.,,,,,,http://skect.org/default.aspx,141.3,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,213.8,SE,yes,444.525,449.525,141.3,Grant,On-Air,SKECT,Kansas Repeater Council,yes,E-power.,,,,,,http://skect.org/default.aspx,141.3,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,141.3,K0ECT,Liberal,KS,OPEN,,244.9,SE,yes,443.1,448.1,141.3,Seward,On-Air,SPARK,Kansas Repeater Council,yes,Autopatch,,,Local,,,http://skect.org/default.aspx,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,172.2,S,yes,147.34,147.94,100,Colfax,On-Air,Taos ARC,NMFCC,yes,E-power.,,,Wide area.,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,173.7,ESE,yes,444.6,449.6,146.2,Wallace,On-Air,WA0VJR,,yes,,,,"US-40 
   Repeater Coverage Map",,,,,,,,,Dial 9335 to access K-Link,,,,,,,,,,,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,174.3,N,yes,53.03,52.03,,Albany,Off-Air,K7UWR,,yes,8,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,176.3,SE,yes,146.775,146.175,,Hamilton,On-Air,KA0TAO,Kansas Repeater Council,yes,,,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,177,SW,yes,145.43,144.83,136.5,Rio Arriba,On-Air,SJC EMCOMM,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,210.2,SW,yes,147.06,147.66,100,San Juan,On-Air,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,221.9,SW,yes,146.74,146.14,100,San Juan,On-Air,Totah ARC,NMFCC,yes,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,234.1,SW,yes,145.49,144.89,100,Rio Arriba,On-Air,Totah ARC,NMFCC,yes,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,179,E,yes,147.03,147.63,88.5,Sherman,Off-Air,Sherman County Amateur Radio Club (SCARE),,yes,,,,I-70,,,SCARE on Facebook,,,,,,This is the highest (above sea level) amateur repeater in Kansas.,,,,,,,,,,,,,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,179.9,WSW,yes,147.27,147.87,127.3,San Juan,On-Air,KB5ITT,CCARC,yes,E-power.,,,Wide area.,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,180.4,NE,yes,146.955,146.355,,Phillips,,PCARC,CCARC,yes,E-power.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,183.8,W,yes,446.9125,441.9125,,Mesa,On-Air,Bill Frost,,yes,,,,"Grand Junction, I70",,,,,,,,,Brandmeister network,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,185.7,NW,yes,145.265,144.665,107.2,Moffat,,NW Colorado ARC,CCARC,yes,E-power.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,189.4,WSW,yes,146.7,146.1,100,La Plata,On-Air,Durango ARC,CCARC,yes,9,,,Local.,,,http://durangoarc.org/,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,198.2,WSW,yes,449.85,444.85,100,La Plata,On-Air,DARC,CCARC,yes,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,199.2,WSW,yes,146.67,146.07,100,La Plata,On-Air,Durango ARC,CCARC,yes,11,,,Wide area.,,,DARC Repeaters,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,,Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,191.2,SSW,yes,147.18,147.78,100,Rio Arriba,On-Air,,NMFCC,yes,,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,100,,,,,,,,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,192,NNE,yes,147,146.4,103.5,Banner,On-Air,Tri-City Radio Amateur Club,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,195.3,S,yes,444.4,449.4,100,Mora,Off-Air,Mora ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,197.7,W,yes,448.15,443.15,100,Mesa,On-Air,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,7963,,,,,,,312189,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,201,W,yes,146.82,146.22,107.2,Mesa,On-Air,,CCARC,yes,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,198.1,WSW,yes,448.625,443.625,131.8,La Plata,On-Air,KC5EVE,CCARC,yes,,,,Wide area.,,,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,199.7,W,yes,145.175,144.575,107.2,Mesa,On-Air,,CCARC,yes,"E-power,",,,Greater grand Junction area.,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,211.6,W,yes,146.94,146.34,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,CCARC,yes,E-power and autopatch for WCARC members,,,Grand Junction 30-50 mi,,,http://w0rrz.org,107.2,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,201,W,yes,145.22,144.62,107.2,Mesa,,KE0TY,CCARC,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,201,W,yes,147.39,147.99,107.2,Mesa,,KE0TY,CCARC,yes,Linked.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,201,W,yes,449.775,444.775,173.8,Mesa,On-Air,,CCARC,yes,,,,,,,,88.5,,,,,,,,,,,,,,,,,,7573,,,,,,,7572,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,201,W,yes,446.775,441.775,,Mesa,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,201,W,yes,447.5,442.5,114.8,Mesa,,KC0ARV,CCARC,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,201,W,yes,147.105,147.705,,Mesa,On-Air,K0SSI,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,202.4,SE,yes,146.985,146.385,156.7,Kearney,On-Air,N0OMC,Kansas Repeater Council,yes,E-power,,,"Kearny, Finney and Scott Counties",,,,156.7,,,,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,203.2,E,yes,444.75,449.75,162.2,Thomas,,,Kansas Repeater Council,yes,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",,,"Wide area. 
 Click for coverage map.  50 mi radius.",K-Link Repeater Network,Unknown,K-Link Repeater Network,162.2,,,,,"Repeater is intermittently off-air, and the Allstar node is down.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,204.1,WSW,yes,145.37,144.77,100,La Plata,On-Air,,CCARC,yes,E-power.,,,,,,http://www.sjcham.com,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,204.5,E,yes,146.82,146.22,156.7,Thomas,On-Air,TARC,Kansas Repeater Council,yes,"Closed autopatch, e-power.",,,Local,,,,156.7,,,,,,,,,,,,,,,,,,7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,208.7,ESE,yes,146.7,146.1,141.3,Scott,On-Air,Sand Hills ARC,Kansas Repeater Council,yes,E-power.,yes,Open ↑ / Open ↓,"Scott, Finney and Kearny counties",,,,141.3,"Full-time to  
        146.91000 (WA0OQA) at Garden City, KS .",Tue at 20:30.,,Yes; analog capable.,Comet GP-6 @ 125'.,,,,,,,,,,,,,,,,,,,DM98,,48589,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,221.9,SE,yes,146.91,146.31,141.3,Finney,On-Air,Sand Hills ARC,Kansas Repeater Council,yes,E-power.,,,"Finney, Scott and Kearney counties.",,,,141.3,"Full-time to  
        146.70000 (WA0OQA) at Scott City, KS .",Tue at 20:30.,,,Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,,,,,,,,,,,,,,,,,,,,,48588,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,211.7,ESE,yes,444.95,449.95,100,Scott,On-Air,SHARC,,yes,"Linked to K-Link Repeater Network 
IRLP node 7356.",,,Click for coverage map.  35 mi radius.,,,http://ks0lnk.net,100,Full-time to the  K-Link System .,,,,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",,,,,,,,,,,,,7356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,213.3,NNW,yes,147.24,147.84,100,Carbon,On-Air,CCARS,WRCG,yes,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,214.8,WSW,yes,446.7375,441.7375,,Montezuma,On-Air,RMHAM,CCARC,yes,,,,,,,http://www.rmham.org,,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,222,SW,yes,442.25,447.25,,San Juan,On-Air,,NMFCC,yes,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,AZ-TrboNet,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,2,,,,2,2
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,235.8,SW,yes,442.325,447.325,,San Juan,On-Air,,NMFCC,yes,AZ-TRBONET,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,AZ-TrboNet,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,2,,,,2,2
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,221.5,SW,yes,1292.3,1272.3,,San Juan,On-Air,San Juan County,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,223.5,SW,yes,1291.1,1271.1,,Bernalillo,On-Air,San Juan County,NMFCC,yes,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,223.6,SW,yes,145.115,144.515,,San Juan,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,226.6,SW,yes,146.92,146.32,100,San Juan,On-Air,San Juan County OEM,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,235.7,SW,yes,146.85,146.25,100,San Juan,On-Air,Totah ARC,NMFCC,yes,Closed autopatch.,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,228.2,NE,yes,146.76,146.16,123,Keith,On-Air,Charlie Allen,,yes,,,,,,,,,,"Sun at 19:30. 
Wed at 20:00.",,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,,,,,,,,,,,7349,,,,,,,751985,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,228.9,WSW,yes,146.79,146.19,127.3,Montezuma,On-Air,KD5LWU,CCARC,yes,,,,,,,,127.3,,4,,,,,,,,,,,,,,,,,,,,,,,24336,29317,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,228.9,WSW,yes,449.175,444.175,127.3,Montezuma,Off-Air,KD5LWU,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,232.8,SE,yes,444.975,449.975,88.5,Texas,On-Air,DBARC,ORSI,yes,Linked.,,,30,,,http://caprockintertie.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,235.3,SE,yes,147.15,147.75,88.5,Texas,On-Air,DBARC,ORSI,yes,"Linked, WX.",,,,,,http://caprockintertie.org/,,Full-time to the  Caprock Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,88.5,N5DFQ,Spearman,TX,OPEN,,269.6,SE,yes,442,447,88.5,Hansford,,Dustbowl Amateur Radio Club,TVHFS,yes,"E-power, linked, WX.",,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,88.5,N5DFQ,Spearman,TX,OPEN,,269.6,SE,yes,147.04,147.64,88.5,Hansford,,Dustbowl Amateur Radio Club,TVHFS,yes,"E-power, linked, WX.",,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,235.7,SW,yes,449,444,100,San Juan,,K5WY,NMFCC,yes,E-power.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,235.8,SW,yes,444.15,449.15,,San Juan,On-Air,San Juan County,,yes,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,236.9,SW,yes,1291.7,1271.7,,San Juan,On-Air,San Juan County,NMFCC,yes,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,103.5,W0KKS,Liberal,KS,OPEN,,244.9,SE,yes,146.805,146.205,103.5,Seward,On-Air,Southern Plains ARC,Kansas Repeater Council,yes,Autopatch,,,Local,,,http://spark-ks.org/,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,88.5,KC5WBK,Spearman,TX,OPEN,,269.6,SE,yes,443.2,448.2,88.5,Hansford,On-Air,KY5C,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
