Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Affiliate,Features,Links,Notes,Nets,Web links,Coordination,Last update,IRLP,On-air,Sponsor,EchoLink,Feed,AllStar,Grid,Commands,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Mixed-Mode,Local Network,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Location Photo,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,English,TAC 310,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,259.1,SW,yes,448.75,443.75,100,,San Juan,On-Air,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,10,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,259.1,SW,yes,449.925,444.925,100,,San Juan,On-Air,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,10,,,,,UVHFS,yes,,,Lake Powell ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,259.1,SW,yes,146.96,146.36,100,,San Juan,On-Air,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",Intermountain Intertie,,,10,,,UVHFS,yes,,,KE7OZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,261.9,NW,yes,147.02,147.62,100,,Rich,On-Air,Wide area: Bear Lake and surrounding communities.,Intermountain Intertie,7,"Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",,State RACES: 3rd Thursday of even-numbered months.,,UVHFS,yes,,,K7JL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,131.8,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,261.9,NW,yes,448.45,443.45,131.8,,Rich,On-Air,Wide area: Bear Lake and surrounding communities.,,7,,,,,UVHFS,yes,,,Desert ARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,261.9,NW,yes,448.975,443.975,,,Rich,On-Air,Wide area: Bear Lake and surrounding communities.,Cactus-Intertie,7,,,,,UVHFS,yes,,,Desert ARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,261.9,NW,yes,449.7,444.7,100,,Rich,On-Air,Wide area: Bear Lake and surrounding communities.,Intermountain Intertie,,,,State RACES: 3rd Thursday of even-numbered months.,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,270.4,SE,yes,146.85,146.25,100,,Union,Off-Air,Wide area.,,E-power.,,,,,NMFCC,yes,,,Sierra Grande RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,270.4,SE,yes,444.8,449.8,77,,Union,Off-Air,Wide area.,,E-power.,,,,,NMFCC,yes,,,Sierra Grande Repeater Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,270.4,SE,yes,147.175,147.775,141.3,,Union,On-Air,,,,,,,,NMFCC,yes,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,123,AG7BL,"Montpelier, M-Hill",ID,OPEN,,281.8,NW,yes,147.12,147.72,123,,Bear Lake,On-Air,"Bear Lake County, Idaho.",Bear-lake Emergency Amateur Radio Service,E-power.,Full-time to the  Intermountain Intertie System .,6,B.E.A.R.S: Sat at 20:00.,Bear Lake Emergency Amateur Radio Service,UVHFS,yes,,,K7OGM,,,,,Contact AE7RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,88.5,AC7TJ,Montpelier,ID,OPEN,,282.2,NW,yes,147.38,147.98,88.5,,Bear Lake,On-Air,Almost all of the lake and surrounding area 30 mi radius.,,,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
